sgrna,HT29
sg_6596_3,-0.025480102219948945
sg_51655_4,-0.05386256397806711
sg_121268_1,-0.01430082089248667
sg_134492_4,-0.0669576009450229
sg_92002_2,-0.045098689391772535
sg_123_1,0.09327134733960338
sg_883_2,-0.05439133026694049
sg_26049_3,-0.10139990371475952
sg_8515_4,0.13503657191277837
sg_55735_1,-0.07681932614045292
sg_6856_4,0.05582662628947383
sg_55652_4,0.08263727336647464
sg_399823_2,0.09624119273393861
sg_10566_2,0.14885941478246562
sg_25843_1,0.11857476999620781
sg_81621_3,0.03265774729902418
sg_51435_1,0.04344158062938647
sg_NTC_485,0.015687901524408875
sg_245939_3,-0.009024855599521178
sg_1524_4,-0.007428547884238482
sg_86_3,0.46852282136286927
sg_85025_3,-0.060522684831106364
sg_23219_4,0.10792364306451649
sg_11230_2,-0.011574844754755273
sg_138240_3,0.07548476335090037
sg_25948_3,-0.06744751980933172
sg_22802_3,0.158656804212092
sg_3371_2,0.1585372873157519
sg_64221_4,0.14577991261893095
sg_119587_4,0.1176228999327722
sg_254158_3,-0.0007211037923495166
sg_55210_4,0.17200590642202485
sg_4171_1,-0.10476099735171426
sg_4255_3,0.08326266000055957
sg_10193_2,0.06162977747271406
sg_283229_3,-0.031215913705820497
sg_29121_4,0.13572527691731795
sg_51635_3,-0.0289871171115431
sg_57595_4,-0.07626602595138451
sg_9815_3,-0.06467578276506813
sg_10267_3,-0.03143215928993914
sg_57546_4,0.17866035734672148
sg_139189_3,-0.05603024840540093
sg_262_2,0.20122170653131136
sg_NTC_821,0.015687901524408875
sg_6322_3,0.15496474830623028
sg_403313_1,0.08453526215656063
sg_57016_4,0.08502281487411273
sg_NTC_19,0.015687901524408875
sg_NTC_584,0.015687901524408875
sg_219432_3,0.1921525814638885
sg_55320_3,0.08952718735525664
sg_6703_4,-0.249309070389045
sg_26576_1,0.06411767923786617
sg_11234_2,-0.030076176806507683
sg_54955_3,0.19629507943022015
sg_51778_4,0.10058277069173607
sg_5936_1,0.07599996334963927
sg_56301_1,0.039320623906906424
sg_22887_1,-0.0974289783556323
sg_7988_1,-0.04873142532093037
sg_286077_2,0.3514972119710651
sg_8823_4,-0.16170436770421506
sg_3177_4,-0.049611483723575024
sg_404217_1,0.12594415792261435
sg_3268_3,0.012898460504089613
sg_10520_3,-0.01945464820899296
sg_26211_2,-0.054600604060590884
sg_152006_1,0.10780309254263248
sg_55004_3,0.10696625975648036
sg_9125_4,0.21447171255415007
sg_100526773_3,0.04853548487193699
sg_353131_2,-0.1431005024825169
sg_1974_3,-0.0021355634946768932
sg_255022_4,0.11866158970079368
sg_2895_4,0.01134839104253321
sg_163175_3,0.07646310871996621
sg_9049_1,0.08117173597449512
sg_91522_1,-0.1358731146817422
sg_10825_1,-0.02231695705014563
sg_2632_1,0.06713769109060058
sg_132158_1,-0.007180011301873769
sg_79921_2,0.07950797625012232
sg_56919_3,-0.4106902411684093
sg_9457_3,0.0657454364381285
sg_55037_3,-0.07780866265166489
sg_79711_4,0.13404485934745658
sg_57513_2,-0.04080530574639545
sg_27253_1,0.1654774621968239
sg_84417_1,-0.1419639763556067
sg_5105_1,0.0291956507220702
sg_10979_4,-0.1179961434132232
sg_51428_4,0.4342412174746223
sg_8988_3,0.14804103374066782
sg_81610_4,-0.2090768380306276
sg_84626_1,-0.0858574461365755
sg_161003_4,-0.11616928442170832
sg_80055_1,-0.06079660557292967
sg_26286_4,-0.028471061475255938
sg_10513_2,0.0417373631962228
sg_157657_2,-0.23055324945370592
sg_7589_3,-0.014840008419672066
sg_10534_4,-0.09918335975154313
sg_389840_1,0.06029863743487238
sg_58538_3,-0.14950818951194184
sg_5865_3,0.07769862889184923
sg_866_2,-0.06551834072359586
sg_100526737_4,0.05037687351994851
sg_5990_2,0.06516248638218598
sg_150763_3,-0.008462016018269264
sg_27087_3,-0.07155499502652735
sg_10584_3,-0.031245166182741986
sg_283694_1,0.15876457505228297
sg_151126_4,0.03953057244335337
sg_10426_1,-0.07538203414747871
sg_161582_3,-0.2217469537962573
sg_339263_4,0.015919770291159797
sg_8701_1,-0.0629451185047312
sg_27250_1,0.04785500829330816
sg_1630_1,-0.0069920284588978684
sg_347733_1,0.2240127764593548
sg_56256_2,-0.05935418812118488
sg_92691_2,0.34008567529449435
sg_8402_3,0.1575200782330485
sg_7098_1,0.07503954469454441
sg_150094_1,0.16939775714284191
sg_266740_4,-0.13818326189504057
sg_154790_3,0.10239165251185875
sg_443_4,-0.044847199176270044
sg_205860_1,0.07870394470536665
sg_NTC_60,0.015687901524408875
sg_338879_2,0.12386253294308139
sg_149603_3,-0.09289363654713095
sg_144363_1,0.1447546328905864
sg_6675_2,0.12205477147883675
sg_27436_2,0.04051146259850398
sg_3181_3,0.08723390466687556
sg_23347_2,-0.009258606718440962
sg_64399_1,0.035647590603022944
sg_3693_1,0.04717237609291429
sg_79919_4,0.017231657747169275
sg_24141_3,-0.11948426448213684
sg_64770_3,0.07405060436465208
sg_9531_2,-0.01773980335072657
sg_7289_1,-0.06776795613451897
sg_114908_2,0.006430983959595729
sg_10234_2,0.19653299953220843
sg_729442_3,-0.18169736388840707
sg_338879_4,0.04691986871456329
sg_54567_1,-0.09429778235173528
sg_29943_4,-0.09003770963421814
sg_54535_4,-0.178011912499749
sg_64093_4,0.03332735651823968
