sgRNA	Gene	MDA-MB-231-Reference	MDA-MB-231-Baseline	MDA-MB-231-Vehicle-1	MDA-MB-231-Vehicle-2	MDA-MB-231-Cpd-1	MDA-MB-231-Cpd-2
sg_84128_4	WDR75	814	292	5	0	16	0
sg_669_3	BPGM	1325	1048	1321	1202	1469	1239
sg_11149_2	BVES	1856	2228	2200	3112	2924	2093
sg_84561_3	SLC12A8	1037	1107	568	1051	1431	376
sg_84885_1	ZDHHC12	2576	2876	1221	1779	926	1463
sg_2150_3	F2RL1	1293	1306	669	1210	1684	1093
sg_390265_2	OR10G7	1139	1517	512	1042	1162	894
sg_8468_1	FKBP6	1713	1726	1701	1863	2521	2306
sg_201780_4	SLC10A4	975	978	1295	1678	975	1222
sg_1776_2	DNASE1L3	1406	1391	1228	1506	1976	635
sg_25820_3	ARIH1	960	574	0	2	33	0
sg_59348_4	ZNF350	2180	2890	2339	3969	2832	2410
sg_219875_3	OR4D5	1303	1478	971	924	886	1070
sg_7294_1	TXK	754	1167	1996	2966	1088	853
sg_9637_1	FEZ2	1292	1364	881	1678	1527	1273
sg_7005_3	TEAD3	744	521	114	146	85	93
sg_84514_3	GHDC	963	710	530	573	338	794
sg_23505_4	TMEM131	427	303	449	433	850	771
sg_963_3	CD53	905	818	233	1131	523	564
sg_3674_2	ITGA2B	738	716	576	233	768	326
sg_27_1	ABL2	1156	1050	2227	6852	2481	3016
sg_3113_4	HLA-DPA1	839	1145	1540	799	855	1448
sg_258010_2	SVIP	2264	2235	3139	5191	3874	3290
sg_79699_4	ZYG11B	1282	1345	1046	2037	2036	1310
sg_23038_1	WDTC1	906	845	478	1091	807	525
sg_222698_1	NKAPL	1419	1537	1024	1295	1740	1677
sg_7701_3	ZNF142	1042	1307	1100	646	976	749
sg_10218_1	ANGPTL7	720	924	600	942	1690	1121
sg_10953_2	TOMM34	750	950	1172	1536	1146	1149
sg_1353_2	COX11	1146	1735	17	239	88	39
sg_140460_1	ASB7	947	1251	999	739	728	909
sg_7053_3	TGM3	1795	2303	2616	3733	3150	1766
sg_3358_4	HTR2C	713	1036	755	1626	1596	1316
sg_84268_3	RPAIN	955	689	0	0	0	0
sg_160418_1	TMTC3	1290	1071	1062	1632	1095	1912
sg_4935_3	GPR143	736	1162	1629	1748	1877	1703
sg_23082_3	PPRC1	372	358	244	401	162	100
sg_25803_4	SPDEF	600	714	931	1133	789	879
sg_341346_4	SMCO2	2500	2760	1813	3640	2580	3085
sg_55007_1	FAM118A	991	1446	1490	3001	1865	2291
sg_26009_2	ZZZ3	556	560	361	558	566	862
sg_348174_4	CLEC18A	980	469	789	272	904	594
sg_3010_4	HIST1H1T	1338	1180	1071	1936	831	1013
sg_391196_1	OR2M7	2088	2941	4721	6899	3544	3922
sg_11040_2	PIM2	1446	1550	1761	2497	3184	3314
sg_55151_2	TMEM38B	532	685	373	396	186	133
sg_2821_1	GPI	1829	1713	1205	1439	1430	1538
sg_3558_3	IL2	680	742	1066	1478	665	249
sg_5191_4	PEX7	2308	2439	1139	1760	731	1441
sg_79754_1	ASB13	914	1046	693	2256	1594	2169
sg_59336_3	PRDM13	1395	1850	2003	4757	926	2199
sg_2998_2	GYS2	1872	2426	3968	3490	2246	3533
sg_100507650_1	RNF212B	1523	1290	1292	1009	1684	1316
sg_101243544_3	ERCC6-PGBD3	1475	1451	1918	1738	1967	1490
sg_3643_1	INSR	935	695	498	590	295	327
sg_221981_2	THSD7A	478	683	500	994	965	1126
sg_7852_3	CXCR4	1577	1328	1518	1255	1554	2688
sg_22891_3	ZNF365	1256	1746	3058	2252	2039	2619
sg_347273_1	MURC	2695	3828	4271	5661	7082	6224
sg_3678_2	ITGA5	2971	1929	1518	3156	2034	2547
sg_114803_4	MYSM1	1014	1153	1398	1700	1264	2405
sg_84951_4	TNS4	1924	1721	1869	1560	1539	1111
sg_1073_3	CFL2	856	945	1103	1357	1046	1192
sg_10439_4	OLFM1	1428	1364	459	1003	479	791
sg_26502_4	NARF	451	690	1114	883	1378	1010
sg_491_4	ATP2B2	815	1127	1334	2253	1728	1666
sg_6345_3	SRL	1287	1526	2457	3473	1655	3051
sg_152015_1	ROPN1B	1446	2017	2967	3911	2505	3331
sg_441669_2	OR4Q3	1920	2644	1507	2536	2782	1998
sg_3326_2	HSP90AB1	746	758	355	407	413	486
sg_79020_2	C7orf25	729	775	2372	2294	1384	2682
sg_246777_3	SPESP1	1257	1916	1411	2095	1674	2046
sg_4005_3	LMO2	877	1137	684	2260	1016	1468
sg_9953_3	HS3ST3B1	745	763	744	879	911	936
sg_5664_2	PSEN2	981	855	449	591	404	688
sg_9147_3	NEMF	893	719	61	344	120	90
sg_79729_2	SH3D21	665	665	1005	1693	717	1161
sg_9456_1	HOMER1	1493	2084	765	1485	1784	1718
sg_8908_1	GYG2	612	751	477	976	1094	1358
sg_5744_2	PTHLH	506	440	675	477	502	762
sg_9135_4	RABEP1	2142	2469	2540	4594	3423	2935
sg_79078_1	C1orf50	775	1250	732	1114	820	1291
sg_2934_2	GSN	1044	1808	928	2246	1610	3005
sg_53838_3	C11orf24	1903	2669	2102	3089	4165	3107
sg_219938_2	SPATA19	1179	1432	1061	1561	1105	1156
sg_162967_2	ZNF320	696	907	1726	3861	2301	2287
sg_7004_3	TEAD4	721	719	168	461	224	663
sg_112_3	ADCY6	446	347	204	537	300	102
sg_90268_4	OTULIN	764	975	1161	1186	1563	1487
sg_162394_4	SLFN5	433	410	154	158	302	311
sg_100507341_1	SMIM18	592	899	1052	1956	1164	1964
sg_54819_1	ZCCHC10	803	650	331	216	198	145
sg_22916_1	NCBP2	851	608	67	14	83	77
sg_84134_4	TOMM40L	2586	3178	3203	4026	2547	3797
sg_54466_4	SPIN2A	1312	1343	1462	1687	1684	1246
sg_9866_4	TRIM66	905	1187	858	1191	1550	618
sg_51465_2	UBE2J1	1038	887	221	642	190	272
sg_90381_1	TICRR	565	22	15	0	0	0
sg_3192_4	HNRNPU	400	446	29	150	0	82
sg_11068_1	CYB561D2	1612	1253	80	281	268	149
sg_115992_3	RNF166	1585	1964	1649	3784	2086	3212
sg_23157_2	SEPT6	696	1100	772	1200	2605	1808
sg_112942_3	CFAP36	973	1163	541	1304	1243	1205
sg_1777_2	DNASE2	1791	1328	1810	2007	949	1843
sg_55437_3	STRADB	514	495	282	227	203	532
sg_7171_1	TPM4	1892	1792	1168	1878	1691	2214
sg_54801_4	HAUS6	1610	559	191	289	208	59
sg_56112_3	PCDHGA3	916	1329	2766	2389	1531	2338
sg_89876_4	MAATS1	1522	1542	1614	1505	1513	964
sg_221545_2	C6orf136	1456	1382	644	1376	1441	1180
sg_85376_4	RIMBP3	2612	1626	639	1354	1444	1171
sg_10721_3	POLQ	1614	998	745	728	527	487
sg_285343_3	TCAIM	1999	2293	1429	2140	1588	2082
sg_26020_1	LRP10	2798	2909	1494	1824	2044	1345
sg_84131_2	CEP78	1329	1541	586	2374	1854	1395
sg_55968_4	NSFL1C	507	641	457	178	691	922
sg_2250_4	FGF5	2379	2971	2818	4111	3868	4230
sg_3184_2	HNRNPD	657	816	176	858	274	583
sg_51306_4	FAM13B	1399	1346	1185	2473	1291	1918
sg_102_1	ADAM10	366	415	177	639	286	813
sg_162_4	AP1B1	848	679	965	1238	649	1059
sg_245909_2	DEFB106A	1046	1324	1122	2441	918	1993
sg_80318_4	GKAP1	1142	1285	1496	2421	2310	2531
sg_389812_1	LCN15	487	819	708	901	661	604
sg_51231_1	VRK3	214	289	372	414	123	424
sg_222171_2	PRR15	1432	1901	1290	2871	2476	3174
sg_114907_3	FBXO32	1788	2529	2701	3158	3091	2911
sg_NTC_225	Non_Targeting_Control_225	2732	3937	3884	7733	5996	5534
sg_26301_2	GBGT1	1389	1338	821	1359	1338	955
sg_254531_3	LPCAT4	1805	1996	1679	2473	3065	2948
sg_146456_4	TMED6	1366	1724	1852	3085	1966	2175
sg_23436_4	CELA3B	1236	2408	3307	4868	4874	3849
sg_55109_1	AGGF1	563	706	448	528	450	532
sg_391109_4	OR10K1	1686	1699	1534	5126	2698	1557
sg_79969_3	ATAT1	553	416	623	605	616	465
sg_5029_2	P2RY2	733	1007	693	1386	749	1410
sg_284422_4	SMIM24	977	1029	530	1303	725	1277
sg_91120_2	ZNF682	1486	1530	1279	1984	2355	905
sg_79785_3	RERGL	495	457	995	1243	800	1299
sg_6238_2	RRBP1	1721	2019	3993	2932	2359	3573
sg_2048_2	EPHB2	1813	2306	4399	3586	3726	3464
sg_9353_3	SLIT2	742	794	998	1687	1245	1467
sg_84659_3	RNASE7	181	336	250	523	435	866
sg_54982_4	CLN6	770	853	636	771	792	723
sg_54554_1	WDR5B	1034	956	913	1457	1426	856
sg_7180_3	CRISP2	488	372	289	1303	469	1107
sg_116449_3	CLNK	739	848	472	545	555	299
sg_10171_2	RCL1	831	438	45	116	691	175
sg_10090_4	UST	1057	1301	1521	1385	1693	1357
sg_353500_1	BMP8A	2103	2020	1590	1434	1652	2067
sg_858_1	CAV2	935	1146	1686	2582	1743	2522
sg_282966_4	C10orf53	1110	1079	531	1169	961	754
sg_29944_2	PNMA3	1719	2550	1463	2038	2721	1963
sg_6713_1	SQLE	1571	1847	2215	2658	943	1639
sg_10896_3	OCLM	679	760	929	1032	1313	938
sg_5309_2	PITX3	2456	2392	3409	4306	3161	4122
sg_79882_4	ZC3H14	653	794	456	738	682	306
sg_80006_2	TRAPPC13	1312	1401	180	331	232	372
sg_3018_2	HIST1H2BB	932	1173	674	1908	1046	1335
sg_221060_1	C10orf111	1308	1680	865	1501	1429	1337
sg_3224_4	HOXC8	1173	902	1223	2120	1811	1656
sg_124540_3	MSI2	2203	2032	1290	2269	1860	1409
sg_8764_3	TNFRSF14	1763	2520	3183	6330	4831	4246
sg_53349_4	ZFYVE1	1057	1083	695	2101	1873	1611
sg_100507050_2	TPBGL	1812	2513	3521	4766	3703	3762
sg_388289_3	C16orf47	1043	1360	2065	3290	3826	2552
sg_1534_1	CYB561	885	964	645	1450	1442	1459
sg_154791_4	C7orf55	1071	975	916	1576	1997	1542
sg_29101_1	SSU72	1533	1027	0	25	28	0
sg_30848_3	CTAG2	430	468	532	734	466	307
sg_220002_4	CYB561A3	1285	1557	1606	2624	2162	1461
sg_129446_2	XIRP2	1591	1867	1143	1377	727	1348
sg_8390_3	OR1G1	758	813	770	2009	738	1413
sg_390748_1	PABPN1L	594	675	500	1206	1060	1427
sg_4287_4	ATXN3	705	942	807	3323	1549	974
