Gene,label
NVL,Essential_Gene
VPS25,Essential_Gene
ATP5L,Essential_Gene
PPP1R2,Essential_Gene
CDC40,Essential_Gene
UTP20,Essential_Gene
SEC61A1,Essential_Gene
LRRC37B,Essential_Gene
EIF2S2,Essential_Gene
POP4,Essential_Gene
CRCT1,Essential_Gene
ICE2,Essential_Gene
KAT8,Essential_Gene
GTF2H3,Essential_Gene
POLR3E,Essential_Gene
SMG7,Essential_Gene
NUP50,Essential_Gene
ATF4,Essential_Gene
LSM3,Essential_Gene
NUF2,Essential_Gene
SBDS,Essential_Gene
RPLP2,Essential_Gene
MARS,Essential_Gene
DCLRE1B,Essential_Gene
NELFB,Essential_Gene
UBA3,Essential_Gene
PC,Essential_Gene
ORC4,Essential_Gene
RPS15,Essential_Gene
WARS2,Essential_Gene
TRAPPC11,Essential_Gene
UQCRFS1,Essential_Gene
SRSF6,Essential_Gene
NUS1,Essential_Gene
ATP6V0D1,Essential_Gene
TCERG1,Essential_Gene
PPIL1,Essential_Gene
LST1,Essential_Gene
ZNRD1,Essential_Gene
FAM103A1,Essential_Gene
SNU13,Essential_Gene
HIST1H2AL,Essential_Gene
GTF2F2,Essential_Gene
PGD,Essential_Gene
TXN,Essential_Gene
NSL1,Essential_Gene
TIMM44,Essential_Gene
TRAPPC5,Essential_Gene
H2BC12,Essential_Gene
HIST1H2BJ,Essential_Gene
PYURF,Essential_Gene
XRN2,Essential_Gene
QARS1,Essential_Gene
PSMC1,Essential_Gene
PPP1R10,Essential_Gene
ATP5H,Essential_Gene
COQ4,Essential_Gene
ATP5F1D,Essential_Gene
EIF2S1,Essential_Gene
CHCHD4,Essential_Gene
CIAO1,Essential_Gene
DDX49,Essential_Gene
HNRNPR,Essential_Gene
THOC3,Essential_Gene
PHB2,Essential_Gene
TUBG2,Essential_Gene
METAP2,Essential_Gene
TPRKB,Essential_Gene
PPIL4,Essential_Gene
PGGT1B,Essential_Gene
PRPF6,Essential_Gene
STRAP,Essential_Gene
PPIE,Essential_Gene
ARGLU1,Essential_Gene
RPL13,Essential_Gene
INTS7,Essential_Gene
UBE2V1,Essential_Gene
SNAPC4,Essential_Gene
GARS1,Essential_Gene
MYBBP1A,Essential_Gene
VPS35,Essential_Gene
DDX55,Essential_Gene
LETM1,Essential_Gene
VBP1,Essential_Gene
VWA9,Essential_Gene
POLR2E,Essential_Gene
RPLP1,Essential_Gene
BNIP1,Essential_Gene
CNN2,Essential_Gene
EEF1A1,Essential_Gene
BYSL,Essential_Gene
CDC73,Essential_Gene
MRPL34,Essential_Gene
AARS2,Essential_Gene
NDUFB7,Essential_Gene
HARS,Essential_Gene
CDAN1,Essential_Gene
RPL26,Essential_Gene
NARS1,Essential_Gene
SPDL1,Essential_Gene
TMEM183A,Essential_Gene
RPS16,Essential_Gene
POM121C,Essential_Gene
PHAX,Essential_Gene
RAE1,Essential_Gene
ZMAT5,Essential_Gene
BMS1,Essential_Gene
PRPF40A,Essential_Gene
PRDM10,Essential_Gene
CCDC130,Essential_Gene
NAPG,Essential_Gene
H3C11,Essential_Gene
EIF3F,Essential_Gene
HNRNPC,Essential_Gene
HIST1H2AK,Essential_Gene
ELP4,Essential_Gene
PRKRIP1,Essential_Gene
ORC1,Essential_Gene
SEC63,Essential_Gene
ATP5F1,Essential_Gene
KPNB1,Essential_Gene
H2AC6,Essential_Gene
EEF1B2,Essential_Gene
DDX42,Essential_Gene
IPO11,Essential_Gene
PA2G4,Essential_Gene
SMC1A,Essential_Gene
RPL35A,Essential_Gene
SPC24,Essential_Gene
TOP2A,Essential_Gene
PSME1,Essential_Gene
UTP6,Essential_Gene
GALP,Essential_Gene
HIST1H1C,Essential_Gene
ATP5A1,Essential_Gene
MED27,Essential_Gene
WBSCR22,Essential_Gene
RAD21,Essential_Gene
CPAMD8,Essential_Gene
DENR,Essential_Gene
PPP2R4,Essential_Gene
CEP192,Essential_Gene
GOSR2,Essential_Gene
SF3A3,Essential_Gene
TOMM22,Essential_Gene
INTS9,Essential_Gene
SUPV3L1,Essential_Gene
PRPF3,Essential_Gene
DHX37,Essential_Gene
CENPI,Essential_Gene
RARS,Essential_Gene
DNAAF10,Essential_Gene
CPSF1,Essential_Gene
CCT5,Essential_Gene
RELA,Essential_Gene
CSE1L,Essential_Gene
MED18,Essential_Gene
KLC2,Essential_Gene
NUP35,Essential_Gene
METTL3,Essential_Gene
CBX1,Essential_Gene
THOC2,Essential_Gene
VTI1B,Essential_Gene
ETF1,Essential_Gene
EIF5,Essential_Gene
USP18,Essential_Gene
TBCB,Essential_Gene
PDCD7,Essential_Gene
RPS24,Essential_Gene
VPS72,Essential_Gene
MED29,Essential_Gene
H2BC9,Essential_Gene
MRPS28,Essential_Gene
CSTF1,Essential_Gene
PISD,Essential_Gene
FAU,Essential_Gene
NKAP,Essential_Gene
ACTR8,Essential_Gene
BTF3L4,Essential_Gene
GPS1,Essential_Gene
DNM1L,Essential_Gene
UPF3A,Essential_Gene
SRP19,Essential_Gene
HAUS4,Essential_Gene
CENPC,Essential_Gene
ZNF492,Essential_Gene
DMAP1,Essential_Gene
TMED2,Essential_Gene
YEATS4,Essential_Gene
NDUFB4,Essential_Gene
METAP1,Essential_Gene
TPT1,Essential_Gene
NSMCE2,Essential_Gene
EIF2S3,Essential_Gene
H2BC8,Essential_Gene
CENATAC,Essential_Gene
MRGBP,Essential_Gene
UQCC3,Essential_Gene
C3orf17,Essential_Gene
MOCS3,Essential_Gene
ANAPC1,Essential_Gene
KDM8,Essential_Gene
LAMTOR2,Essential_Gene
MRPS14,Essential_Gene
AK6,Essential_Gene
CHMP6,Essential_Gene
ATP1A1,Essential_Gene
POLA1,Essential_Gene
INHBE,Essential_Gene
SRPRB,Essential_Gene
PABPN1,Essential_Gene
EIF1AX,Essential_Gene
TOP1,Essential_Gene
GTF2H1,Essential_Gene
USP10,Essential_Gene
THOC5,Essential_Gene
EIF2B4,Essential_Gene
TRIAP1,Essential_Gene
ATP5B,Essential_Gene
ABT1,Essential_Gene
RPAP3,Essential_Gene
TSEN34,Essential_Gene
TAF6,Essential_Gene
MED22,Essential_Gene
NOL6,Essential_Gene
PNO1,Essential_Gene
LSM6,Essential_Gene
SASS6,Essential_Gene
POLR1B,Essential_Gene
NDUFAB1,Essential_Gene
CKAP5,Essential_Gene
H2AFZ,Essential_Gene
DPY19L2,Essential_Gene
HMGN2,Essential_Gene
SLC25A3,Essential_Gene
XRCC6BP1,Essential_Gene
GUK1,Essential_Gene
SPRYD4,Essential_Gene
MRPL36,Essential_Gene
POP5,Essential_Gene
CCDC58,Essential_Gene
HUWE1,Essential_Gene
EIF3A,Essential_Gene
CHD4,Essential_Gene
DNAJA1,Essential_Gene
SPOUT1,Essential_Gene
RPL18A,Essential_Gene
DHX33,Essential_Gene
VPS29,Essential_Gene
CDC23,Essential_Gene
CDK9,Essential_Gene
EXOSC1,Essential_Gene
ANAPC13,Essential_Gene
CDC7,Essential_Gene
PWP2,Essential_Gene
PELO,Essential_Gene
BET1,Essential_Gene
CCT7,Essential_Gene
PSMG2,Essential_Gene
ACO2,Essential_Gene
LTO1,Essential_Gene
DHFRL1,Essential_Gene
UBE2D3,Essential_Gene
YARS2,Essential_Gene
RBM42,Essential_Gene
MAD2L1,Essential_Gene
DARS,Essential_Gene
NUP214,Essential_Gene
ARCN1,Essential_Gene
PSMD6,Essential_Gene
CFDP1,Essential_Gene
COPS3,Essential_Gene
POLE2,Essential_Gene
PCNP,Essential_Gene
RPE,Essential_Gene
MT1B,Essential_Gene
CHCHD2,Essential_Gene
SMC6,Essential_Gene
SVBP,Essential_Gene
RRP12,Essential_Gene
CTPS1,Essential_Gene
PEF1,Essential_Gene
POLR2H,Essential_Gene
RBBP8,Essential_Gene
VIRMA,Essential_Gene
PYROXD1,Essential_Gene
RNGTT,Essential_Gene
TTI2,Essential_Gene
CPSF3,Essential_Gene
EIF3E,Essential_Gene
STAT5A,Essential_Gene
SMC4,Essential_Gene
NDUFA4,Essential_Gene
PDRG1,Essential_Gene
MRPL32,Essential_Gene
SPATA5L1,Essential_Gene
NCAPD3,Essential_Gene
UBA1,Essential_Gene
DYNLL1,Essential_Gene
CENPT,Essential_Gene
EIF3B,Essential_Gene
POLR1F,Essential_Gene
HMGA1,Essential_Gene
TTK,Essential_Gene
ESF1,Essential_Gene
ACLY,Essential_Gene
H2AC20,Essential_Gene
RPP30,Essential_Gene
CRLS1,Essential_Gene
SARS2,Essential_Gene
POLR3H,Essential_Gene
SUPT16H,Essential_Gene
EXOSC4,Essential_Gene
VPS13D,Essential_Gene
HAUS7,Essential_Gene
OGT,Essential_Gene
DHX36,Essential_Gene
ZRSR2,Essential_Gene
MRPS5,Essential_Gene
TAF7,Essential_Gene
PSMD12,Essential_Gene
RCL1,Essential_Gene
SLC25A38,Essential_Gene
SEH1L,Essential_Gene
AP2M1,Essential_Gene
DDX20,Essential_Gene
SLC39A10,Essential_Gene
PPRC1,Essential_Gene
HIST1H2BG,Essential_Gene
SGO1,Essential_Gene
SDE2,Essential_Gene
DIEXF,Essential_Gene
CCDC107,Essential_Gene
COX6B1,Essential_Gene
EIF3I,Essential_Gene
TANGO6,Essential_Gene
MSTO1,Essential_Gene
TIPIN,Essential_Gene
ICT1,Essential_Gene
RPA2,Essential_Gene
LYRM4,Essential_Gene
RAB1A,Essential_Gene
NMT1,Essential_Gene
ATP5F1A,Essential_Gene
NARFL,Essential_Gene
ANAPC15,Essential_Gene
NDUFC2,Essential_Gene
ATP2A2,Essential_Gene
SF3B6,Essential_Gene
PDCL3,Essential_Gene
ALYREF,Essential_Gene
CFAP298,Essential_Gene
NDUFS5,Essential_Gene
SOD1,Essential_Gene
TTC4,Essential_Gene
FIP1L1,Essential_Gene
TGS1,Essential_Gene
TIMM10,Essential_Gene
INTS2,Essential_Gene
ORC5,Essential_Gene
QARS,Essential_Gene
ARTN,Essential_Gene
POLR1C,Essential_Gene
INTS4,Essential_Gene
H2AC21,Essential_Gene
KRAS,Essential_Gene
VPS28,Essential_Gene
CDK12,Essential_Gene
CCDC59,Essential_Gene
RHOQ,Essential_Gene
CSNK2B,Essential_Gene
SCNM1,Essential_Gene
PSMD13,Essential_Gene
HNRNPK,Essential_Gene
ATP6V0B,Essential_Gene
ATP5L2,Essential_Gene
SF3A1,Essential_Gene
TPX2,Essential_Gene
ASNA1,Essential_Gene
EXOSC6,Essential_Gene
MCM5,Essential_Gene
SMC2,Essential_Gene
METTL1,Essential_Gene
MRPL3,Essential_Gene
GTF2F1,Essential_Gene
MRPS11,Essential_Gene
PFDN5,Essential_Gene
GAK,Essential_Gene
ACTR1A,Essential_Gene
PSMA2,Essential_Gene
RPS3,Essential_Gene
PPY,Essential_Gene
CDC5L,Essential_Gene
PDCD5,Essential_Gene
ARPP19,Essential_Gene
EIF3D,Essential_Gene
TBCC,Essential_Gene
HIRA,Essential_Gene
TSR1,Essential_Gene
HMGCR,Essential_Gene
PRPF38B,Essential_Gene
PSMB5,Essential_Gene
BARD1,Essential_Gene
H2AC16,Essential_Gene
YPEL5,Essential_Gene
ADSS,Essential_Gene
PTPMT1,Essential_Gene
ZNHIT2,Essential_Gene
SUMO1,Essential_Gene
VCP,Essential_Gene
ZNF593,Essential_Gene
LSM14A,Essential_Gene
COPZ1,Essential_Gene
RAC1,Essential_Gene
RAP1B,Essential_Gene
MRPL55,Essential_Gene
PSMA6,Essential_Gene
GFPT1,Essential_Gene
PGK1,Essential_Gene
MCM3AP,Essential_Gene
RTF2,Essential_Gene
NPAT,Essential_Gene
PRIM1,Essential_Gene
HIST1H2BD,Essential_Gene
ISY1,Essential_Gene
RPTOR,Essential_Gene
MAD2L2,Essential_Gene
RPAIN,Essential_Gene
SINHCAF,Essential_Gene
DBF4,Essential_Gene
UPF2,Essential_Gene
DONSON,Essential_Gene
NDUFB3,Essential_Gene
TFAM,Essential_Gene
LONP1,Essential_Gene
DYNLRB1,Essential_Gene
COG2,Essential_Gene
CPSF4,Essential_Gene
EXOC5,Essential_Gene
TAF10,Essential_Gene
RTCB,Essential_Gene
URB1,Essential_Gene
ILF2,Essential_Gene
GMPS,Essential_Gene
RAB1B,Essential_Gene
YJU2B,Essential_Gene
MRPL41,Essential_Gene
PWP1,Essential_Gene
RPL31,Essential_Gene
BRD8,Essential_Gene
RRP36,Essential_Gene
DYNC1I2,Essential_Gene
TLK2,Essential_Gene
TWF1,Essential_Gene
C17orf89,Essential_Gene
PLK1,Essential_Gene
ZNF335,Essential_Gene
TRMT112,Essential_Gene
LARS,Essential_Gene
NUP153,Essential_Gene
CKS2,Essential_Gene
RPS20,Essential_Gene
FAAP20,Essential_Gene
SLC39A7,Essential_Gene
SSSCA1,Essential_Gene
CHEK1,Essential_Gene
STARD7,Essential_Gene
H2AC4,Essential_Gene
SDHC,Essential_Gene
CCT3,Essential_Gene
FAM104B,Essential_Gene
SETD8,Essential_Gene
AKR1B15,Essential_Gene
ELOB,Essential_Gene
CDK1,Essential_Gene
CENPA,Essential_Gene
BIRC5,Essential_Gene
CCDC144A,Essential_Gene
TTC27,Essential_Gene
COPB2,Essential_Gene
NCL,Essential_Gene
WDR12,Essential_Gene
SLU7,Essential_Gene
RUVBL1,Essential_Gene
H2BC11,Essential_Gene
ATL2,Essential_Gene
RFC4,Essential_Gene
IARS,Essential_Gene
MARS2,Essential_Gene
HSPA8,Essential_Gene
KRTAP17-1,Essential_Gene
EXOSC3,Essential_Gene
PCF11,Essential_Gene
MFAP1,Essential_Gene
PPP1R12A,Essential_Gene
PRR13,Essential_Gene
SPTLC1,Essential_Gene
HEATR1,Essential_Gene
HIST1H2AC,Essential_Gene
ELOC,Essential_Gene
HSPA9,Essential_Gene
CPSF3L,Essential_Gene
ATP5MC1,Essential_Gene
MIS18A,Essential_Gene
NCAPG2,Essential_Gene
HSPD1,Essential_Gene
DPPA3,Essential_Gene
SUGP1,Essential_Gene
TSEN54,Essential_Gene
SNAPC5,Essential_Gene
AATF,Essential_Gene
CAP1,Essential_Gene
SDHAF2,Essential_Gene
ZNF658,Essential_Gene
CDC42,Essential_Gene
MRPL16,Essential_Gene
MT1E,Essential_Gene
PSMC6,Essential_Gene
ATP5PB,Essential_Gene
C17orf58,Essential_Gene
RPL4,Essential_Gene
RPL8,Essential_Gene
VDAC1,Essential_Gene
BUD31,Essential_Gene
PPP4C,Essential_Gene
PRRC2A,Essential_Gene
RNPC3,Essential_Gene
FAM60A,Essential_Gene
HYPK,Essential_Gene
EMC7,Essential_Gene
KIF4A,Essential_Gene
METTL14,Essential_Gene
SLC35B1,Essential_Gene
PPIL2,Essential_Gene
DHFR2,Essential_Gene
SAMM50,Essential_Gene
PPP1CA,Essential_Gene
C9orf114,Essential_Gene
NDOR1,Essential_Gene
POP1,Essential_Gene
ADSL,Essential_Gene
HIST2H3D,Essential_Gene
RPS11,Essential_Gene
COX17,Essential_Gene
KIF11,Essential_Gene
KARS,Essential_Gene
AURKA,Essential_Gene
VCL,Essential_Gene
MLX,Essential_Gene
KIF23,Essential_Gene
PDAP1,Essential_Gene
SEM1,Essential_Gene
PSMC3,Essential_Gene
RINT1,Essential_Gene
DTL,Essential_Gene
INTS8,Essential_Gene
PAXBP1,Essential_Gene
OGDH,Essential_Gene
NOM1,Essential_Gene
PPP4R2,Essential_Gene
BDP1,Essential_Gene
PRKRA,Essential_Gene
SRSF3,Essential_Gene
CLTC,Essential_Gene
MRPS21,Essential_Gene
FAM136A,Essential_Gene
FPGS,Essential_Gene
ERH,Essential_Gene
BORA,Essential_Gene
HSPA5,Essential_Gene
FECH,Essential_Gene
SFSWAP,Essential_Gene
TFRC,Essential_Gene
CD3D,Essential_Gene
RFT1,Essential_Gene
FNTA,Essential_Gene
PTMS,Essential_Gene
SRSF1,Essential_Gene
CTR9,Essential_Gene
DDX11,Essential_Gene
DARS1,Essential_Gene
CWC25,Essential_Gene
RPL30,Essential_Gene
RPS5,Essential_Gene
LRRC37A3,Essential_Gene
POLA2,Essential_Gene
SF3B4,Essential_Gene
GNB2L1,Essential_Gene
COX7B,Essential_Gene
TAF1A,Essential_Gene
RPAP1,Essential_Gene
PIN4,Essential_Gene
WARS,Essential_Gene
ATP6V1G1,Essential_Gene
EIF4A3,Essential_Gene
U2SURP,Essential_Gene
NCAPH2,Essential_Gene
REV3L,Essential_Gene
RTEL1,Essential_Gene
RPL7,Essential_Gene
DDX27,Essential_Gene
UBE2N,Essential_Gene
ATP5G2,Essential_Gene
WTAP,Essential_Gene
KAT5,Essential_Gene
COPS5,Essential_Gene
NCOA4,Essential_Gene
CD3EAP,Essential_Gene
CLNS1A,Essential_Gene
LSM11,Essential_Gene
POP7,Essential_Gene
CDCA5,Essential_Gene
TMEM258,Essential_Gene
KIF14,Essential_Gene
CENPM,Essential_Gene
IGBP1,Essential_Gene
PGS1,Essential_Gene
USP8,Essential_Gene
RRM2,Essential_Gene
AHCTF1,Essential_Gene
MRPL43,Essential_Gene
NUP98,Essential_Gene
SMS,Essential_Gene
UTP25,Essential_Gene
GGTLC2,Essential_Gene
DIS3,Essential_Gene
CENPW,Essential_Gene
RAD51,Essential_Gene
CACNB3,Essential_Gene
LCE2A,Essential_Gene
INTS14,Essential_Gene
CCDC94,Essential_Gene
PRMT1,Essential_Gene
EPOP,Essential_Gene
ERCC3,Essential_Gene
CDK4,Essential_Gene
DROSHA,Essential_Gene
WDR33,Essential_Gene
EMC1,Essential_Gene
KRT8,Essential_Gene
WDR1,Essential_Gene
METTL15,Essential_Gene
PNKP,Essential_Gene
CCNK,Essential_Gene
RBBP6,Essential_Gene
UQCRQ,Essential_Gene
HNRNPM,Essential_Gene
SACM1L,Essential_Gene
CDC16,Essential_Gene
TIMELESS,Essential_Gene
STX5,Essential_Gene
HGS,Essential_Gene
WDR77,Essential_Gene
MED11,Essential_Gene
EMC3,Essential_Gene
RFC2,Essential_Gene
COX6A1,Essential_Gene
MCM3,Essential_Gene
CELSR2,Essential_Gene
THOC1,Essential_Gene
CWC22,Essential_Gene
KIN,Essential_Gene
CUL2,Essential_Gene
HMGCS1,Essential_Gene
TEFM,Essential_Gene
TUBG1,Essential_Gene
CFL1,Essential_Gene
LTV1,Essential_Gene
POLE,Essential_Gene
HIST1H2BH,Essential_Gene
MIX23,Essential_Gene
PARS2,Essential_Gene
UQCRC2,Essential_Gene
ALG13,Essential_Gene
COX20,Essential_Gene
DDN,Essential_Gene
ATP5D,Essential_Gene
C17orf96,Essential_Gene
OIP5,Essential_Gene
TXNL4A,Essential_Gene
LRR1,Essential_Gene
MDN1,Essential_Gene
ZBTB8OS,Essential_Gene
CACYBP,Essential_Gene
KIFBP,Essential_Gene
GNL3L,Essential_Gene
RRM1,Essential_Gene
ATP5MGL,Essential_Gene
SNRPB2,Essential_Gene
ACTB,Essential_Gene
PDCD2,Essential_Gene
ATP6V0C,Essential_Gene
PIK3R4,Essential_Gene
SRCAP,Essential_Gene
DR1,Essential_Gene
LSM2,Essential_Gene
EIF5A,Essential_Gene
PSMD3,Essential_Gene
CA5A,Essential_Gene
CYFIP1,Essential_Gene
HARS1,Essential_Gene
RPS18,Essential_Gene
VHL,Essential_Gene
CCT8,Essential_Gene
RACK1,Essential_Gene
SBNO1,Essential_Gene
RPP14,Essential_Gene
WDR46,Essential_Gene
AGAP6,Essential_Gene
COPB1,Essential_Gene
PSMB4,Essential_Gene
SAP30BP,Essential_Gene
RPL22,Essential_Gene
ZNF574,Essential_Gene
DBR1,Essential_Gene
HIST2H2AC,Essential_Gene
RBM17,Essential_Gene
NDUFA11,Essential_Gene
PRCC,Essential_Gene
SETD1A,Essential_Gene
BRIX1,Essential_Gene
YARS,Essential_Gene
C19orf53,Essential_Gene
CENPL,Essential_Gene
NUDCD3,Essential_Gene
HIST1H2AE,Essential_Gene
MMS22L,Essential_Gene
THG1L,Essential_Gene
ATP5PO,Essential_Gene
TOMM20,Essential_Gene
NDUFAF1,Essential_Gene
SRP14,Essential_Gene
TONSL,Essential_Gene
CYCS,Essential_Gene
SRRT,Essential_Gene
WDR18,Essential_Gene
SIN3A,Essential_Gene
RPA3,Essential_Gene
EAPP,Essential_Gene
RPL23,Essential_Gene
WARS1,Essential_Gene
TIMM22,Essential_Gene
PPP1R15B,Essential_Gene
DDX39B,Essential_Gene
PAQR6,Essential_Gene
RFC3,Essential_Gene
GPN2,Essential_Gene
DOHH,Essential_Gene
MRPL21,Essential_Gene
KNL1,Essential_Gene
RILP,Essential_Gene
XPO5,Essential_Gene
AKIRIN2,Essential_Gene
NUP155,Essential_Gene
YKT6,Essential_Gene
ANLN,Essential_Gene
COPS4,Essential_Gene
MRPS22,Essential_Gene
PPP2R3C,Essential_Gene
DDX5,Essential_Gene
HIST3H2A,Essential_Gene
MTPAP,Essential_Gene
PIGH,Essential_Gene
CPSF6,Essential_Gene
PPWD1,Essential_Gene
EPRS,Essential_Gene
EXOSC7,Essential_Gene
TUBGCP5,Essential_Gene
MRPL27,Essential_Gene
SCARF1,Essential_Gene
DDX23,Essential_Gene
H2AZ1,Essential_Gene
RBM39,Essential_Gene
UTP11L,Essential_Gene
MED28,Essential_Gene
LOC391003,Essential_Gene
ZPR1,Essential_Gene
MTG2,Essential_Gene
POLR3K,Essential_Gene
DAP3,Essential_Gene
GCSH,Essential_Gene
RRP7A,Essential_Gene
PSMA1,Essential_Gene
INTS1,Essential_Gene
NDNL2,Essential_Gene
H4C1,Essential_Gene
ASCC3,Essential_Gene
HIST1H2BC,Essential_Gene
IPO13,Essential_Gene
NOL12,Essential_Gene
WBP11,Essential_Gene
TBL3,Essential_Gene
XRCC6,Essential_Gene
MARS1,Essential_Gene
EIF1,Essential_Gene
VPS16,Essential_Gene
PIGC,Essential_Gene
GTPBP4,Essential_Gene
TAF13,Essential_Gene
NHP2L1,Essential_Gene
CIAO2A,Essential_Gene
ATP5F1B,Essential_Gene
RANBP2,Essential_Gene
GINS4,Essential_Gene
FBL,Essential_Gene
EEF2,Essential_Gene
WDR5,Essential_Gene
POGZ,Essential_Gene
DNMT1,Essential_Gene
RPL3,Essential_Gene
SNAPC2,Essential_Gene
IPO7,Essential_Gene
ATP5O,Essential_Gene
MRPL33,Essential_Gene
C21orf59,Essential_Gene
PIK3C3,Essential_Gene
RPL23A,Essential_Gene
MED8,Essential_Gene
SEC61G,Essential_Gene
BCCIP,Essential_Gene
HIST1H2AG,Essential_Gene
PABPC1,Essential_Gene
BAK1,Essential_Gene
CDT1,Essential_Gene
TUBGCP2,Essential_Gene
CHERP,Essential_Gene
GTF2E1,Essential_Gene
DNAJA3,Essential_Gene
ELP3,Essential_Gene
CARS1,Essential_Gene
HIST1H2BE,Essential_Gene
DNAJC9,Essential_Gene
LSM4,Essential_Gene
DPH3,Essential_Gene
POLR1G,Essential_Gene
SMU1,Essential_Gene
AHCY,Essential_Gene
RPP38,Essential_Gene
SNRPC,Essential_Gene
GPN3,Essential_Gene
XRN1,Essential_Gene
SSU72,Essential_Gene
MCM4,Essential_Gene
KIF1BP,Essential_Gene
NSA2,Essential_Gene
TARS,Essential_Gene
ZC3H8,Essential_Gene
CDC37,Essential_Gene
KRTAP4-2,Essential_Gene
STIL,Essential_Gene
CCDC174,Essential_Gene
MRPL4,Essential_Gene
DTYMK,Essential_Gene
ELAC2,Essential_Gene
UTP4,Essential_Gene
SNRPD1,Essential_Gene
CDK7,Essential_Gene
BRF1,Essential_Gene
CTDP1,Essential_Gene
HMGB3,Essential_Gene
MED20,Essential_Gene
RPS21,Essential_Gene
RCC1L,Essential_Gene
DKC1,Essential_Gene
RMI2,Essential_Gene
USP37,Essential_Gene
COPS2,Essential_Gene
NOC3L,Essential_Gene
PSMC5,Essential_Gene
DDX21,Essential_Gene
YWHAZ,Essential_Gene
NIP7,Essential_Gene
SMARCE1,Essential_Gene
FABP5,Essential_Gene
RBM28,Essential_Gene
MAD2L1BP,Essential_Gene
RRP15,Essential_Gene
EIF3M,Essential_Gene
CHMP2A,Essential_Gene
GINS3,Essential_Gene
USP39,Essential_Gene
WDR61,Essential_Gene
YTHDC1,Essential_Gene
ATP6V1F,Essential_Gene
ZNF131,Essential_Gene
HSPE1,Essential_Gene
LARS1,Essential_Gene
UTP14A,Essential_Gene
DNM2,Essential_Gene
UFD1,Essential_Gene
EIF1AD,Essential_Gene
NOL10,Essential_Gene
RNPS1,Essential_Gene
CCDC86,Essential_Gene
PSMD7,Essential_Gene
KRTAP4-11,Essential_Gene
CASC5,Essential_Gene
PRPF4B,Essential_Gene
DDX54,Essential_Gene
SRP54,Essential_Gene
ACTG1,Essential_Gene
SF3B1,Essential_Gene
KDM2A,Essential_Gene
RSL1D1,Essential_Gene
TACC3,Essential_Gene
DHPS,Essential_Gene
NBPF3,Essential_Gene
CSTF3,Essential_Gene
TTF1,Essential_Gene
MRPS7,Essential_Gene
FDXR,Essential_Gene
KRR1,Essential_Gene
DDX41,Essential_Gene
RPL32,Essential_Gene
SNRNP25,Essential_Gene
H3C13,Essential_Gene
MRPL50,Essential_Gene
SKA1,Essential_Gene
CS,Essential_Gene
GRPEL1,Essential_Gene
NUMA1,Essential_Gene
ATP5J,Essential_Gene
GLTSCR2,Essential_Gene
OSBP,Essential_Gene
H2AC7,Essential_Gene
H1-2,Essential_Gene
ALG11,Essential_Gene
ATP5MG,Essential_Gene
USPL1,Essential_Gene
GNL2,Essential_Gene
ATR,Essential_Gene
FAM133B,Essential_Gene
NAA20,Essential_Gene
RIOK1,Essential_Gene
EEF2KMT,Essential_Gene
RAD17,Essential_Gene
TFIP11,Essential_Gene
CARS,Essential_Gene
RNMT,Essential_Gene
TTF2,Essential_Gene
ARIH1,Essential_Gene
RPF1,Essential_Gene
DDA1,Essential_Gene
NSMCE3,Essential_Gene
EIF2B5,Essential_Gene
NBAS,Essential_Gene
RPL19,Essential_Gene
CHMP7,Essential_Gene
SMG5,Essential_Gene
MYO1H,Essential_Gene
PNPT1,Essential_Gene
KLHL11,Essential_Gene
PRPF18,Essential_Gene
PRPF8,Essential_Gene
H2BC4,Essential_Gene
ZNF720,Essential_Gene
DCTN6,Essential_Gene
ECT2,Essential_Gene
RUVBL2,Essential_Gene
VARS1,Essential_Gene
EXOC8,Essential_Gene
EHMT2,Essential_Gene
SCG5,Essential_Gene
NSMCE1,Essential_Gene
PNN,Essential_Gene
SKA2,Essential_Gene
PFDN2,Essential_Gene
TARS1,Essential_Gene
TAF2,Essential_Gene
PPP1R8,Essential_Gene
RPS9,Essential_Gene
UBE2C,Essential_Gene
RANGAP1,Essential_Gene
TMED10,Essential_Gene
PRC1,Essential_Gene
DHX16,Essential_Gene
NOP53,Essential_Gene
ATP6V1H,Essential_Gene
PAF1,Essential_Gene
YAE1D1,Essential_Gene
CDK2,Essential_Gene
ENY2,Essential_Gene
URM1,Essential_Gene
PPP1R11,Essential_Gene
MAX,Essential_Gene
PSMA3,Essential_Gene
UBE2I,Essential_Gene
NOP2,Essential_Gene
EXOC1,Essential_Gene
DUT,Essential_Gene
CIRH1A,Essential_Gene
BRF2,Essential_Gene
PPP1R7,Essential_Gene
CMTR1,Essential_Gene
PKM,Essential_Gene
ICE1,Essential_Gene
DDX18,Essential_Gene
COX6C,Essential_Gene
DHX9,Essential_Gene
OXA1L,Essential_Gene
SEC13,Essential_Gene
SUGT1,Essential_Gene
TIMM23,Essential_Gene
TUT1,Essential_Gene
RBX1,Essential_Gene
TERF1,Essential_Gene
CHAF1B,Essential_Gene
ELL,Essential_Gene
ALDOA,Essential_Gene
MCMBP,Essential_Gene
COG1,Essential_Gene
RAD9A,Essential_Gene
C1orf131,Essential_Gene
ZCRB1,Essential_Gene
MRTO4,Essential_Gene
AURKB,Essential_Gene
SNRPD2,Essential_Gene
MRPS27,Essential_Gene
CACTIN,Essential_Gene
DYNC1H1,Essential_Gene
