sequence_ID,DLD1
DLD-1-Baseline,0.021169314637774588
DLD-1-Vehicle-1,0.06374003191284786
DLD-1-Vehicle-2,0.059493257825020525
DLD-1-Vehicle-3,0.06533135065128065
