sgrna,DLD1
sg_84912_4,-0.018099099595246058
sg_203054_3,0.15111725309919366
sg_10607_2,-0.8866175333765264
sg_92912_4,0.015683027467567036
sg_64844_1,-0.031548272564525776
sg_79039_4,0.19101169779981406
sg_140838_1,-0.06580988804495233
sg_129450_4,-0.0535002948344018
sg_51594_1,-0.37717189372242466
sg_3382_4,0.08928636386209798
sg_4191_4,-0.08666896663643185
sg_200232_1,-0.05788088098192348
sg_91749_3,0.05694097542923786
sg_55831_1,0.2737230494532349
sg_8689_3,0.1123756948916401
sg_339366_2,-0.1383716706989604
sg_51699_1,0.04785447253947682
sg_283385_3,-0.07647615331256201
sg_8403_3,0.13482490115690957
sg_57093_3,0.5167294329668257
sg_10382_4,-0.37875042552007826
sg_317719_2,-0.1959263751833854
sg_NTC_248,0.016000729709220698
sg_339263_4,-0.04852204608215174
sg_4311_3,0.14022649876468218
sg_5831_4,0.07333278711331426
sg_116328_1,0.051283898744902606
sg_51065_2,0.03269329486780509
sg_4319_1,-0.02695383566320785
sg_3889_1,-0.356945979079851
sg_57187_1,-0.043950070197801866
sg_27013_1,0.19799265659462095
sg_124540_2,0.07410364833851492
sg_150365_3,-0.043163599585559445
sg_4329_1,-0.09941657133973217
sg_128653_2,-0.017843036318441054
sg_23250_3,0.10443730601567602
sg_6620_1,-0.033267439338209734
sg_84645_4,0.28581084617453295
sg_22981_3,0.014304689713382746
sg_5444_3,-0.01135424271899466
sg_57787_4,-0.08503034308011358
sg_341568_1,0.06654914348152204
sg_652991_3,-0.02664126824039478
sg_220047_1,-0.12245391244596796
sg_84914_2,0.005270339804649589
sg_84296_1,-0.25106544521184915
sg_5048_3,-0.5182969231786453
sg_8567_3,0.06731992780022902
sg_11051_1,0.07038154006384663
sg_6602_2,-0.1083078132630307
sg_5267_1,0.028121663586330357
sg_8841_2,0.24618579273892907
sg_7133_2,0.1420584213058359
sg_64393_1,-0.22729286817043
sg_1133_1,0.1561587671729769
sg_53944_3,0.19925572661382995
sg_55095_4,0.043118499828952245
sg_23186_1,0.08092177803357421
sg_113878_2,-0.0028028414369003635
sg_283159_3,0.020546545309955956
sg_55160_4,0.07742454888395518
sg_261729_3,-0.09312633364266035
sg_54840_2,-0.15035229183943377
sg_343521_1,0.09590238162378364
sg_55308_3,-1.3347556130161071
sg_50862_3,0.07509725247464012
sg_56300_1,0.04403440765368745
sg_4758_2,0.176069186253654
sg_3688_1,-0.046623526989582
sg_11099_2,0.03046559057731899
sg_27130_1,0.046052558515283934
sg_1496_4,0.13070653099702992
sg_344787_3,-0.03823715945197782
sg_4296_4,0.030950138892604798
sg_29984_4,0.02256278421151474
sg_115350_1,0.0518206083962698
sg_65993_4,-0.18608449406202762
sg_29899_3,0.13884734811255314
sg_9569_4,-0.00839767650407357
sg_11247_1,0.07424268865023359
sg_80036_1,-0.09198841350452217
sg_283777_4,0.1768936478853451
sg_6756_2,0.12124686800754438
sg_259285_1,0.04752518211255957
sg_10425_4,-0.06740486425952788
sg_140545_3,0.12396178972741362
sg_115024_1,0.012104224235800709
sg_22990_1,-0.12081400394914493
sg_7204_1,-0.18314544174105352
sg_338442_4,-0.024722354400740987
sg_91057_3,-0.04566991385335882
sg_22795_2,-0.1309973942673944
sg_4720_3,-0.016402273250118667
sg_729515_1,0.002784894174609271
sg_5590_2,0.10362721663960557
sg_219959_4,-0.2536354853088349
sg_NTC_696,0.016000729709220698
sg_10917_3,0.005635621743765973
sg_259173_2,-0.08326743058900722
sg_23657_1,-0.15291893317228739
sg_283652_1,-8.51895026631258e-06
sg_6217_1,-1.5199273337545072
sg_3984_2,0.12719082608192633
sg_26000_1,-0.026194429690885982
sg_54903_1,0.02615970392521612
sg_26285_4,0.07050922106599844
sg_8131_3,0.1214247261083865
sg_654463_4,-0.0699936067185174
sg_4689_3,0.05279901094526336
sg_57125_2,0.0033143503250058666
sg_346517_4,0.11412345250162854
sg_118856_4,0.16957903000981137
sg_11140_2,-0.19504022885937455
sg_6482_4,0.04609141041821013
sg_4692_1,-0.11816909828554062
sg_284498_4,0.028808096728171355
sg_342618_2,0.03762830776003457
sg_170689_3,-0.015586622612452559
sg_389152_4,-0.026021611892143272
sg_360226_1,-0.06457885691963626
sg_4345_1,0.021717109503190897
sg_163778_1,0.11459791178519872
sg_3950_2,-0.16114935410683764
sg_26206_3,0.034842031549898234
sg_3155_4,-0.05201737793068617
sg_1594_2,0.0047163382791853975
sg_30008_4,0.17134931280009932
sg_131450_1,0.11160935262714367
sg_56137_3,0.07886016454762114
sg_146664_1,-0.19743766979965513
sg_117157_1,-0.010099277531068377
sg_222553_4,0.16764079391173944
sg_2104_3,-0.012694741730328137
sg_63922_4,-0.23381532520415022
sg_NTC_800,0.016000729709220698
sg_122786_2,0.17622434403766887
sg_387921_4,-0.05225455777504323
sg_50940_3,0.03881458018611854
sg_3237_2,-0.027646488861184784
sg_653247_3,0.1327585523939446
sg_117584_3,0.12200505575967144
sg_50848_3,-0.14340477379917985
sg_114885_2,0.16361643092370468
sg_201164_1,-0.14626788546831668
sg_8634_1,0.039683238231759566
sg_10611_2,0.030807708979418976
sg_255403_1,-0.014013160088561637
sg_5988_2,0.10910799995155852
sg_54998_3,-0.41268428085569625
sg_91120_3,-0.1686864738643346
sg_115286_3,-0.7740028372221539
sg_131616_4,-0.18641796405785774
sg_2774_3,-0.10748155977218099
sg_80863_3,0.05130672579563618
sg_3223_3,0.11882918623567243
sg_64375_2,0.027555377625273714
sg_64777_4,0.09063432720151121
sg_90990_1,-0.031207383500718968
sg_84525_2,0.3640973305339836
sg_11020_1,0.04036434985217152
sg_79412_2,-0.046271791572256804
sg_5626_1,-0.06632552590291055
sg_142679_4,0.12662153915438062
sg_55349_1,-0.09155821483555866
sg_84319_2,0.08857828695687021
sg_57181_4,0.24221435012950773
sg_4907_2,0.15217003463683784
sg_389075_3,-0.11126365349721107
sg_9019_3,-0.06856047267798897
sg_14_1,-0.3789861957912159
sg_117177_3,0.09487853203475273
sg_5318_3,0.1978901942446013
sg_239_2,0.02381592825301689
sg_408_1,0.06673433170589585
sg_254251_2,-0.047125473147073715
sg_6528_2,0.1159888367229589
sg_81551_1,0.005704754830084518
sg_5564_1,-0.021805437553981625
sg_221357_2,0.07278332064308136
sg_26259_3,-0.10695366077753182
sg_51134_3,-0.0014089890529651872
sg_54583_2,0.10610268305737683
sg_6882_1,0.007004288801981114
sg_57460_3,-0.17251045127884243
sg_676_3,-0.028393153997794306
sg_8495_3,-0.08513891822822468
sg_64769_2,-0.005754305560882342
sg_254295_4,0.09607288756967453
sg_55068_3,-0.14133201358597114
sg_57713_3,0.027733994870352975
sg_101927572_2,-0.15962052502546908
sg_54938_3,0.10409791733453372
sg_1440_2,-0.06578602175081073
sg_199675_2,0.06545576872564024
sg_55284_1,-0.21998374024094633
sg_114899_1,-0.1940891966662807
sg_NTC_617,0.016000729709220698
sg_5982_2,0.22186096579288528
sg_124602_4,0.016892578851552386
sg_7114_3,-0.013361413839038168
sg_3049_2,0.12959085394233547
sg_205860_2,0.03950153140305846
sg_4137_3,0.08836490744858212
sg_54965_1,-0.041243422876409086
sg_56895_3,0.006572260346006151
sg_1266_2,-0.07397912357541313
sg_282991_1,0.17165616825251168
sg_653656_4,-0.11402004555932777
sg_NTC_87,0.016000729709220698
sg_196472_1,0.12424319411502398
sg_79586_2,0.21655020480790682
sg_9801_3,-0.059844603057191983
sg_4157_2,0.10659870990247715
sg_79092_3,0.08046146106689937
sg_285220_1,-0.04607676707507745
sg_3236_1,0.20374866224249433
sg_7128_1,-0.06494166078283403
sg_389766_1,0.06521132582427451
sg_387890_3,-0.025212459732311832
sg_90113_3,0.026239533584217056
sg_7569_1,-0.010678231328589319
sg_51314_1,-0.14679376473536357
sg_54555_2,-0.8171673478053727
sg_11332_1,-0.16554459112407827
sg_84658_3,0.053362785720357256
sg_894_1,0.13102382002600554
sg_27012_3,0.06953006121645668
sg_1589_1,0.027761144096899802
sg_3683_2,0.06067184870097499
sg_1746_1,0.09351245479649055
sg_653784_2,0.2592298032658292
sg_54490_1,-0.27118509457637596
sg_130074_1,0.0063578537707648704
sg_84277_2,0.04554810220146589
sg_24141_2,-0.007176063444006387
sg_23209_1,-0.0008119180919282064
sg_84651_1,0.014572563533193948
sg_8369_3,0.10232528736501412
sg_11269_1,0.22260787895110748
sg_3858_4,-0.10181891488455454
sg_6676_2,0.023349916934765715
sg_80167_3,-0.13109591695324735
sg_51661_3,0.030629557528121024
sg_817_4,0.013436153112681636
sg_4665_1,0.1503585885662371
sg_5625_3,0.15534710422796852
sg_7156_1,-0.028401052412117597
sg_210_1,-0.031174620510861607
sg_374407_1,-0.05458846087455688
sg_113178_4,-0.08322001872808847
sg_54832_4,-0.14110678836006618
sg_1178_4,0.06687820931927108
sg_6568_2,0.02131438237282666
sg_29106_2,0.06977689294327469
sg_80777_1,0.055932255342804785
sg_284207_2,0.02695466880060475
sg_58480_1,0.03540494558506023
sg_5335_1,0.10721328712424562
sg_79192_2,-0.01742376181838075
sg_55074_4,0.0797706836631091
sg_202052_4,0.1046914153455263
sg_5020_4,0.02450087549816956
sg_341350_1,-0.020138931896011163
sg_23483_4,0.08934086419053981
sg_93380_2,-0.5458951600555908
sg_25956_3,-0.10518459269623522
sg_56130_2,-0.029472431097065255
sg_9541_1,0.1345209544427322
sg_80313_3,0.11801589395851106
sg_8775_1,-0.010913388049583292
sg_57016_4,0.019356960646597948
sg_400818_2,0.3079268988703406
sg_50859_4,0.049091936697692296
sg_23303_2,0.1885018271092092
sg_9823_1,0.12491204327068113
sg_375307_2,0.07358862763839136
sg_337971_3,0.07495083461609518
sg_7920_3,0.022841205525156456
sg_10346_1,0.08474677307206814
sg_60484_1,-0.038840127472952124
sg_1388_3,-0.030598620323382102
sg_90070_2,-0.25006943135873205
sg_192111_3,-0.1746713826929056
sg_846_4,0.07184382866958061
sg_5827_1,0.08240393340093861
sg_201266_2,-0.02701823584575457
sg_128077_1,0.17526198297099221
sg_339778_3,-0.11615022630292815
sg_4907_1,0.14788753685859515
sg_NTC_693,0.016000729709220698
sg_11057_4,0.128284928569206
sg_8742_3,0.13847953803132215
sg_389124_3,-0.21897851246854008
sg_441294_4,-0.24444897774294652
sg_401265_2,-0.0980995544630722
sg_57695_4,-0.041832934575335795
sg_54942_2,-0.03233412230380461
sg_10109_3,0.010467272818271572
sg_10955_3,-0.09449214275247507
sg_219493_4,-0.20892880495939142
sg_3889_2,0.36860276067002934
sg_7293_4,-0.09498183756064613
sg_388284_1,0.017982892468184464
sg_92935_2,-0.07295050713118068
sg_558_3,0.021484701777982947
sg_6133_4,-0.27434303889500916
sg_6166_3,0.07287924527659985
sg_55748_3,0.10233007107526221
sg_645974_4,0.12476203366116916
sg_144363_2,0.10646712516373008
sg_23546_4,0.07002804207216003
sg_10116_1,-0.024538552307941757
sg_389136_4,-0.039867734778581396
sg_6862_4,-0.010847158001605323
sg_9147_4,0.1010933595338861
sg_5230_3,-1.0191613678204567
sg_NTC_572,0.016000729709220698
sg_347730_2,0.02922531650153156
sg_63979_4,-0.10788050808831726
sg_11244_1,-0.008587818403635986
sg_1152_2,0.08457142186372209
sg_NTC_951,0.016000729709220698
sg_57639_3,0.0821467754277902
sg_1660_4,-0.5124319277137572
sg_9314_2,0.08312310584660783
sg_65061_4,0.09095839365675064
sg_201254_1,0.11569619871817605
sg_390264_2,0.05133900433911322
sg_NTC_214,0.016000729709220698
sg_7204_2,0.22356027192834596
sg_55183_3,-0.19470137405349916
sg_10608_4,0.054595446184614
sg_6204_4,-0.536366893832752
sg_100506650_3,0.010749762387682788
sg_7409_2,-0.07053625027031689
sg_246176_3,0.21062636448853678
sg_137075_4,0.1318158613510585
sg_6792_2,-5.7581920285508514e-06
sg_6493_2,-0.046621932611424347
sg_81846_2,-0.032425732155187376
sg_1311_3,-0.16394249228384478
sg_NTC_409,0.016000729709220698
sg_26952_3,-0.1606038966005589
sg_57224_1,-0.10113784056367323
sg_1181_3,0.22227408374209762
sg_9270_1,0.06005845969606298
sg_2631_3,-0.004067338898642536
sg_5062_2,0.17974763809054492
sg_2646_1,0.18435103579196713
sg_284656_1,-0.020115480009275186
sg_200959_2,-0.0833703103213605
sg_54567_4,0.2122892948613556
sg_386684_1,-0.02068225775267359
sg_NTC_471,0.016000729709220698
sg_79902_4,0.7776334337402
sg_3786_3,-0.038576413304190996
sg_63906_3,0.07305826595134211
sg_167410_2,0.07958907191046784
sg_26051_3,-0.07702433002228623
sg_55616_1,0.11816381512915092
sg_8227_3,-0.07410969510664883
sg_25850_4,-0.16815634530975626
sg_7844_2,0.025549004792928886
sg_57693_2,0.029876356767116505
sg_55611_3,-0.21423373637726692
sg_54460_4,-0.17692188236856404
sg_341208_1,-0.044493881080834616
sg_3443_2,-0.038740271467258905
sg_280664_2,-0.028260071483823108
sg_26231_4,0.07470892514555116
sg_23418_4,0.0010506609144994173
sg_79573_2,-0.11582029155412663
sg_126637_3,0.009684013837905462
sg_445347_3,0.04638598184738016
sg_58503_2,-0.16936911718680567
sg_254552_2,-0.0807419710317098
sg_8518_3,0.08465018226153101
sg_88455_1,0.2030101584350025
sg_100533467_2,-0.1510060661103
sg_100128731_2,-0.289146692191066
sg_79776_1,0.11187713463116793
sg_27159_3,0.03258962843787286
sg_2582_3,-0.04952016252927956
sg_342667_3,-0.022564494940950124
sg_2817_1,0.018504273915280523
sg_645432_1,0.04252000296806102
sg_2617_4,-0.8980463676133844
sg_146723_4,-0.08053830104316223
sg_1130_1,0.048342453613104686
sg_84518_2,-0.08403629686657682
sg_116372_4,0.05872825745705401
sg_7711_1,0.05033683311397155
sg_4137_1,0.07289444324528402
sg_7975_2,-0.27561217492878526
sg_1116_2,0.016576572694906103
sg_283489_3,0.05461153030173793
sg_865_2,0.11452728751745837
sg_55692_4,0.009637984713340781
sg_127670_2,0.21910851363950523
sg_57393_2,-0.04536373456525107
sg_NTC_462,0.016000729709220698
sg_312_3,0.14341736325382856
sg_8909_1,-0.0575716986929974
sg_5731_3,0.04746739196565995
sg_7276_1,-0.048283484986448494
sg_85442_4,0.10967871753656679
sg_1003_3,-0.2348802061486198
sg_387263_2,0.12550274529308492
sg_26085_4,-0.05907483446002161
sg_317754_4,0.2190493421270892
sg_253559_3,0.0051232495932091865
sg_9241_3,-0.12706217656703903
sg_127_2,0.02617572336852517
sg_5599_3,-0.04972758286608145
sg_445577_3,-0.012206729778210228
sg_5160_4,0.147469869750613
sg_51643_3,0.0950115919753506
sg_114822_2,0.060397166096830004
sg_642938_1,0.008006072694920947
sg_131450_4,-0.06521836098644207
sg_1821_1,0.06271985757622536
sg_7499_1,-0.019430600866536734
sg_54543_4,0.0119357342149883
sg_165186_2,0.05726410564789439
sg_8912_1,0.032666011301755754
sg_222962_1,0.10508659254626347
sg_388389_3,0.08390426087558997
sg_85290_1,0.08938822175427473
sg_26658_3,0.016462657094317844
sg_89890_4,-0.09021143689599555
sg_54549_2,0.07889268440174298
sg_26333_1,0.05987553850818869
sg_23632_1,-0.02710033325053737
sg_8928_3,-0.042650130659680055
sg_29881_2,0.02055273324432639
sg_10798_4,-0.07563681489992671
sg_55861_2,-0.024604181888618976
sg_10911_2,0.34449250613758703
sg_374618_3,0.0019957891832623753
sg_375_1,0.0724931571835699
sg_22897_3,-0.04740643500454067
sg_138241_3,0.07115958193867718
sg_1139_4,-0.14513182322535353
sg_4117_4,-0.03668654899896777
sg_100505591_1,-0.1174882589189521
sg_22937_4,-0.4247110946571878
sg_9152_4,0.14263966966632213
sg_128360_3,0.15167058452397458
sg_1373_4,-0.022759023204245398
sg_219957_1,0.031078231533802674
sg_143503_1,-0.0429796159157097
sg_4175_2,0.5944178830225173
sg_389400_1,0.10931365009178762
sg_6638_3,0.07043508575589814
sg_390882_4,-0.07877409714050075
sg_84808_1,0.1031023572461687
sg_56913_2,0.11388852088323415
sg_286128_1,-0.07783723620700664
sg_55738_1,0.04924241463285674
sg_3034_4,0.12419021759802093
sg_314_3,0.04461369634234824
sg_10782_1,0.11081501572306474
sg_7802_1,-0.046849946372092305
sg_141_2,0.06146270418329179
sg_6295_4,-0.04745421262857859
sg_1326_4,-0.04525706470490434
sg_9651_4,-0.18518176504498177
sg_120787_2,0.15227472666891145
sg_3720_4,-0.10333453962004356
sg_60401_1,0.022868310261982654
sg_3854_4,0.03434352249461173
sg_1636_4,-0.017125427313880063
sg_9545_1,-0.18840908705349516
sg_27132_1,0.019932701587109088
sg_23005_4,-0.16748095884927602
sg_54579_2,0.08777511430749993
sg_84272_2,0.20143039144926
sg_23371_1,0.16801677145157792
sg_1967_4,-0.03964194195521549
sg_643037_2,0.1032891069761063
sg_100287441_2,0.04515343657135147
sg_199974_4,-0.09902914254842461
sg_56910_4,-0.08342135624724407
sg_401546_4,0.11573545994119847
sg_200185_1,-0.08655913550514505
sg_11227_2,0.054739394227851415
sg_112840_1,-0.13754663201062847
sg_401258_2,0.17154431055724836
sg_2625_3,-0.05670580270540307
sg_965_1,0.3825926479434758
sg_100130301_1,-0.03411085657094831
sg_441381_2,0.1041336481000645
sg_23362_2,0.006651291922480221
sg_NTC_648,0.016000729709220698
sg_653145_3,0.19916545864552163
sg_9047_4,-0.035812503487502756
sg_154_2,0.023319946362625934
sg_386681_1,0.07924079366320204
sg_170690_1,0.18306845314348744
sg_140947_4,-0.11559754916488585
sg_NTC_47,0.016000729709220698
sg_162993_4,0.1198852710786877
sg_23313_4,-0.045327769876722684
sg_94097_4,-0.16267702453162447
sg_55751_3,-0.06533119628044144
sg_131034_1,0.1572974505300048
sg_339453_2,-0.3145656620532291
sg_NTC_103,0.016000729709220698
sg_7078_3,0.14175327858427197
sg_442186_2,0.016473186832997203
sg_55924_1,0.27762946063820054
sg_3833_3,0.026307574028180458
sg_148930_3,0.16048853180137998
sg_NTC_658,0.016000729709220698
sg_22903_1,0.1430112631596232
sg_9464_3,-0.09497612294918686
sg_23637_2,-0.12380240292248254
sg_8027_1,0.1429455510044234
sg_3163_1,0.16219157841920837
sg_85280_1,-0.12050519311984362
sg_10157_4,0.11850939336181983
sg_81030_1,-0.04941224016784017
sg_177_3,0.17721053658610095
sg_23554_1,0.19742041454609502
sg_27071_1,-0.060459405904565874
sg_10539_1,-0.4285774225026135
sg_2650_1,0.23074004554223523
sg_8694_4,-0.12009079718128232
sg_5179_4,0.09060614015646416
sg_6581_2,0.06264893514260828
sg_NTC_861,0.016000729709220698
sg_84946_1,-0.48617725768884495
sg_202309_2,-0.07958563912107809
sg_NTC_170,0.016000729709220698
sg_650_1,0.2008389011205227
sg_2551_4,-0.1724626657102981
sg_90293_2,0.0428105495922007
sg_2621_2,0.027299187701115293
sg_91404_3,0.060971009741248375
sg_6189_4,-0.2324125647308873
sg_222658_1,-0.033224112940449746
sg_84221_4,0.05870035860328017
sg_2823_1,0.1510831217449746
sg_5727_1,-0.04131071624256116
sg_158326_4,0.022915952131050375
sg_203427_3,0.07078742257582085
sg_84666_4,-0.08880234537060418
sg_56931_4,-0.19581033121915997
sg_55188_4,0.155483860521815
sg_5860_2,0.03247319204645728
sg_222659_2,-0.16176856786431326
sg_60561_2,-0.4483388196393796
sg_388135_4,0.1270094148651746
sg_3036_1,0.025085393915065264
sg_50862_4,0.014986052151350595
sg_54537_4,-0.48279635708672014
sg_23239_4,-0.11203625957975821
sg_58473_1,0.13437366306124932
sg_NTC_824,0.016000729709220698
sg_4622_4,0.1068930621119995
sg_414189_4,0.1707155677587837
sg_84332_4,-0.1267231798417793
sg_7479_4,0.02672923217188638
sg_92689_1,-0.10000289798067839
sg_10827_2,-0.02889536235372488
sg_60677_2,0.04010855761200345
sg_NTC_650,0.016000729709220698
sg_27293_2,0.01797037398074013
sg_10989_2,-0.5440300746201095
sg_100132911_3,-0.13831843227951235
sg_4707_2,0.21248628614356435
sg_63933_4,0.030833341688634566
sg_57648_3,0.011473674890034303
sg_50865_3,-0.13238106832590069
sg_3856_1,-0.13598923913897082
sg_9559_1,-0.06118974280291416
sg_23145_2,-0.03531092208475507
sg_126119_1,-0.060662649542235506
sg_116843_4,-0.00011718189075139718
sg_123970_4,0.04559649029129237
sg_129880_2,0.1549365522661807
sg_84248_4,0.16137617987866262
sg_100289678_4,-0.10376248453555252
sg_348013_1,0.07073694538642394
sg_80895_4,0.00476503932972968
sg_56300_4,-0.061796261216111384
sg_483_4,0.19412519843575907
sg_130574_2,-0.040340775708170254
sg_NTC_5,0.016000729709220698
sg_1832_1,0.015839612580494804
sg_403257_1,-0.011221970602416611
sg_2768_1,-0.02283165067947877
sg_6035_1,-0.06614040163403306
sg_219970_4,-0.04858237553106365
sg_55667_1,0.18005794133753725
sg_10385_1,-0.019774236037601697
sg_221294_2,0.0029495163915307706
sg_3908_1,-0.09594197055356482
sg_1952_2,0.18872624306928035
sg_57519_1,-0.045073890928261556
sg_23140_1,0.14561918615127048
sg_79839_4,0.0818075190836622
sg_57552_1,0.2629488247200676
sg_121130_4,-0.07594300947883453
sg_51142_1,-0.45809790134989725
sg_395_1,-0.02384714826586749
sg_5631_1,-0.010895988071556364
sg_4298_2,0.19880974441390678
sg_4524_1,0.13928573594906776
sg_9196_1,0.011229283001161279
sg_284309_2,-0.0824627196315863
sg_5276_1,-0.021507746821891698
sg_151230_1,0.007792809565695046
sg_7678_4,-0.010810520196991472
sg_6167_1,-0.6162845347895766
sg_136371_2,-0.1544637645834454
sg_27076_1,-0.014130627886890571
sg_79084_3,-0.387892168540277
sg_728656_2,0.1631499051771115
sg_728635_4,0.05059288531053975
sg_6188_2,-1.3807969199678989
sg_285349_2,0.02361005176389487
sg_63951_1,0.028541591229739205
sg_10768_2,-0.21186829550982922
sg_1630_4,0.062843974198244
sg_1118_1,-0.006831329517276025
sg_85446_1,-0.0004729456864081931
sg_353137_2,0.36137424501881676
sg_NTC_915,0.016000729709220698
sg_4708_2,0.05384153011053591
sg_79365_4,0.1740146008562696
sg_55328_1,-0.007371714689651202
sg_161003_3,0.13758573908751118
sg_646000_1,0.15253768548742463
sg_29896_2,0.07996751111575856
sg_3945_3,-0.07604515587745231
sg_350_2,-0.0681611787445345
sg_10610_2,-0.23167526718296164
sg_114_1,0.03502411906302627
sg_307_3,0.02103169355217953
sg_57379_1,0.10219052431233999
sg_8387_1,-0.04418780879030369
sg_27129_2,0.03598755981123379
sg_729330_2,0.13357558865539362
sg_7694_1,0.06534347820819793
sg_26297_3,0.05036474251143298
sg_120103_3,0.0791747550996672
sg_10367_3,0.03896446362523409
sg_8622_4,-0.017471320851690255
sg_100133267_3,-0.013069103135402032
sg_124222_3,0.0652186220670003
sg_3755_2,0.08661499277406833
sg_388743_2,0.05350366139290946
sg_253175_4,0.01484858388241451
sg_64324_3,0.21344349386866873
sg_5724_1,-0.06760628205738123
sg_NTC_922,0.016000729709220698
sg_5340_2,0.20844882381748264
sg_353116_4,0.13945188763724717
sg_150350_3,0.009569011704798132
sg_29894_4,0.1807303433896874
sg_28955_1,0.08082581257300425
sg_971_2,-0.0003912511598531433
sg_11339_4,-0.010661698968662082
sg_9153_3,0.09311439156122635
sg_57542_1,-0.11954500175795427
sg_51816_2,0.1785279971917895
sg_9173_3,-0.08700004363189717
sg_5693_1,-0.2870509388379795
sg_8050_4,0.03415719449981335
sg_80019_3,-0.18287287274194947
sg_9863_1,-0.1129713701472794
sg_54520_4,0.07261480872814081
sg_145873_2,-0.004401711599330716
sg_51399_3,-0.3739807217180349
sg_7059_3,0.2649094790686048
sg_9367_1,0.03290163854715303
sg_100996634_2,0.2683859354148449
sg_1983_3,-0.6932782314189918
sg_8676_1,0.12293962967213154
sg_8369_4,-0.015090112961328988
sg_259296_4,0.14501136569434
sg_400359_1,-0.027927256988692074
sg_80271_4,0.15206491768061256
sg_7247_2,-0.01439625310228285
sg_90441_1,-0.6340465291162648
sg_2101_1,-0.19596192236663718
sg_11218_4,-0.7240779218724869
sg_10667_3,-0.6864246603123524
sg_3417_4,0.009005904628734438
sg_4543_1,-0.008232132004588149
sg_8711_4,0.15247683942030865
sg_4135_2,0.14611333617323488
sg_79031_3,-0.30768383210715444
sg_1192_1,-0.1557679090332503
sg_11166_1,-0.04029491097975445
sg_196883_1,0.28083223895834314
sg_253152_4,0.10869037486238121
sg_26232_2,0.01161524105106546
sg_53345_4,-0.2122788971356355
