sgrna,MCF7
sg_23295_3,0.017354211520639963
sg_990_2,-0.05576850724462364
sg_503618_2,-0.10705025468953341
sg_22920_1,-0.02469235212531541
sg_7294_3,-0.0028615685267001506
sg_342926_2,-0.07037484022864737
sg_54905_4,-0.1756172057118116
sg_445_2,0.08964950127347526
sg_23038_2,0.1054052692214752
sg_26045_1,0.11774526194219578
sg_127845_2,-0.07279848328400781
sg_51287_3,0.049410169075803735
sg_8882_3,-0.07939268321869355
sg_89887_2,-0.15504616377126584
sg_23436_3,-0.007287526448359862
sg_219438_1,0.05456689525008802
sg_54543_4,0.11877522106978966
sg_84875_4,0.26916436179991937
sg_NTC_333,0.017723796620902545
sg_435_2,0.15157176904128908
sg_6843_3,0.36090693418986053
sg_2324_2,0.09646985027306756
sg_115992_4,-0.09161144588830256
sg_360030_4,0.09033048212631717
sg_100506144_4,0.05131007771831253
sg_84294_2,-0.07289424668189368
sg_64127_2,0.030233585125838305
sg_104_4,-0.23801446027421827
sg_2027_1,0.11221193866888313
sg_54657_4,0.32978579285897236
sg_388960_4,-0.2072820903497958
sg_7343_4,-0.011384457814674637
sg_338761_2,0.4185258847662896
sg_137994_4,0.11279072947233224
sg_64084_2,0.03380532037581635
sg_83943_1,-0.16157396042914698
sg_4327_3,-0.013997691810083916
sg_349667_1,0.016468729587160814
sg_51206_4,0.03182011633750678
sg_253190_3,-0.11169774558389772
sg_91137_4,0.3088992002417166
sg_10106_3,0.20101562785098898
sg_339451_3,0.09778443385719235
sg_7080_1,0.03103685292479601
sg_440829_4,0.19619561925867715
sg_339488_1,0.06047715368467452
sg_9806_3,0.1109007709804957
sg_8346_1,-0.9452064776272534
sg_781_1,0.012141684794784394
sg_80344_4,0.10667110180464509
sg_7070_4,-0.12671530645816198
sg_344901_1,0.2603517844715614
sg_22941_4,-0.23268325123697844
sg_57228_3,-0.22271538142437486
sg_80864_2,0.2806789758956894
sg_100130451_2,-0.16702608736967
sg_169270_2,0.07958017376247498
sg_122773_1,-0.04572967783926272
sg_57228_4,0.17371078261700118
sg_28512_3,0.23877974478128142
sg_3310_2,-0.1637293038106468
sg_256356_2,-0.12698441341931713
sg_1973_3,-0.223709360064731
sg_3146_2,0.04347558211902247
sg_64121_4,0.056135404671772644
sg_84319_3,-0.04511185035680463
sg_51265_3,-0.08298182685076608
sg_54960_2,-0.10996533467822217
sg_2669_2,0.2075913874203061
sg_51292_2,-0.17115748964458916
sg_390429_2,0.06874155434216557
sg_10810_1,0.03794010495032661
sg_83742_4,0.40601823631714634
sg_390323_3,-0.1227435839614619
sg_567_2,-0.07564677244142207
sg_51099_3,0.35287852252480484
sg_54868_2,-0.020854183692022396
sg_3604_1,0.05220738752561393
sg_51100_1,-0.1078213367402045
sg_166379_1,0.05269861239511189
sg_160065_4,0.2900806905336023
sg_8557_2,0.16545639021041375
sg_338699_2,0.10992986914478661
sg_1182_3,0.15534537799820164
sg_9615_3,0.10794676251184915
sg_8078_4,0.12554153208005567
sg_9931_1,0.08307428223985058
sg_245932_3,-0.022750866147739295
sg_391712_4,0.27415559714730536
sg_388228_2,0.009354112640232806
sg_51343_4,-0.055941617039983856
sg_55450_1,-0.08469170302540166
sg_55844_3,0.0649944870352334
sg_11237_1,-0.08987020784630809
sg_NTC_438,0.017723796620902545
sg_348807_3,0.3496871754750825
sg_54872_4,0.5227412827702772
sg_6748_3,0.4273587232248893
sg_8270_2,-0.09997832834583331
sg_6654_1,-0.15455679677623585
sg_871_1,-0.05509661990112676
sg_30827_2,-0.027257628195533228
sg_346653_2,0.04940330033256042
sg_22795_2,-0.26151825061589623
sg_222584_3,0.2619731444379881
sg_55561_2,-0.23999226376727786
sg_23197_3,-0.049895761763962536
sg_389677_4,-0.21706162215355185
sg_5782_2,0.008843873814088072
sg_9830_2,0.20867464567668054
sg_2556_2,0.09344668939745385
sg_6696_3,0.010403997976664647
sg_9652_4,0.24611724915339922
sg_5172_1,0.09073858380087174
sg_121260_4,-0.08747128726323808
sg_219438_4,0.07175220500749357
sg_101059938_3,0.2729322001013526
sg_54700_4,0.12735652215759427
sg_4678_1,-0.11353476554317457
sg_57505_4,0.9699380786283782
sg_3444_4,-0.026064820452080202
sg_1486_4,0.22846811644642398
sg_128308_4,-0.07667768248913273
sg_90355_1,0.13942502961913955
sg_925_2,0.03419569917678128
sg_29895_1,0.08709852900707094
sg_6737_2,-0.10327527584658838
sg_3118_3,-0.004501086596470437
sg_4800_4,-0.05395692080013465
sg_10857_4,0.151412908478336
sg_133022_1,-0.10405659714081797
sg_25966_2,-0.34430001776582236
sg_80119_3,-0.1982910859829405
sg_2771_2,-0.004444724552551137
sg_26470_2,-0.20714369850429393
sg_285_1,0.10337674346446019
sg_2018_2,0.11709130415530916
sg_342933_3,0.07414501338846577
sg_401546_3,0.3134567433818783
sg_55671_2,0.21992573565470014
sg_11178_3,-0.10555377146771824
sg_7181_2,0.2702194215014625
sg_5196_2,-0.07621470633675931
sg_9976_4,0.041503761130426434
sg_55096_1,-0.03146789174612199
sg_4665_2,-0.1194533282333902
sg_10800_4,0.3251990091820344
sg_7322_3,0.01819524312834378
sg_84103_1,0.02889829679909633
sg_79694_4,0.2030412234058743
sg_84316_4,-0.12467011180764237
sg_51676_4,-0.19036581714940112
sg_3608_2,0.20544861895449393
sg_8624_3,0.01807597030369152
sg_8907_4,0.023881068419782506
sg_9527_3,-0.07354270438102353
sg_4661_3,-0.09145722219077168
sg_6997_1,-0.04481897661616476
sg_29911_1,-0.18557776173799745
sg_5423_4,0.009686537020463721
sg_10585_1,-0.2409279339979344
sg_403277_1,-0.07888680021502639
sg_9374_3,0.09311809406753085
sg_2615_3,0.15414573584633418
sg_4790_4,-0.2569238797047349
sg_123228_1,-0.07744243437030582
sg_6672_3,0.3117342922085848
sg_117156_2,0.16463408701478416
sg_57093_3,0.010148487296369066
sg_375449_1,0.021115503395843085
sg_401466_2,-0.028965440531010557
sg_79961_3,0.027373086948944934
sg_9911_1,0.12142628655577278
sg_63892_3,0.09034423714571899
sg_51458_1,-0.12501995302434324
sg_256158_2,-0.02331628791540765
sg_7072_3,-0.09961112923288906
sg_400736_1,0.21316642611240916
sg_11216_2,-0.21662848776340987
sg_843_2,-0.03833304344766437
sg_55669_1,0.0590760158834559
sg_56061_4,-0.04732410559391272
sg_645811_1,0.22322678431654505
sg_3781_4,0.0017936190809060698
sg_60678_2,-0.028102689272635956
sg_7307_3,-0.21861062995670974
sg_90060_2,-0.14914605116407678
sg_10665_2,-0.0049092788255346125
sg_51703_4,-0.15966456626869222
sg_10507_2,0.0876543864255431
sg_7425_2,-0.004351926916927949
sg_1962_2,-0.09010092407866258
sg_2037_4,-0.1747904223124275
sg_146330_2,0.1537788906948135
sg_255928_1,-0.13728533752833758
sg_255374_4,0.0567900256374543
sg_3562_4,0.07916660465086076
sg_4659_1,-0.38925070811816853
sg_55856_2,-0.06962642428894955
sg_81696_4,-0.1797022401568641
sg_54504_3,0.06484328038869361
sg_81858_1,-0.17285245536045493
sg_10277_2,0.8917372096671975
sg_91624_4,0.16536384127782383
sg_9183_2,-0.26230964265868234
sg_84206_4,0.06638775013686515
sg_55796_3,0.028006745949316507
sg_9781_4,-0.10785994731216525
sg_9639_4,-0.11662063568803047
sg_131149_1,-0.05244007775856118
sg_9401_4,0.23581124386688185
sg_400954_3,-0.45314083068920447
sg_57679_2,-0.12217566399715266
sg_6602_4,0.07755245539717806
sg_9441_3,0.2015057581394085
sg_10982_2,-0.033073704073930954
sg_26088_4,-0.037436970951022844
sg_25763_2,-0.08238259707360163
sg_NTC_644,0.017723796620902545
sg_10475_3,0.08783688124521921
sg_122945_1,-0.0643771915314395
sg_80194_4,-0.09689159591201715
sg_10105_1,-0.009088639794783807
sg_6249_2,-0.11302191902076736
sg_79814_4,0.058522381186508605
sg_NTC_505,0.017723796620902545
sg_285268_1,0.16090583669899378
sg_51393_2,0.16126510331640959
sg_57561_2,0.04459645584426733
sg_93380_2,-0.5186720085945302
sg_7327_4,0.02450178771530506
sg_22928_4,-0.18743266322281277
sg_3914_3,0.07797029755301829
sg_285311_1,0.11180812703963908
sg_100423062_2,-0.07230025664006409
sg_641_4,-0.10580597303704584
sg_8334_1,-0.012565676750197208
sg_55327_4,0.2041747045392261
sg_140456_1,-0.04691879104888557
sg_348013_4,0.13686936975369712
sg_7352_2,0.02933218887717121
sg_22941_1,-0.0973717811445095
sg_442425_3,-0.006407655582292948
sg_58484_1,-0.16838278027303538
sg_345_4,-0.039425426548702784
sg_10246_3,0.2250038191440485
sg_144245_3,-0.03910419773395413
sg_55317_1,-0.010587493844705888
sg_3570_3,0.15552888710784032
sg_50856_2,-0.028855585050082615
sg_285605_3,0.12687708951964502
sg_23213_3,-0.3022363978082601
sg_55143_1,0.057630497814908796
sg_6869_3,0.020661927454713035
sg_25_1,0.2998203682270233
sg_100130827_4,0.11985858891611445
sg_54675_4,0.08462261340411062
sg_2735_1,-0.09155911301773781
sg_79168_2,0.1438037333835127
sg_55038_3,0.3443544528961481
sg_10670_3,-0.2728644263792982
sg_5705_2,0.18469053859368512
sg_51056_2,0.22222000424739058
sg_84215_2,0.3944860956180932
sg_128367_4,0.21653168392602445
sg_55258_1,-0.2112164638381792
sg_5626_3,0.12597780279693954
sg_23145_2,-0.1701634960370265
sg_10169_1,0.1734721071922433
sg_27197_1,0.018756745031110467
sg_4172_1,0.6475361277321321
sg_494551_4,0.2534918455072649
sg_2488_4,0.262296591593177
sg_4548_2,-0.28673954405790564
sg_57413_3,-0.012498129998924273
sg_266812_1,0.014677607456081595
sg_6452_1,-0.08124686499350364
sg_113179_2,-0.07586010402967092
sg_55922_3,0.3357027719645461
sg_265_3,-0.22956433229446527
sg_83953_3,-0.0339217986014238
sg_8747_4,-0.02554353747918206
sg_8976_1,-0.044658774426202134
sg_3758_4,-0.3799144392849726
sg_150726_3,-0.37855484721548016
sg_84549_2,0.005847692699291283
sg_100130274_1,0.13549489556570604
sg_5030_2,-0.06652833736597993
sg_9854_1,-0.1714930080732547
sg_1267_2,-0.07709773304781911
sg_80127_2,0.5723553048615161
sg_729_3,-0.06125572585678051
sg_84955_1,-0.38577621904561116
sg_346653_1,0.2396270403299781
sg_100861437_2,-0.07827581530558003
sg_128653_4,0.2950124723216078
sg_219968_2,-0.21032798965360633
sg_10920_1,-0.0038975110149028318
sg_54627_2,0.08887686340960321
sg_55937_3,0.08153791800633378
sg_1088_3,0.059240558904470005
sg_NTC_981,0.017723796620902545
sg_9618_2,0.05219505161906406
sg_57728_1,0.07208417429810704
sg_160419_3,0.212325395014237
sg_51642_2,-0.0443882146331556
sg_10625_4,-0.2404103549453542
sg_79605_4,-0.275071535306338
sg_55502_2,-0.21763031120875478
sg_728343_1,-0.12481320424274098
sg_92689_2,-0.04389710037343583
sg_222537_3,0.4435488272733608
sg_6789_1,-0.005886899935298652
sg_6038_4,0.06427365791005844
sg_388468_2,-0.07079305566632452
sg_220064_1,-0.10168645039043442
sg_11147_2,-0.05031182639894274
sg_79077_1,-0.2768214217749443
sg_4324_1,-0.010296158840588217
sg_NTC_692,0.017723796620902545
sg_22_2,0.05860893248062477
sg_51807_2,0.11689144501405932
sg_65266_2,0.2630841939092466
sg_151887_3,0.12328319883679012
sg_5810_1,0.14853819310126384
sg_3615_1,0.24833659011434067
sg_79441_2,-0.39141368760365597
sg_6829_3,0.3336294407227203
sg_93190_3,-0.18998723557328448
sg_54970_1,-0.1020497271341139
sg_4092_1,-0.06252318279002222
sg_124602_2,0.007827443002092004
sg_57480_2,0.03614327526395396
sg_342667_4,0.13383671642968692
sg_5534_4,-0.13590353005991865
sg_79758_1,0.15725289395904732
sg_58493_2,-0.04271460470973229
sg_245940_1,-0.3626145623732858
sg_6996_1,0.18939802501645212
sg_84109_2,0.13459785989158665
sg_2900_3,0.018744221805391537
sg_84871_2,0.03263238551311791
sg_1777_2,-0.019696312216484296
sg_51520_4,-0.14625130117000154
sg_83982_3,-0.2197160490536157
sg_390439_3,0.041974551640055056
sg_10579_4,-0.039767246354366105
sg_54854_4,0.09048770210030835
sg_100191040_3,0.1638990026935179
sg_51807_3,-0.020341942627771725
sg_66004_2,0.1268078951278212
sg_11255_4,0.21456982341267458
sg_345_1,0.01678935687568603
sg_1908_1,-0.1371072733810989
sg_9877_2,-0.22663248779733036
sg_961_3,-0.054482632281202266
sg_84922_4,0.1613426492632028
sg_59335_1,-0.031945526789574734
sg_23335_3,0.42587605310918086
sg_25921_2,-0.05025300521233741
sg_NTC_162,0.017723796620902545
sg_1837_4,-0.051024881814665156
sg_286_3,0.06493341388063686
sg_55687_3,0.05959849154301362
sg_390927_1,0.18617819690516696
sg_130576_1,-0.14588448333781356
sg_53947_1,0.05486923266853972
sg_124535_3,-0.11162933800306166
sg_27042_1,-0.746546408633617
sg_55356_4,0.16681468331984736
sg_6884_3,-0.03333520773285591
sg_63941_2,0.013446279659334887
sg_252995_3,0.22341058945846018
sg_126308_1,0.2127125288151385
sg_4053_3,-0.08040649764462687
sg_10804_1,0.4652619094124885
sg_51438_1,0.18464796002794395
sg_10329_1,0.2454139102701955
sg_151_2,0.20747238216178637
sg_26953_1,-0.11489553637000466
sg_NTC_696,0.017723796620902545
sg_286676_4,-0.13429973546397522
sg_4259_2,0.06545513082720039
sg_9902_2,0.1552730070990417
sg_2786_4,0.2192592646421222
sg_64215_3,0.24083068769236826
sg_2253_3,0.25345626589393455
sg_642799_2,0.0003105697898929845
sg_23639_1,0.24917084574166373
sg_50512_1,0.07605238812330538
sg_9070_3,-0.10855183044241684
sg_35_3,-0.14461375349035815
sg_3579_2,0.04825326384512079
sg_440561_3,0.3519859344860113
sg_27151_1,0.18966394702271244
sg_123803_2,-0.07355280379677512
sg_1152_1,-0.11500404789509147
sg_477_1,0.11347796784473654
sg_NTC_52,0.017723796620902545
sg_8202_3,-0.41128493317903325
sg_8646_2,-0.03019766115492896
sg_2645_2,-0.005444698211303833
sg_11069_4,0.276777848180602
sg_57191_1,-0.046185291879213795
sg_643853_2,0.009881214502865793
sg_3679_1,-0.1965745519298319
sg_728229_1,-0.05516111746647163
sg_8629_2,-0.07955408773206338
sg_84253_4,0.08298965668467717
sg_138307_3,0.07324177382010916
sg_3217_1,0.6483438778022755
sg_55635_2,0.1539433783718547
sg_55608_2,-0.07033926501088333
sg_84624_1,0.06463644740256608
sg_3913_1,-0.12308871301932212
sg_653499_4,-0.15306564243753476
sg_100506164_1,0.18788499095316538
sg_4976_1,-0.02357184515975745
sg_NTC_133,0.017723796620902545
sg_343169_3,-0.14888502693203615
sg_56648_4,-0.1261582395803571
sg_728072_1,0.05621068205438563
sg_128826_2,0.26838992423765523
sg_199953_2,0.24289681754911335
sg_11283_4,0.339012708660799
sg_80012_1,0.09317155944740296
sg_100528021_2,0.11491840670397963
sg_10636_4,0.25784485425696335
sg_4716_1,-0.29128375931580675
sg_84937_1,0.26621303514868067
sg_339210_3,-0.0007235265774874489
sg_152831_1,0.07971698197120736
sg_8074_1,-0.01135316341470292
sg_3597_4,-0.12262427071373888
sg_23117_2,-0.07292740245183832
sg_5495_3,-0.09146917423157414
sg_23640_1,0.14286753988482098
sg_100188893_3,-0.09639210858960628
sg_3218_4,-0.09817361457653237
sg_51447_3,0.009207226869826744
sg_80267_4,-0.07407758637484127
sg_5824_4,0.14450200798099946
sg_55651_4,-0.7872120776072332
sg_3071_4,0.2706082566876359
sg_120065_1,0.04234509330351139
sg_285521_1,-0.21527479584729395
sg_127544_1,-0.062276699999197986
sg_340596_1,0.09608062208064169
sg_29107_2,-0.03116263964362606
sg_144321_4,0.1004064378681872
sg_6692_1,0.22084352192591167
sg_54505_1,0.5997531279502407
sg_390154_3,0.25610594590545527
sg_9716_1,0.15034388218789171
sg_23184_4,-0.013274727923282922
sg_10728_4,0.09727193373784693
sg_54531_1,0.3039951772685277
sg_37_4,0.20004971947589079
sg_259293_4,-0.06324858516271986
sg_55213_1,0.337580394409082
sg_57623_2,0.17592221228180552
sg_22852_1,-0.15400493883905345
sg_201501_4,-0.17052051777385022
sg_26683_3,-0.03803239486411964
sg_7441_2,0.02777641726704742
sg_5828_2,-0.0056896628569715335
sg_220074_3,-0.07102905945199348
sg_140612_3,-0.20097206038830004
sg_80830_2,0.06717874171872841
sg_22937_4,-0.13738936596358672
sg_NTC_383,0.017723796620902545
sg_283652_3,0.3432407306077311
sg_8726_2,-0.23014268257001236
sg_286128_4,-0.005772595748325483
sg_100507290_3,0.07456056227684335
sg_56832_1,0.08842030897008324
sg_146542_2,0.013019753182847447
sg_1737_3,-0.03154167444851732
sg_5966_3,0.17019685236377297
sg_4324_4,-0.03687735629493692
sg_NTC_678,0.017723796620902545
sg_5002_1,0.16143991847125722
sg_169841_4,0.21014020199250596
sg_64852_1,-0.06212122634892588
sg_1015_2,-0.12495749357671537
sg_55704_1,0.23668653078787066
sg_10025_3,0.17999970695274262
sg_2357_3,-0.09108153706851757
sg_5005_3,-0.04983028338018585
sg_10920_2,-0.23194950965025957
sg_81606_3,0.04139546317227947
sg_8904_1,-0.24369795700080712
sg_253512_2,0.00020482712870897868
sg_7086_3,0.1947264785983292
sg_23140_4,-0.13032847783040652
sg_9753_3,0.253657884084934
sg_5268_1,0.420795956520802
sg_11141_3,-0.02578074638379413
sg_147199_1,0.15276031063272918
sg_816_4,-0.08371133398958655
sg_10146_2,-0.4079785291094689
sg_116984_4,0.14984319449296457
sg_126068_1,0.04673906902056149
sg_222255_1,0.1058629990186401
sg_2733_3,-0.013338094022981799
sg_9673_3,0.07453910187738982
sg_101928147_3,0.13909853484301782
sg_1528_4,0.18676746696799323
sg_1028_3,0.14626914626634707
sg_8353_3,-0.37676284290873735
sg_245802_4,-0.1282286560955266
sg_100131094_3,0.03813934641560813
sg_54477_4,0.03159768842833115
sg_26156_2,0.12126241975400373
sg_23413_2,-0.16625451918325113
sg_2115_1,0.0686208700510299
sg_26112_3,0.0017548764341510578
sg_204_2,-0.09650748317883917
sg_6317_4,0.47592441981246164
sg_23208_3,-0.0630519923427608
sg_401565_1,-0.08620081864068088
sg_441549_3,0.3733239571243619
sg_170622_4,0.05318010301007601
sg_127124_1,-0.11378608834960463
sg_94039_2,0.12273614792550183
sg_55860_2,0.09190301184880528
sg_5261_3,0.08651403033053437
sg_26528_3,-0.08693207729834343
sg_25853_4,-0.21923597782735604
sg_5782_3,-0.07517848877695774
sg_26281_4,0.3405990847108825
sg_133418_4,0.32111371645744985
sg_7049_2,-0.045876585427658816
sg_563_1,-0.023286322731308838
sg_10298_2,0.20225222266878
sg_5775_1,0.25055640949122265
sg_151888_3,-0.12585796660691032
sg_151050_3,0.1607486567135837
sg_54477_2,-0.057934533429607436
sg_57332_2,-0.028444883854729326
sg_57826_2,0.01710695242682919
sg_219986_4,-0.10713675844189532
sg_10552_3,-0.16990377121755443
sg_26286_4,-0.02988409182909403
sg_9648_4,0.13259543833226134
sg_NTC_25,0.017723796620902545
sg_22928_1,0.08871233311406204
sg_84148_1,-0.23477807160291073
sg_25775_4,0.07857001900241087
sg_100125288_1,0.004297038791562612
sg_4905_3,-0.12919393185687045
sg_348801_2,0.059267321971317996
sg_390148_4,-0.24322869424940993
sg_6975_4,-0.04018734100270649
sg_51754_2,0.0809710395927413
sg_170506_1,-0.3433134995033701
sg_197258_3,0.017729502268665202
sg_8763_2,-0.12109989667447152
sg_646486_2,-0.08342787194439011
sg_23483_1,0.15111478014343904
sg_26270_1,0.1343942944942283
sg_861_4,-0.13509626154130414
sg_5979_4,0.00959361571576433
sg_56931_2,0.25638650135249436
sg_923_2,0.1818791856049864
sg_143379_1,0.09809740588690885
sg_221472_1,0.11207185137105383
sg_NTC_688,0.017723796620902545
sg_525_2,0.08117236201573574
sg_23587_2,-0.25850102624090193
sg_440498_3,0.057199355822418634
sg_390874_2,-0.1323824771348328
sg_255631_3,-0.11346800352703962
sg_60526_2,-0.03911253618520015
sg_6874_4,0.08451537761247715
sg_83447_2,-0.3156444010451308
sg_1188_2,-0.08085338044409954
sg_317662_2,-0.16041285773786806
sg_389333_2,0.16282694799420647
sg_91653_4,-0.17338113817782771
sg_7187_2,0.020093218637045447
sg_132884_2,-0.061127817047128975
sg_10160_1,-0.1616310104040718
sg_57461_4,-0.5305133659584795
sg_26146_1,0.2618995059275603
sg_374875_1,-0.21087539405046363
sg_245915_3,-0.2665820682163022
sg_128817_4,0.03223816799587631
sg_55605_3,0.3743031545436995
sg_389119_2,0.07635562263545867
sg_23558_1,-0.04786241903677176
sg_128209_1,0.03795232449422975
sg_54949_2,0.34864727626068964
sg_677_1,0.20098378969680253
sg_55020_2,-0.24540339331967978
sg_84698_3,-0.017714143972800127
sg_6898_1,-0.07552708660597285
sg_3708_3,0.04867035388202326
sg_254778_1,0.11386467019014337
sg_54897_4,0.27421137001432155
sg_10189_1,0.34909904130311786
sg_4257_3,0.08025332421832512
sg_3340_1,-0.05925703640087417
sg_54816_3,-0.09384579214439631
sg_326625_3,0.011769759408943044
sg_10480_4,-0.3389315715136695
sg_114799_1,0.043811302176100214
sg_93974_2,0.07148614536922493
sg_27247_3,-0.2185007520899879
sg_115361_4,-0.0354458157102487
sg_203447_2,-0.025250043733152226
sg_338785_4,0.11929545275329512
sg_51035_2,-0.23716899667457056
sg_23365_1,0.11324880217460845
sg_4242_1,-0.2799765418474456
