sgrna,MCF7
sg_66002_1,-0.05003979302558278
sg_6718_4,-0.13987543664787508
sg_340554_1,0.17556819774347066
sg_4929_4,-0.044550764896965286
sg_6232_1,0.28995259350694585
sg_390084_3,0.2091813596257889
sg_93129_4,0.14566357546310116
sg_8821_1,-0.0329927889592999
sg_51181_1,-0.12924430942468507
sg_118932_4,0.3120186643455991
sg_79637_1,0.34610001248663613
sg_643699_1,0.10226208661877156
sg_81533_3,-0.09802222871582889
sg_51645_1,-0.4018212664636624
sg_4646_3,0.23262942818555446
sg_6690_3,-0.08955605862928748
sg_25937_3,-0.16382572679646168
sg_148741_1,0.26190208786011243
sg_10234_3,0.13377605054364566
sg_56242_3,0.1039864636845734
sg_10093_2,-0.2534940819161864
sg_10677_2,0.1301712473793277
sg_396_2,-0.03800931057148016
sg_7125_3,-0.006908573479653814
sg_55086_1,0.33848667481544165
sg_203069_3,-0.036923428009148086
sg_9578_3,0.20001724526342396
sg_133558_3,-0.15497439239459843
sg_55297_3,-0.28400587928375365
sg_5519_2,-0.04363231000520883
sg_6517_3,0.030023843805068326
sg_84337_2,-0.008381857069502858
sg_7314_2,-0.039041837732379354
sg_100506650_1,-0.19139581190744806
sg_311_3,-0.11181909221426556
sg_90806_1,0.02876662452462809
sg_930_4,-0.03863636060243714
sg_23011_4,-0.045062196909167705
sg_51181_3,-0.17594792916920307
sg_5340_3,0.13990823289025495
sg_2782_1,-0.02275260919845777
sg_440077_2,0.11975014461798733
sg_340527_1,0.22952045162180734
sg_83953_4,0.28826255553374713
sg_23762_1,-0.010231416166358597
sg_27077_2,0.2652150558848118
sg_9184_4,0.004302037143866167
sg_100272147_1,0.0935304298590473
sg_8392_3,0.1299966375307711
sg_8748_4,0.051020497366590895
sg_23053_3,-0.045767650564856634
sg_100131378_4,-0.5912270306319946
sg_60673_4,0.11114999267124645
sg_4291_2,0.0759096894552388
sg_23047_4,0.31102270346330935
sg_842_1,-0.046191904152445167
sg_3574_3,0.029443991452986956
sg_3699_2,-0.2186868349351288
sg_55723_2,0.2100714485967249
sg_9843_1,0.08535860369572956
sg_60_2,0.12517170484269532
sg_282617_3,0.05273748260163124
sg_4641_3,-0.03311901835447636
sg_338692_2,-0.3151858325596948
sg_54503_3,0.031188568936883588
sg_387755_3,-0.15644647502023698
sg_23339_3,0.040519960293819324
sg_55069_1,0.14398140224816283
sg_NTC_898,0.017723796620902545
sg_6146_1,-0.06786227501621886
sg_27302_2,0.13056897681557028
sg_4833_4,0.32118276342902863
sg_1829_4,0.03408218205198882
sg_400793_2,-0.27258304916444365
sg_6424_3,-0.03846590965476776
sg_124565_1,-0.019187999995277448
sg_8347_4,-0.3844242737572406
sg_55703_1,-0.00948549868351583
sg_317662_4,0.16845202966603073
sg_256309_4,-0.021363763453380917
sg_53358_1,-0.0365480694818281
sg_340547_1,0.011719374596418438
sg_9191_3,0.33116571948530743
sg_64131_1,-0.2513645296108541
sg_1139_3,-0.04259398693103515
sg_284353_2,0.10274338169432654
sg_138241_2,-0.06838578427281247
sg_81399_2,0.010916237058802814
sg_375033_1,0.02680628084687261
sg_8848_2,-0.012063018682070176
sg_5873_3,0.2595225678563364
sg_64375_3,-0.06299303749627763
sg_1977_2,0.35134057787761447
sg_494197_3,0.04407929295679034
sg_22936_4,-0.13798880093542537
sg_100271927_4,-0.16989473177561565
sg_29998_3,-0.2407258005891387
sg_346517_1,-0.04706058714219951
sg_80008_1,0.05877051607297309
sg_23784_1,0.28298512725501823
sg_153020_1,0.26869269215826175
sg_26090_3,-0.14241659787753644
sg_9766_1,0.12546624804566067
sg_2632_2,-0.27029113630672696
sg_59274_4,-0.11347209515938322
sg_195814_2,0.01895758569667196
sg_128876_3,0.05816260722109388
sg_NTC_49,0.017723796620902545
sg_50859_4,0.1071416581024095
sg_1311_3,0.3356299904896711
sg_222229_2,-0.017037770023829862
sg_284348_4,0.09662976411679502
sg_7067_1,-0.3152531789286903
sg_8971_3,-0.07459387862247233
sg_6572_3,0.5165264196636495
sg_84650_4,0.0362397693452043
sg_5300_3,-0.3137955061150763
sg_10810_4,0.02163005718729527
sg_4234_3,0.1732484640127324
sg_NTC_911,0.017723796620902545
sg_9403_2,0.6276532250326259
sg_1378_3,0.20447280739633175
sg_64844_1,-0.0247860570052007
sg_563_3,0.17988716426273405
sg_406_4,-0.054708495816730325
sg_159119_3,0.011823394901342843
sg_1379_3,0.08424526918546399
sg_9751_4,0.028041149078486018
sg_80321_4,0.11868993037943346
sg_9976_2,0.17336429560763594
sg_5162_3,0.022352601941599895
sg_140685_3,0.15088257787285922
sg_102724279_2,-0.048760723051951026
sg_2829_2,0.09905467496777573
sg_122622_4,-0.0234406485903344
sg_102288414_3,-0.05839844164193112
sg_253012_2,0.28743619043449176
sg_7755_1,0.17136825313199286
sg_5565_3,0.2040623408438625
sg_10017_2,-0.04807422942224652
sg_83479_3,-0.04033779910781215
sg_136991_2,-0.051248267201055846
sg_55957_1,0.00661100973018772
sg_28999_4,-0.11313488516875514
sg_286133_1,-0.14173832497310945
sg_353_3,0.1252775564374298
sg_6990_3,0.12691202603426197
sg_7156_1,0.20088795296317022
sg_729159_1,0.13786890856157624
sg_25888_4,-0.029033299339371155
sg_57799_3,0.08039473338376793
sg_55553_1,0.03137832931591507
sg_123016_3,0.19681638378992658
sg_9138_2,-0.08035088550334002
sg_6687_1,0.31365932906676136
sg_7110_2,-0.00468517372796573
sg_140881_1,0.16074982107584082
sg_3291_1,0.2859336972965617
sg_9147_2,0.19480544168966188
sg_1641_4,0.0004184824480673449
sg_57413_1,-0.36732584855791967
sg_6737_3,0.004849890150212831
sg_3663_4,0.050057443312388344
sg_7003_1,0.007336900015248456
sg_5203_4,-0.04965081358792219
sg_5814_2,0.8846900136392385
sg_84166_4,0.12177268174329342
sg_144809_3,0.2744546057424241
sg_324_2,-0.26460202985519043
sg_594855_1,-0.035071796578374524
sg_57707_2,-0.033019932938224264
sg_92002_2,0.19272529588062356
sg_170591_1,-0.018885837990744496
sg_7317_4,-0.30484698716417574
sg_928_1,-0.2548084062509708
sg_553158_2,-0.10646337511976467
sg_3276_3,0.513911691209814
sg_54926_4,0.007700189649585309
sg_24144_1,0.11938206703633406
sg_80763_1,-0.21531849528531966
sg_79026_3,-0.06514270236470446
sg_84914_3,-0.133523652614938
sg_63910_4,0.08894195356036555
sg_53904_3,-0.019975150696114836
sg_84824_2,-0.005136631164443992
sg_317781_4,0.1410127377672238
