sgrna,gene
sg_387718_2,TEX36
sg_283985_2,FADS6
sg_54929_2,TMEM161A
sg_79057_1,PRRG3
sg_8492_2,PRSS12
sg_NTC_888,Non_Targeting_Control_888
sg_25806_3,VAX2
sg_9513_4,FXR2
sg_383_1,ARG1
sg_6569_2,SLC34A1
sg_51297_3,BPIFA1
sg_10749_2,KIF1C
sg_54490_4,UGT2B28
sg_5554_1,PRH1
sg_648_4,BMI1
sg_56128_1,PCDHB8
sg_121665_1,SPPL3
sg_56099_3,PCDHGB7
sg_5266_1,PI3
sg_85016_4,C11orf70
sg_201292_2,TRIM65
sg_58473_1,PLEKHB1
sg_387332_2,TBPL2
sg_55100_3,WDR70
sg_387990_4,TOMM20L
sg_126969_1,SLC44A3
sg_504180_2,DEFB105B
sg_6013_1,RLN1
sg_116442_4,RAB39B
sg_130271_2,PLEKHH2
sg_90249_1,UNC5A
sg_192111_3,PGAM5
sg_7576_2,ZNF28
sg_51056_1,LAP3
sg_100310846_2,ANKRD61
sg_25776_1,CBY1
sg_80824_4,DUSP16
sg_NTC_422,Non_Targeting_Control_422
sg_2135_2,EXTL2
sg_64147_4,KIF9
sg_23633_1,KPNA6
sg_440699_1,LRRC52
sg_3451_1,IFNA17
sg_2107_1,ETF1
sg_6714_1,SRC
sg_5350_2,PLN
sg_64841_1,GNPNAT1
sg_56548_4,CHST7
sg_64763_2,ZNF574
sg_337959_3,KRTAP13-2
sg_694_1,BTG1
sg_197370_3,NSMCE1
sg_56109_4,PCDHGA6
sg_100289678_4,ZNF783
sg_7133_3,TNFRSF1B
sg_286365_4,OR13D1
sg_720_1,C4A
sg_9451_2,EIF2AK3
sg_6499_1,SKIV2L
sg_7008_4,TEF
sg_51744_3,CD244
sg_79751_2,SLC25A22
sg_64112_2,MOAP1
sg_344807_2,CD200R1L
sg_50618_3,ITSN2
sg_43847_1,KLK14
sg_56139_3,PCDHA10
sg_23439_4,ATP1B4
sg_23223_3,RRP12
sg_23132_1,RAD54L2
sg_497661_2,C18orf32
sg_441933_1,OR13G1
sg_79154_4,DHRS11
sg_7559_2,ZNF12
sg_123720_1,WHAMM
sg_55831_3,EMC3
sg_79895_1,ATP8B4
sg_147746_4,HIPK4
sg_127665_1,ZNF648
sg_10636_1,RGS14
sg_3181_2,HNRNPA2B1
sg_257019_2,FRMD3
sg_6575_4,SLC20A2
sg_125972_3,CALR3
sg_970_4,CD70
sg_84631_4,SLITRK2
sg_NTC_51,Non_Targeting_Control_51
sg_5686_4,PSMA5
sg_5080_1,PAX6
sg_1318_2,SLC31A2
sg_5933_3,RBL1
sg_80067_2,DCAF17
sg_2086_1,ERV3-1
sg_8337_2,HIST2H2AA3
sg_5073_3,PARN
sg_285148_2,IAH1
sg_4673_2,NAP1L1
sg_126069_3,ZNF491
sg_8927_1,BSN
sg_1670_3,DEFA5
sg_117144_1,CATSPER1
sg_23288_4,IQCE
sg_64170_4,CARD9
sg_4161_3,MC5R
sg_NTC_833,Non_Targeting_Control_833
sg_27238_3,GPKOW
sg_1519_3,CTSO
sg_10179_3,RBM7
sg_730159_1,LOC730159
sg_25975_3,EGFL6
sg_6188_1,RPS3
sg_83990_3,BRIP1
sg_147495_1,APCDD1
sg_151790_1,WDR49
sg_NTC_411,Non_Targeting_Control_411
sg_646862_3,RNF225
sg_84632_4,AFAP1L2
sg_2651_4,GCNT2
sg_2642_1,GCGR
sg_11334_4,TUSC2
sg_64064_3,OXCT2
sg_100170841_4,C17orf96
sg_3362_1,HTR6
sg_54900_3,LAX1
sg_51364_3,ZMYND10
sg_7804_3,LRP8
sg_54898_2,ELOVL2
sg_84285_1,EIF1AD
sg_222255_2,ATXN7L1
sg_4314_3,MMP3
sg_10980_1,COPS6
sg_120406_3,NXPE2
sg_148198_1,ZNF98
sg_147948_4,ZNF582
sg_763_1,CA5A
sg_338761_3,C1QL4
sg_6891_2,TAP2
sg_343702_4,XKR7
sg_26493_1,OR8B8
sg_50853_4,VILL
sg_90956_1,ADCK2
sg_441250_2,TYW1B
sg_57452_4,GALNT16
sg_245909_1,DEFB106A
sg_55561_1,CDC42BPG
sg_79846_3,CFAP69
sg_9554_1,SEC22B
sg_128338_1,DRAM2
sg_7431_3,VIM
sg_54659_4,UGT1A3
sg_163154_2,PRR22
sg_327_1,APEH
sg_6757_2,SSX2
sg_64581_1,CLEC7A
sg_7586_2,ZKSCAN1
sg_28232_4,SLCO3A1
sg_4660_3,PPP1R12B
sg_26013_4,L3MBTL1
sg_6622_2,SNCA
sg_5454_4,POU3F2
sg_285362_2,SUMF1
sg_91404_3,SESTD1
sg_4921_1,DDR2
sg_8339_2,HIST1H2BG
sg_84320_1,ACBD6
sg_85509_4,MBD3L1
sg_579_3,NKX3-2
sg_404552_1,SCGB1D4
sg_2874_2,GPS2
sg_9900_1,SV2A
sg_2762_4,GMDS
sg_8819_3,SAP30
sg_79680_1,C22orf29
sg_1485_1,CTAG1B
sg_NTC_683,Non_Targeting_Control_683
sg_90326_2,THAP3
sg_79905_2,TMC7
sg_22954_4,TRIM32
sg_4247_1,MGAT2
sg_23657_4,SLC7A11
sg_84140_1,FAM161A
sg_26095_4,PTPN20
sg_540_1,ATP7B
sg_107_3,ADCY1
sg_5193_1,PEX12
sg_6773_2,STAT2
sg_147949_4,ZNF583
sg_63970_2,TP53AIP1
sg_55715_1,DOK4
sg_192666_1,KRT24
sg_341799_4,OR6S1
sg_3956_2,LGALS1
sg_55653_4,BCAS4
sg_57469_2,PNMAL2
sg_128859_1,BPIFB6
sg_23440_3,OTP
sg_651746_3,ANKRD33B
sg_NTC_862,Non_Targeting_Control_862
sg_55006_4,TRMT61B
sg_84306_3,PDCD2L
sg_9638_1,FEZ1
sg_10061_1,ABCF2
sg_144811_4,LACC1
sg_160365_2,CLECL1
sg_51187_2,RSL24D1
sg_51078_4,THAP4
sg_79736_3,TEFM
sg_79598_1,CEP97
sg_9168_2,TMSB10
sg_10867_3,TSPAN9
sg_1240_4,CMKLR1
sg_390598_1,SKOR1
sg_84893_1,FBXO18
sg_200523_3,TEX37
sg_NTC_154,Non_Targeting_Control_154
sg_729648_1,ZNF812
sg_57018_2,CCNL1
sg_2256_1,FGF11
sg_8897_2,MTMR3
sg_57715_3,SEMA4G
sg_100463488_1,MTRNR2L10
sg_100505573_3,INAFM2
sg_79345_1,OR51B2
sg_1670_2,DEFA5
sg_123264_1,SLC51B
sg_5372_4,PMM1
sg_57413_2,TMIGD3
sg_89927_2,C16orf45
sg_648791_1,PPP1R3G
sg_NTC_1,Non_Targeting_Control_1
sg_9584_3,RBM39
sg_NTC_661,Non_Targeting_Control_661
sg_11158_1,RABL2B
sg_388813_4,LOC388813
sg_3579_3,CXCR2
sg_4200_1,ME2
sg_377_1,ARF3
sg_445582_1,POTEE
sg_26494_1,OR8G1
sg_729422_2,GAGE12C
sg_65078_3,RTN4R
sg_5435_1,POLR2F
sg_169044_3,COL22A1
sg_1584_1,CYP11B1
sg_8537_3,BCAS1
sg_2902_3,GRIN1
sg_8310_1,ACOX3
sg_64847_2,SPATA20
sg_5520_4,PPP2R2A
sg_3717_3,JAK2
sg_338879_3,RNASE10
sg_26100_2,WIPI2
sg_116143_1,WDR92
sg_83448_4,PUS7L
sg_6616_2,SNAP25
sg_51053_3,GMNN
sg_148811_1,PM20D1
sg_54521_3,WDR44
sg_10590_2,SCGN
sg_154865_4,IQUB
sg_646486_3,FABP12
sg_90226_3,UCN2
sg_135295_1,SRSF12
sg_81623_1,DEFB126
sg_1107_4,CHD3
sg_64061_2,TSPYL2
sg_129684_1,CNTNAP5
sg_119765_2,OR4B1
sg_3265_1,HRAS
sg_905_1,CCNT2
sg_4675_2,NAP1L3
sg_55124_1,PIWIL2
sg_51726_4,DNAJB11
sg_115557_4,ARHGEF25
sg_6678_1,SPARC
sg_2543_1,GAGE1
sg_170591_2,S100Z
sg_245910_2,DEFB107A
sg_221687_2,RNF182
sg_257629_1,ANKS4B
sg_6617_3,SNAPC1
sg_56656_3,OR2S2
sg_23097_1,CDK19
sg_27293_2,SMPDL3B
sg_6445_4,SGCG
sg_10233_4,LRRC23
sg_100128569_2,C19orf71
sg_2046_4,EPHA8
sg_1365_3,CLDN3
sg_10739_3,RFPL2
sg_340277_2,FAM221A
sg_26693_1,OR2V1
sg_57492_1,ARID1B
sg_2977_2,GUCY1A2
sg_55612_4,FERMT1
sg_9577_2,BRE
sg_5048_1,PAFAH1B1
sg_285346_4,ZNF852
sg_346673_3,STRA8
sg_8992_2,ATP6V0E1
sg_10528_1,NOP56
sg_138799_1,OR13C5
sg_6206_2,RPS12
sg_NTC_847,Non_Targeting_Control_847
sg_51015_2,ISOC1
sg_64965_3,MRPS9
sg_55075_2,UACA
sg_10200_2,MPHOSPH6
sg_219771_4,CCNY
sg_2330_1,FMO5
sg_26692_1,OR2W1
sg_112849_2,L3HYPDH
sg_23414_1,ZFPM2
sg_149699_3,GTSF1L
sg_11007_4,CCDC85B
sg_8756_4,ADAM7
sg_51535_4,PPHLN1
sg_29104_1,N6AMT1
sg_163033_2,ZNF579
sg_8717_3,TRADD
sg_199675_1,MCEMP1
sg_54363_4,HAO1
sg_158747_3,MOSPD2
sg_4691_3,NCL
sg_151313_2,FAHD2B
sg_23386_1,NUDCD3
sg_51125_3,GOLGA7
sg_51557_1,LGSN
sg_91151_2,TIGD7
sg_309_3,ANXA6
sg_27238_2,GPKOW
sg_132625_1,ZFP42
sg_124454_1,EARS2
sg_9669_1,EIF5B
sg_7019_3,TFAM
sg_3141_3,HLCS
sg_163486_1,DENND1B
sg_3123_1,HLA-DRB1
sg_345456_2,PFN3
sg_23200_2,ATP11B
sg_142686_4,ASB14
sg_402569_2,KPNA7
sg_2862_1,MLNR
sg_92211_1,CDHR1
sg_337975_2,KRTAP20-1
sg_8578_1,SCARF1
sg_54596_1,L1TD1
sg_147991_4,DPY19L3
sg_117248_4,GALNT15
sg_2780_3,GNAT2
sg_10563_1,CXCL13
sg_6464_1,SHC1
sg_1475_2,CSTA
sg_644168_3,DRGX
sg_26157_2,GIMAP2
sg_5915_4,RARB
sg_168850_3,ZNF800
sg_153918_2,ZC2HC1B
sg_60482_1,SLC5A7
sg_57226_1,LYRM2
sg_7111_3,TMOD1
sg_113612_1,CYP2U1
sg_92106_1,OXNAD1
sg_79414_4,LRFN3
sg_23028_3,KDM1A
sg_56034_3,PDGFC
sg_10963_3,STIP1
sg_55827_1,DCAF6
sg_58158_2,NEUROD4
sg_4582_4,MUC1
sg_439915_2,KRTAP5-5
sg_22987_2,SV2C
sg_57205_1,ATP10D
sg_5096_4,PCCB
sg_51678_1,MPP6
sg_83401_3,ELOVL3
sg_1267_4,CNP
sg_57182_4,ANKRD50
sg_10878_2,CFHR3
sg_NTC_841,Non_Targeting_Control_841
sg_NTC_736,Non_Targeting_Control_736
sg_79683_2,ZDHHC14
sg_2137_3,EXTL3
sg_51804_4,SIX4
sg_114926_3,SMIM19
sg_8386_1,OR1D5
sg_4940_2,OAS3
sg_3932_2,LCK
sg_1948_3,EFNB2
sg_4723_3,NDUFV1
sg_9775_1,EIF4A3
sg_339500_1,ZNF678
sg_5270_2,SERPINE2
sg_27300_3,ZNF544
sg_100653515_1,CEP295NL
sg_64951_1,MRPS24
sg_7428_1,VHL
sg_200186_2,CRTC2
sg_2020_1,EN2
sg_51616_2,TAF9B
sg_125875_4,CLDND2
sg_23498_2,HAAO
sg_654254_3,ZNF732
sg_285268_2,ZNF621
sg_11082_3,ESM1
sg_100527963_4,PMF1-BGLAP
sg_63892_1,THADA
sg_7542_2,ZFPL1
sg_7772_2,ZNF229
sg_353376_2,TICAM2
sg_6663_1,SOX10
sg_55723_3,ASF1B
sg_55285_4,RBM41
sg_254773_1,LYG2
sg_149041_1,RC3H1
sg_NTC_391,Non_Targeting_Control_391
sg_440829_2,SHISA8
sg_219959_3,OR1S1
sg_10131_1,TRAP1
sg_57530_4,CGN
sg_203569_3,PAGE2
sg_150160_4,CCT8L2
sg_5511_4,PPP1R8
sg_163479_2,FNDC7
sg_NTC_319,Non_Targeting_Control_319
sg_374946_1,DRAXIN
sg_5626_2,PROP1
sg_90268_2,OTULIN
sg_3586_2,IL10
sg_778_4,CACNA1F
sg_762_2,CA4
sg_170626_2,XAGE3
sg_51442_2,VGLL1
sg_6665_3,SOX15
sg_441521_3,CT45A5
sg_NTC_2,Non_Targeting_Control_2
sg_NTC_439,Non_Targeting_Control_439
sg_9900_4,SV2A
sg_10143_2,CLEC3A
sg_10174_4,SORBS3
sg_7477_2,WNT7B
sg_255488_3,RNF144B
sg_5317_1,PKP1
sg_11020_3,IFT27
sg_2524_4,FUT2
sg_3670_1,ISL1
sg_1473_3,CST5
sg_151636_4,DTX3L
sg_22836_1,RHOBTB3
sg_9315_2,NREP
sg_123036_1,TC2N
sg_117155_3,CATSPER2
sg_51295_2,ECSIT
sg_340543_3,TCEAL5
sg_23013_2,SPEN
sg_7453_2,WARS
sg_388633_4,LDLRAD1
sg_6444_3,SGCD
sg_51705_4,EMCN
sg_5499_1,PPP1CA
sg_23139_4,MAST2
sg_2740_1,GLP1R
sg_9401_3,RECQL4
sg_257044_3,C1orf101
sg_6329_2,SCN4A
sg_5788_3,PTPRC
sg_1544_3,CYP1A2
sg_80256_3,FAM214B
sg_57232_4,ZNF630
sg_92017_4,SNX29
sg_11154_1,AP4S1
sg_388960_3,C2orf78
sg_79658_2,ARHGAP10
sg_81786_1,TRIM7
sg_100463289_4,MTRNR2L5
sg_115548_2,FCHO2
sg_79716_1,NPEPL1
sg_65055_1,REEP1
sg_1460_2,CSNK2B
sg_256158_4,HMCN2
sg_81127_2,OR4K15
sg_114885_2,OSBPL11
sg_55349_1,CHDH
sg_136051_2,ZNF786
sg_10278_2,EFS
sg_8689_2,KRT36
sg_6477_2,SIAH1
sg_81609_2,SNX27
sg_51365_2,PLA1A
sg_166336_1,PRICKLE2
sg_168667_4,BMPER
sg_414157_2,C10orf62
sg_338662_1,OR8D4
sg_1443_4,CSH2
sg_152206_2,CCDC13
sg_8525_2,DGKZ
sg_94241_3,TP53INP1
sg_374899_2,ZNF829
sg_56203_4,LMOD3
sg_6091_2,ROBO1
sg_23240_1,KIAA0922
sg_680_2,BRS3
sg_NTC_105,Non_Targeting_Control_105
sg_26532_2,OR10H3
sg_157922_1,CAMSAP1
sg_10086_3,HHLA1
sg_10961_4,ERP29
sg_395_1,ARHGAP6
sg_27036_2,SIGLEC7
sg_6668_4,SP2
sg_4957_1,ODF2
sg_2303_4,FOXC2
sg_1284_2,COL4A2
sg_9467_4,SH3BP5
sg_130888_3,FBXO36
sg_25837_4,RAB26
sg_6201_2,RPS7
sg_6257_4,RXRB
sg_9166_4,EBAG9
sg_23366_1,KIAA0895
sg_8707_4,B3GALT2
sg_51314_3,NME8
sg_4221_1,MEN1
sg_221074_4,SLC39A12
sg_63943_2,FKBPL
sg_8894_1,EIF2S2
sg_122809_1,SOCS4
sg_144124_4,OR10A5
sg_1950_2,EGF
sg_158427_2,TSTD2
sg_55138_3,FAM90A1
sg_59342_1,SCPEP1
sg_652_1,BMP4
sg_55647_2,RAB20
sg_84364_2,ARFGAP2
sg_80198_3,MUS81
sg_57819_3,LSM2
sg_6996_2,TDG
sg_2995_3,GYPC
sg_79830_4,ZMYM1
sg_51475_3,CABP2
sg_22987_3,SV2C
sg_64328_2,XPO4
sg_8085_2,KMT2D
sg_2220_4,FCN2
sg_80820_1,EEPD1
sg_8048_2,CSRP3
sg_89795_4,NAV3
sg_2805_1,GOT1
sg_9342_1,SNAP29
sg_4356_2,MPP3
sg_56925_1,LXN
sg_92293_3,TMEM132C
sg_7447_4,VSNL1
sg_695_1,BTK
sg_340745_1,LRIT2
sg_56894_1,AGPAT3
sg_6663_3,SOX10
sg_137797_3,LYPD2
sg_23787_4,MTCH1
sg_10063_1,COX17
sg_150483_1,TEKT4
sg_7804_4,LRP8
sg_10103_1,TSPAN1
sg_84182_3,FAM188B
sg_201164_4,PLD6
sg_10622_4,POLR3G
sg_84875_2,PARP10
sg_56954_3,NIT2
sg_22911_4,WDR47
sg_65250_2,C5orf42
sg_26750_1,RPS6KC1
sg_85439_4,STON2
sg_286336_1,FAM78A
sg_140832_4,WFDC10A
sg_54852_3,PAQR5
sg_51075_3,TMX2
sg_7517_3,XRCC3
sg_285676_1,ZNF454
sg_60598_3,KCNK15
sg_55295_1,KLHL26
sg_3283_1,HSD3B1
sg_129401_4,NUP35
sg_202374_2,STK32A
sg_11189_1,CELF3
sg_8538_1,BARX2
sg_147906_1,DACT3
sg_8936_4,WASF1
sg_84923_2,FAM104A
sg_219952_4,OR6Q1
sg_219447_1,OR5AS1
sg_7481_2,WNT11
sg_124808_2,CCDC43
sg_1176_2,AP3S1
sg_192668_2,CYS1
sg_7016_3,TESK1
sg_1562_2,CYP2C18
sg_51690_2,LSM7
sg_79018_4,GID4
sg_10261_4,IGSF6
sg_26112_2,CCDC69
sg_6166_3,RPL36AL
sg_85397_2,RGS8
sg_4739_2,NEDD9
sg_26090_4,ABHD12
sg_148423_2,C1orf52
sg_80329_1,ULBP1
sg_1211_1,CLTA
sg_56342_1,PPAN
sg_57102_1,C12orf4
sg_25837_1,RAB26
sg_23550_4,PSD4
sg_63940_1,GPSM3
sg_26012_1,NSMF
sg_4858_1,NOVA2
sg_100130274_3,CCDC166
sg_55004_3,LAMTOR1
sg_79034_2,C7orf26
sg_132228_4,LSMEM2
sg_9071_1,CLDN10
sg_6168_2,RPL37A
sg_113220_1,KIF12
sg_55051_1,NRDE2
sg_5290_4,PIK3CA
sg_23149_1,FCHO1
sg_950_1,SCARB2
sg_50801_3,KCNK4
sg_NTC_192,Non_Targeting_Control_192
sg_100128731_4,OST4
sg_445582_2,POTEE
sg_1538_3,CYLC1
sg_2281_2,FKBP1B
sg_729447_1,GAGE2A
sg_333926_2,PPM1J
sg_594_2,BCKDHB
sg_5792_4,PTPRF
sg_100287482_4,SMKR1
sg_90634_2,N4BP2L1
sg_26054_3,SENP6
sg_27231_1,NMRK2
sg_219870_4,OR10G9
sg_55748_4,CNDP2
sg_643311_3,CT47B1
sg_5696_1,PSMB8
sg_23143_3,LRCH1
sg_4677_4,NARS
sg_3909_3,LAMA3
sg_25840_1,METTL7A
sg_2_3,A2M
sg_80205_3,CHD9
sg_23732_4,FRRS1L
sg_84197_1,POMK
sg_55653_2,BCAS4
sg_10630_1,PDPN
sg_4312_1,MMP1
sg_58503_1,PROL1
sg_375307_2,CATIP
sg_89849_3,ATG16L2
sg_8668_4,EIF3I
sg_27175_4,TUBG2
sg_3631_4,INPP4A
sg_80167_3,C4orf29
sg_203111_4,ERICH5
sg_2010_4,EMD
sg_1368_2,CPM
sg_126206_1,NLRP5
sg_5021_3,OXTR
sg_117_4,ADCYAP1R1
sg_90199_2,WFDC8
sg_27181_1,SIGLEC8
sg_6882_2,TAF11
sg_10586_1,MAB21L2
sg_375316_2,RBM44
sg_6582_2,SLC22A2
sg_101060200_1,ZNF891
sg_5691_2,PSMB3
sg_2222_1,FDFT1
sg_84572_4,GNPTG
sg_493829_2,TRIM72
sg_100288332_3,NPIPA5
sg_NTC_969,Non_Targeting_Control_969
sg_1548_1,CYP2A6
sg_652968_1,GATSL3
sg_54469_3,ZFAND6
sg_56672_2,AKIP1
sg_81033_2,KCNH6
sg_729438_2,GATSL2
sg_30837_1,SOCS7
sg_55553_4,SOX6
sg_5886_1,RAD23A
sg_64768_2,IPPK
sg_84622_3,ZNF594
sg_55501_4,CHST12
sg_83480_4,PUS3
sg_6432_2,SRSF7
sg_286238_4,LOC286238
sg_122046_2,TEX26
sg_2695_1,GIP
sg_80212_2,CCDC92
sg_10149_2,ADGRG2
sg_11148_3,HHLA2
sg_394_4,ARHGAP5
sg_57528_1,KCTD16
sg_6729_1,SRP54
sg_84069_4,PLEKHN1
sg_91937_3,TIMD4
sg_387707_1,CC2D2B
sg_245913_4,DEFB110
sg_201501_1,ZBTB7C
sg_56270_2,WDR45B
sg_22901_4,ARSG
sg_219833_2,C11orf45
sg_84376_1,HOOK3
sg_55106_3,SLFN12
sg_57035_1,RSRP1
sg_10135_1,NAMPT
sg_78991_2,PCYOX1L
sg_11337_1,GABARAP
sg_51762_3,RAB8B
sg_777_4,CACNA1E
sg_4542_2,MYO1F
sg_51236_2,HGH1
sg_5232_4,PGK2
sg_112937_2,GLB1L3
sg_10594_1,PRPF8
sg_54587_3,MXRA8
sg_199731_4,CADM4
sg_27246_4,RNF115
sg_8876_1,VNN1
sg_9545_4,RAB3D
sg_5817_1,PVR
sg_4161_2,MC5R
sg_23246_1,BOP1
sg_11341_3,SCRG1
sg_29083_1,GTPBP8
sg_NTC_632,Non_Targeting_Control_632
sg_89122_3,TRIM4
sg_9758_4,FRMPD4
sg_10620_2,ARID3B
sg_90407_4,TMEM41A
sg_27344_4,PCSK1N
sg_252983_2,STXBP4
sg_28973_1,MRPS18B
sg_6462_1,SHBG
sg_147670_4,SMIM17
sg_5629_1,PROX1
sg_7716_2,VEZF1
sg_284677_3,C1orf204
sg_647174_4,SERPINE3
sg_284323_1,ZNF780A
sg_643394_1,SPINK9
sg_100507650_2,RNF212B
sg_84964_4,ALKBH6
sg_25858_4,TEX40
sg_64207_1,IRF2BPL
sg_8220_2,DGCR14
sg_4501_2,MT1X
sg_7738_3,ZNF184
sg_730051_4,ZNF814
sg_2615_4,LRRC32
sg_64792_1,IFT22
sg_NTC_797,Non_Targeting_Control_797
sg_5893_3,RAD52
sg_226_2,ALDOA
sg_126382_2,NR2C2AP
sg_369_4,ARAF
sg_2826_3,CCR10
sg_712_1,C1QA
sg_54756_4,IL17RD
sg_285429_2,DCAF4L1
sg_81602_4,CDADC1
sg_1105_1,CHD1
sg_55130_1,ARMC4
sg_89866_3,SEC16B
sg_27166_2,PRELID1
sg_53630_4,BCO1
sg_90007_4,MIDN
sg_63906_3,GPATCH3
sg_730159_2,LOC730159
sg_80267_3,EDEM3
sg_6352_4,CCL5
sg_81552_4,VOPP1
sg_1406_2,CRX
sg_3434_4,IFIT1
sg_10890_3,RAB10
sg_56916_1,SMARCAD1
sg_84071_3,ARMC2
sg_2113_2,ETS1
sg_125931_2,CEACAM20
sg_168544_3,ZNF467
sg_23400_3,ATP13A2
sg_80217_3,CFAP43
sg_6792_2,CDKL5
sg_4238_2,MFAP3
sg_8204_4,NRIP1
sg_523_2,ATP6V1A
sg_100532726_3,NDUFC2-KCTD14
sg_57162_1,PELI1
sg_6569_1,SLC34A1
sg_389170_2,LEKR1
sg_11243_1,PMF1
sg_23231_3,SEL1L3
sg_64714_1,PDIA2
sg_NTC_638,Non_Targeting_Control_638
sg_126075_3,CCDC159
sg_51257_4,MARCH2
sg_84529_3,C15orf41
sg_8532_2,CPZ
sg_7169_2,TPM2
sg_29789_2,OLA1
sg_254272_3,TBC1D28
sg_1419_3,CRYGB
sg_59307_2,SIGIRR
sg_55313_2,CPPED1
sg_286205_1,SCAI
sg_401145_4,CCSER1
sg_5592_3,PRKG1
sg_55270_4,NUDT15
sg_9047_4,SH2D2A
sg_93109_3,TMEM44
sg_10083_3,USH1C
sg_2916_3,GRM6
sg_124857_2,WFIKKN2
sg_51008_2,ASCC1
sg_115572_4,FAM46B
sg_26578_3,OSTF1
sg_117159_4,DCD
sg_79368_1,FCRL2
sg_80097_4,MZT2B
sg_3836_1,KPNA1
sg_64115_3,C10orf54
sg_81889_1,FAHD1
sg_27198_3,HCAR1
sg_9350_2,CER1
sg_54106_2,TLR9
sg_401285_4,TCP10L2
sg_53918_2,PELO
sg_10426_1,TUBGCP3
sg_6690_2,SPINK1
sg_348654_1,GEN1
sg_197322_2,ACSF3
sg_90853_1,SPOCD1
sg_400720_4,ZNF772
sg_11345_4,GABARAPL2
sg_57718_1,PPP4R4
sg_915_3,CD3D
sg_51455_2,REV1
sg_139065_1,SLITRK4
sg_360030_1,NANOGNB
sg_128061_3,C1orf131
sg_319101_2,KRT73
sg_26157_3,GIMAP2
sg_64838_3,FNDC4
sg_1409_4,CRYAA
sg_116228_1,COX20
sg_7485_1,WRB
sg_6695_2,SPOCK1
sg_160364_1,CLEC12A
sg_29116_4,MYLIP
sg_NTC_951,Non_Targeting_Control_951
sg_10690_2,FUT9
sg_25839_3,COG4
sg_493856_4,CISD2
sg_10349_2,ABCA10
sg_9768_4,KIAA0101
sg_10868_3,USP20
sg_9975_3,NR1D2
sg_6804_3,STX1A
sg_4218_1,RAB8A
sg_50810_3,HDGFRP3
sg_219527_3,LRRC55
sg_54442_1,KCTD5
sg_5158_2,PDE6B
sg_346007_1,EYS
sg_79867_1,TCTN2
sg_404734_3,ANKHD1-EIF4EBP3
sg_79640_4,C22orf46
sg_100130880_4,LOC100130880
sg_221481_1,ARMC12
sg_51375_1,SNX7
sg_7201_1,TRHR
sg_5609_1,MAP2K7
sg_388276_4,C16orf97
sg_134083_3,OR2Y1
sg_84695_1,LOXL3
sg_652968_4,GATSL3
sg_10202_3,DHRS2
sg_84171_3,LOXL4
sg_27067_3,STAU2
sg_83641_3,FAM107B
sg_79092_3,CARD14
sg_10274_1,STAG1
sg_8287_2,USP9Y
sg_337880_2,KRTAP11-1
sg_5024_1,P2RX3
sg_29995_4,LMCD1
sg_144348_3,ZNF664
sg_98_1,ACYP2
sg_54514_1,DDX4
sg_83887_2,TTLL2
sg_79646_4,PANK3
sg_1277_1,COL1A1
sg_121006_1,FAM186A
sg_122553_2,TRAPPC6B
sg_8564_3,KMO
sg_7328_1,UBE2H
sg_55217_2,TMLHE
sg_166824_3,RASSF6
sg_5678_3,PSG9
sg_256764_2,WDR72
sg_27349_2,MCAT
sg_7342_4,UBP1
sg_51700_1,CYB5R2
sg_5036_3,PA2G4
sg_54540_2,FAM193B
sg_441639_1,OR9K2
sg_NTC_630,Non_Targeting_Control_630
sg_55040_1,EPN3
sg_7429_4,VIL1
sg_57834_4,CYP4F11
sg_4131_2,MAP1B
sg_51059_4,FAM135B
sg_5442_2,POLRMT
sg_1733_2,DIO1
sg_338596_3,ST8SIA6
sg_128602_2,C20orf85
sg_8516_2,ITGA8
sg_11011_3,TLK2
sg_5225_3,PGC
sg_1639_4,DCTN1
sg_2140_4,EYA3
sg_23162_4,MAPK8IP3
sg_153222_3,CREBRF
sg_151112_4,ZSWIM2
sg_219771_1,CCNY
sg_11269_3,DDX19B
sg_23471_1,TRAM1
sg_80177_4,MYCT1
sg_1982_1,EIF4G2
sg_9940_2,DLEC1
sg_57688_4,ZSWIM6
sg_64223_2,MLST8
sg_80745_1,THUMPD2
sg_10158_2,PDZK1IP1
sg_89886_4,SLAMF9
sg_29123_2,ANKRD11
sg_9255_1,AIMP1
sg_284427_2,SLC25A41
sg_308_4,ANXA5
sg_8733_2,GPAA1
sg_376940_3,ZC3H6
sg_10944_3,C11orf58
sg_26036_4,ZNF451
sg_1579_2,CYP4A11
sg_NTC_350,Non_Targeting_Control_350
sg_55326_2,AGPAT5
sg_81855_2,SFXN3
sg_4146_3,MATN1
sg_84897_1,TBRG1
sg_2765_1,GML
sg_6323_4,SCN1A
sg_91409_4,CCDC74B
sg_81691_1,LOC81691
sg_79723_4,SUV39H2
sg_22889_2,KIAA0907
sg_23317_4,DNAJC13
sg_653121_4,ZBTB8A
sg_55350_4,VNN3
sg_85359_4,DGCR6L
sg_51091_1,SEPSECS
sg_340061_3,TMEM173
sg_29988_4,SLC2A8
sg_202052_4,DNAJC18
sg_863_2,CBFA2T3
sg_2641_3,GCG
sg_140625_2,ACTRT2
sg_1212_4,CLTB
sg_114827_4,FHAD1
sg_197257_4,LDHD
sg_56666_4,PANX2
sg_3693_3,ITGB5
sg_9832_1,JAKMIP2
sg_8698_4,S1PR4
sg_121551_4,BTBD11
sg_338324_1,S100A7A
sg_1288_2,COL4A6
