sgrna,gene
sg_51143_2,DYNC1LI1
sg_8202_4,NCOA3
sg_121536_4,AEBP2
sg_26276_1,VPS33B
sg_100130967_3,C6orf99
sg_400735_2,PRAMEF4
sg_116842_4,LEAP2
sg_3035_3,HARS
sg_NTC_300,Non_Targeting_Control_300
sg_5551_2,PRF1
sg_100131137_2,BSPH1
sg_56107_4,PCDHGA9
sg_57555_3,NLGN2
sg_100506564_3,THEGL
sg_3356_4,HTR2A
sg_865_4,CBFB
sg_22876_2,INPP5F
sg_6418_2,SET
sg_59286_4,UBL5
sg_130612_4,TMEM198
sg_400566_2,C17orf97
sg_6330_4,SCN4B
sg_7472_4,WNT2
sg_5520_1,PPP2R2A
sg_NTC_902,Non_Targeting_Control_902
sg_116225_2,ZMYND19
sg_3083_2,HGFAC
sg_118460_1,EXOSC6
sg_10272_2,FSTL3
sg_253959_1,RALGAPA1
sg_5983_4,RFC3
sg_728047_1,GOLGA8O
sg_55081_1,IFT57
sg_22983_1,MAST1
sg_55720_1,TSR1
sg_51284_3,TLR7
sg_3625_4,INHBB
sg_57864_1,SLC46A2
sg_51534_4,VTA1
sg_53826_2,FXYD6
sg_57691_1,KIAA1586
sg_81871_4,KRTAP4-6
sg_929_4,CD14
sg_6227_2,RPS21
sg_114928_2,GPRASP2
sg_284129_1,SLC26A11
sg_9112_1,MTA1
sg_9481_3,SLC25A27
sg_494143_1,CHAC2
sg_89765_4,RSPH1
sg_79932_1,KIAA0319L
sg_54556_4,ING3
sg_56261_4,GPCPD1
sg_2792_2,GNGT1
sg_343702_3,XKR7
sg_163782_4,KANK4
sg_8771_2,TNFRSF6B
sg_346_4,APOC4
sg_93082_2,NEURL3
sg_153478_4,PLEKHG4B
sg_26175_2,TMEM251
sg_51684_2,SUFU
sg_765_4,CA6
sg_27175_1,TUBG2
sg_53615_3,MBD3
sg_10011_4,SRA1
sg_80122_3,MAP3K19
sg_85455_1,DISP2
sg_56894_2,AGPAT3
sg_4922_3,NTS
sg_5228_4,PGF
sg_4289_1,MKLN1
sg_2863_3,GPR39
sg_10911_4,UTS2
sg_1043_3,CD52
sg_1457_3,CSNK2A1
sg_83982_4,IFI27L2
sg_56922_1,MCCC1
sg_4921_2,DDR2
sg_8021_1,NUP214
sg_340533_1,KIAA2022
sg_7325_2,UBE2E2
sg_6573_3,SLC19A1
sg_3127_1,HLA-DRB5
sg_64600_2,PLA2G2F
sg_9852_2,EPM2AIP1
sg_89839_2,ARHGAP11B
sg_79919_2,C2orf54
sg_6391_2,SDHC
sg_283420_4,CLEC9A
sg_29105_1,CFAP20
sg_84671_2,ZNF347
sg_24138_1,IFIT5
sg_643418_2,LIPN
sg_79589_3,RNF128
sg_142686_1,ASB14
sg_27244_2,SESN1
sg_348303_1,SELV
sg_389816_4,LRRC26
sg_89766_4,UMODL1
sg_353376_3,TICAM2
sg_284131_1,ENDOV
sg_25822_1,DNAJB5
sg_22902_4,RUFY3
sg_5595_3,MAPK3
sg_10319_4,LAMC3
sg_84251_4,SGIP1
sg_150696_2,PROM2
sg_91662_4,NLRP12
sg_4818_4,NKG7
sg_338821_4,SLCO1B7
sg_5199_3,CFP
sg_56967_1,C14orf132
sg_51382_3,ATP6V1D
sg_23683_1,PRKD3
sg_1113_4,CHGA
sg_26173_3,INTS1
sg_26959_3,HBP1
sg_54974_2,THG1L
sg_388969_3,C2orf68
sg_7134_4,TNNC1
sg_127255_1,LRRIQ3
sg_152789_3,JAKMIP1
sg_387882_4,C12orf75
sg_84190_4,METTL25
sg_166815_4,TIGD2
sg_81492_2,RSPH6A
sg_4868_2,NPHS1
sg_146845_4,CFAP52
sg_23466_2,CBX6
sg_89866_4,SEC16B
sg_56667_2,MUC13
sg_5876_3,RABGGTB
sg_2566_3,GABRG2
sg_163589_1,TDRD5
sg_3749_1,KCNC4
sg_3024_2,HIST1H1A
sg_55704_2,CCDC88A
sg_56946_4,C11orf30
sg_5504_3,PPP1R2
sg_26330_4,GAPDHS
sg_51310_3,SLC22A17
sg_114900_1,C1QTNF4
sg_5346_3,PLIN1
sg_22909_2,FAN1
sg_2295_2,FOXF2
sg_5973_2,RENBP
sg_51074_4,APIP
sg_8027_3,STAM
sg_6815_1,STYX
sg_6119_4,RPA3
sg_353164_1,TAS2R42
sg_2762_2,GMDS
sg_642612_4,TRIM49C
sg_154810_4,AMOTL1
sg_9674_1,KIAA0040
sg_9792_1,SERTAD2
sg_11328_3,FKBP9
sg_708_4,C1QBP
sg_153769_4,SH3RF2
sg_26254_2,OPTC
sg_3441_1,IFNA4
sg_284110_2,GSDMA
sg_26229_2,B3GAT3
sg_378951_4,RBMY1J
sg_11046_4,SLC35D2
sg_400120_3,SERTM1
sg_1075_3,CTSC
sg_8260_2,NAA10
sg_389602_4,LOC389602
sg_29842_3,TFCP2L1
sg_125988_4,C19orf70
sg_57728_3,WDR19
sg_127665_4,ZNF648
sg_55274_1,PHF10
sg_139886_2,SPIN4
sg_727684_1,C1orf195
sg_378884_1,NHLRC1
sg_342574_1,KRT27
sg_729440_3,CCDC61
sg_55691_1,FRMD4A
sg_2538_1,G6PC
sg_203074_1,PRSS55
sg_5356_4,PLRG1
sg_55236_1,UBA6
sg_54165_2,DCUN1D1
sg_134492_2,NUDCD2
sg_113115_1,MTFR2
sg_286223_4,C9orf47
sg_114823_4,LENG8
sg_57135_4,DAZ4
sg_378950_2,RBMY1E
sg_54861_3,SNRK
sg_5606_1,MAP2K3
sg_92086_2,GGTLC1
sg_8879_1,SGPL1
sg_132160_4,PPM1M
sg_122042_3,RXFP2
sg_164633_1,CABP7
sg_889_4,KRIT1
sg_83699_4,SH3BGRL2
sg_1112_2,FOXN3
sg_283643_2,C14orf80
sg_282617_1,IFNL3
sg_10398_2,MYL9
sg_54514_3,DDX4
sg_80342_3,TRAF3IP3
sg_100463486_2,MTRNR2L8
sg_4201_2,MEA1
sg_92344_3,GORAB
sg_5694_2,PSMB6
sg_3743_4,KCNA7
sg_79805_1,VASH2
sg_676_2,BRDT
sg_155061_3,ZNF746
sg_8796_2,SCEL
sg_727832_2,GOLGA6L6
sg_144347_3,FAM101A
sg_25828_1,TXN2
sg_51142_2,CHCHD2
sg_7299_1,TYR
sg_1404_4,HAPLN1
sg_5604_2,MAP2K1
sg_114785_1,MBD6
sg_9847_4,C2CD5
sg_163255_2,ZNF540
sg_55257_4,MRGBP
sg_2064_4,ERBB2
sg_63901_4,FAM111A
sg_57210_3,SLC45A4
sg_441161_4,OOEP
sg_64100_2,ELSPBP1
sg_2006_4,ELN
sg_26526_2,TSPAN16
sg_728116_4,ZBTB8B
sg_79157_2,MFSD11
sg_6158_1,RPL28
sg_8050_3,PDHX
sg_10481_4,HOXB13
sg_60482_3,SLC5A7
sg_10900_2,RUNDC3A
sg_389762_4,SPATA31D3
sg_9980_4,DOPEY2
sg_2150_2,F2RL1
sg_4109_1,MAGEA10
sg_23030_1,KDM4B
sg_285193_1,DUSP28
sg_170627_4,XAGE5
sg_81793_1,TLR10
sg_3038_4,HAS3
sg_653464_1,SRGAP2C
sg_3835_3,KIF22
sg_11030_2,RBPMS
sg_118881_1,COMTD1
sg_6419_2,SETMAR
sg_26035_3,GLCE
sg_64377_4,CHST8
sg_51439_1,FAM8A1
sg_9027_2,NAT8
sg_127495_1,LRRC39
sg_140462_2,ASB9
sg_27145_4,FILIP1
sg_26984_3,SEC22A
sg_253782_3,CERS6
sg_8856_2,NR1I2
sg_81494_4,CFHR5
sg_79091_3,METTL22
sg_50613_1,UBQLN3
sg_26525_2,IL36RN
sg_322_2,APBB1
sg_57529_1,RGAG1
sg_23654_4,PLXNB2
sg_56155_1,TEX14
sg_140458_2,ASB5
sg_25970_4,SH2B1
sg_84128_3,WDR75
sg_57456_4,KIAA1143
sg_8738_4,CRADD
sg_387804_4,VSTM5
sg_7264_1,TSTA3
sg_6208_2,RPS14
sg_9469_4,CHST3
sg_101927581_2,CCDC182
sg_80023_3,NRSN2
sg_79912_2,PYROXD1
sg_79269_3,DCAF10
sg_890_1,CCNA2
sg_54915_1,YTHDF1
sg_100507608_1,KRTAP9-6
sg_221908_3,PPP1R35
sg_221895_3,JAZF1
sg_94122_3,SYTL5
sg_148327_2,CREB3L4
sg_1917_1,EEF1A2
sg_90592_1,ZNF700
sg_6189_3,RPS3A
sg_238_3,ALK
sg_28998_3,MRPL13
sg_126308_2,MOB3A
sg_128434_1,VSTM2L
sg_643904_2,RNF222
sg_8861_3,LDB1
sg_4999_1,ORC2
sg_282770_3,OR10AG1
sg_53917_4,RAB24
sg_5707_1,PSMD1
sg_5315_1,PKM
sg_8650_3,NUMB
sg_9278_2,ZBTB22
sg_5740_2,PTGIS
sg_2954_2,GSTZ1
sg_138151_2,NACC2
sg_29114_4,TAGLN3
sg_51077_1,FCF1
sg_401207_1,C5orf63
sg_5527_4,PPP2R5C
sg_5015_4,OTX2
sg_390594_4,KBTBD13
sg_387695_4,C10orf99
sg_6302_1,TSPAN31
sg_25759_2,SHC2
sg_3430_3,IFI35
sg_6926_4,TBX3
sg_1741_2,DLG3
sg_23253_2,ANKRD12
sg_64714_3,PDIA2
sg_317762_1,CCDC85C
sg_400713_1,ZNF880
sg_285343_4,TCAIM
sg_9148_1,NEURL1
sg_128864_4,C20orf144
sg_85397_3,RGS8
sg_387119_3,CEP85L
sg_79719_2,AAGAB
sg_8536_2,CAMK1
sg_1012_2,CDH13
sg_85464_1,SSH2
sg_26267_3,FBXO10
sg_149483_2,CCDC17
sg_55798_1,METTL2B
sg_646457_1,C19orf67
sg_1290_1,COL5A2
sg_57801_3,HES4
sg_7866_1,IFRD2
sg_55745_3,AP5M1
sg_27102_2,EIF2AK1
sg_26276_4,VPS33B
sg_3622_3,ING2
sg_6954_4,TCP11
sg_200205_1,IBA57
sg_8650_1,NUMB
sg_389125_3,MUSTN1
sg_63973_2,NEUROG2
sg_53616_1,ADAM22
sg_284904_4,SEC14L4
sg_1395_4,CRHR2
sg_56479_1,KCNQ5
sg_150159_3,SLC9B1
sg_471_4,ATIC
sg_23385_3,NCSTN
sg_1361_1,CPB2
sg_80243_2,PREX2
sg_100131980_2,ZNF705G
sg_26003_3,GORASP2
sg_22927_2,HABP4
sg_9777_3,TM9SF4
sg_6804_4,STX1A
sg_27179_2,IL36A
sg_10586_4,MAB21L2
sg_90204_1,ZSWIM1
sg_158135_1,TTLL11
sg_203547_4,VMA21
sg_200726_3,LOC200726
sg_55924_3,FAM212B
sg_594857_2,NPS
sg_3590_4,IL11RA
sg_51388_2,NIP7
sg_113457_4,TUBA3D
sg_340252_1,ZNF680
sg_203259_1,FAM219A
sg_79865_2,TREML2
sg_85457_1,CIPC
sg_5884_1,RAD17
sg_221037_3,JMJD1C
sg_10_1,NAT2
sg_117579_3,RLN3
sg_9057_2,SLC7A6
sg_51028_4,VPS36
sg_56062_3,KLHL4
sg_1329_4,COX5B
sg_5600_3,MAPK11
sg_90324_3,CCDC97
sg_119679_1,OR52J3
sg_80207_4,OPA3
sg_284067_1,C17orf105
sg_5859_4,QARS
sg_26034_4,IPCEF1
sg_221830_2,TWISTNB
sg_201780_4,SLC10A4
sg_90527_3,DUOXA1
sg_24149_3,ZNF318
sg_150962_3,PUS10
sg_4881_3,NPR1
sg_2947_3,GSTM3
sg_81847_2,RNF146
sg_22824_2,HSPA4L
sg_57818_2,G6PC2
sg_80335_2,WDR82
sg_80709_3,AKNA
sg_401258_3,RAB44
sg_254251_3,LCORL
sg_8666_2,EIF3G
sg_113277_4,TMEM106A
sg_150737_3,TTC30B
sg_123811_3,FOPNL
sg_23231_4,SEL1L3
sg_1725_3,DHPS
sg_25966_4,C2CD2
sg_10225_2,CD96
sg_115330_4,GPR146
sg_5167_4,ENPP1
sg_9736_3,USP34
sg_1776_3,DNASE1L3
sg_129293_4,TRABD2A
sg_400736_3,LOC400736
sg_63928_4,CHP2
sg_84867_2,PTPN5
sg_57326_2,PBXIP1
sg_5193_2,PEX12
sg_3014_2,H2AFX
sg_157773_1,C8orf48
sg_29777_2,ABT1
sg_729967_3,MORN2
sg_6773_3,STAT2
sg_3238_3,HOXD12
sg_5394_3,EXOSC10
sg_23536_2,ADAT1
sg_282890_3,ZNF311
sg_124_1,ADH1A
sg_153643_2,FAM81B
sg_51776_1,ZAK
sg_51264_4,MRPL27
sg_23527_2,ACAP2
sg_246329_1,STAC3
sg_1845_4,DUSP3
sg_23603_4,CORO1C
sg_10069_3,RWDD2B
sg_2975_1,GTF3C1
sg_83844_4,USP26
sg_11135_4,CDC42EP1
sg_27132_2,CPNE7
sg_9616_4,RNF7
sg_387923_2,SERP2
sg_256148_2,OR4S1
sg_51205_1,ACP6
sg_57151_1,LYZL6
sg_55010_3,PARPBP
sg_9074_3,CLDN6
sg_11094_4,CACFD1
sg_55346_2,TCP11L1
sg_9645_3,MICAL2
sg_51176_1,LEF1
sg_4810_4,NHS
sg_56979_2,PRDM9
sg_117143_3,TADA1
sg_132203_2,SNTN
sg_166929_4,SGMS2
sg_388323_2,GLTPD2
sg_54328_2,GPR173
sg_147372_1,CCBE1
sg_284656_2,EPHA10
sg_949_2,SCARB1
sg_11100_4,HNRNPUL1
sg_5570_1,PKIB
sg_11281_4,POU6F2
sg_7301_1,TYRO3
sg_100133053_2,CXorf51B
sg_5961_2,PRPH2
sg_66005_3,CHID1
sg_4689_2,NCF4
sg_23584_2,VSIG2
sg_23347_1,SMCHD1
sg_2710_1,GK
sg_9877_4,ZC3H11A
sg_9867_4,PJA2
sg_10631_4,POSTN
sg_164592_2,CCDC116
sg_83446_4,CCDC70
sg_1763_2,DNA2
sg_10249_2,GLYAT
sg_7405_1,UVRAG
sg_3061_4,HCRTR1
sg_2661_4,GDF9
sg_65062_2,TMEM237
sg_4619_4,MYH1
sg_250_2,ALPP
sg_84245_1,MRI1
sg_90070_2,LACRT
sg_153770_1,PLAC8L1
sg_4885_2,NPTX2
sg_5738_4,PTGFRN
sg_23637_4,RABGAP1
sg_2139_2,EYA2
sg_56676_3,ASCL3
sg_5744_3,PTHLH
sg_285755_1,PPIL6
sg_3695_4,ITGB7
sg_257177_2,CFAP126
sg_26011_2,TENM4
sg_10079_1,ATP9A
sg_84912_1,SLC35B4
sg_84270_2,C9orf89
sg_2838_3,GPR15
sg_57645_1,POGK
sg_29893_2,PSMC3IP
sg_56132_3,PCDHB3
sg_644_1,BLVRA
sg_139793_3,PAGE3
sg_55632_3,G2E3
sg_5708_4,PSMD2
sg_51244_4,CCDC174
sg_22999_2,RIMS1
sg_1762_3,DMWD
sg_89890_4,KBTBD6
sg_340385_4,ZNF517
sg_100288801_4,FRG2C
sg_732_2,C8B
sg_79762_1,C1orf115
sg_51633_3,OTUD6B
sg_100528030_4,POC1B-GALNT4
sg_644943_1,RASSF10
sg_8870_4,IER3
sg_6542_2,SLC7A2
sg_390113_2,OR4X1
sg_3567_1,IL5
sg_54439_3,RBM27
sg_201625_3,DNAH12
sg_5998_2,RGS3
sg_3993_4,LLGL2
sg_375444_2,C5orf34
sg_3043_1,HBB
sg_91653_1,BOC
sg_9026_1,HIP1R
sg_7047_1,TGM4
sg_83787_4,ARMC10
sg_284723_1,SLC25A34
sg_51507_4,RTFDC1
sg_1758_2,DMP1
sg_1551_3,CYP3A7
sg_55365_4,TMEM176A
sg_222962_4,SLC29A4
sg_4898_2,NRD1
sg_53344_1,CHIC1
sg_5999_1,RGS4
sg_56647_3,BCCIP
sg_23650_2,TRIM29
sg_442319_3,ZNF727
sg_26017_3,FAM32A
sg_1850_2,DUSP8
sg_63899_2,NSUN3
sg_150160_2,CCT8L2
sg_26291_4,FGF21
sg_284266_3,SIGLEC15
sg_2572_1,GAD2
sg_64761_1,PARP12
sg_50674_2,NEUROG3
sg_255738_1,PCSK9
sg_90993_2,CREB3L1
sg_55612_1,FERMT1
sg_157807_2,CLVS1
sg_10600_1,USP16
sg_55032_1,SLC35A5
sg_10535_4,RNASEH2A
sg_4317_3,MMP8
sg_23435_2,TARDBP
sg_6474_4,SHOX2
sg_57396_2,CLK4
sg_1453_2,CSNK1D
sg_145788_1,C15orf65
sg_388588_2,SMIM1
sg_55226_4,NAT10
sg_6363_3,CCL19
sg_27340_2,UTP20
sg_2673_4,GFPT1
sg_55236_2,UBA6
sg_2776_2,GNAQ
sg_3586_3,IL10
sg_29082_4,CHMP4A
sg_23155_3,CLCC1
sg_2150_3,F2RL1
sg_51059_2,FAM135B
sg_55527_4,FEM1A
sg_9263_3,STK17A
sg_347744_1,C6orf52
sg_3268_1,AGFG2
sg_2896_4,GRN
sg_23474_3,ETHE1
sg_2200_3,FBN1
sg_81543_1,LRRC3
sg_26022_1,TMEM98
sg_8403_1,SOX14
sg_84173_4,ELMOD3
sg_10978_2,CLP1
sg_9464_1,HAND2
sg_64101_2,LRRC4
sg_57449_1,PLEKHG5
sg_29986_1,SLC39A2
sg_3977_3,LIFR
sg_10732_3,TCFL5
sg_170082_4,TCEANC
sg_93134_2,ZNF561
sg_7691_3,ZNF132
sg_257415_4,FAM133B
sg_5434_4,POLR2E
sg_900_4,CCNG1
sg_780776_4,TVP23A
sg_26523_4,AGO1
sg_10129_2,FRY
sg_9659_2,PDE4DIP
sg_285555_4,STPG2
sg_8227_4,AKAP17A
sg_6102_1,RP2
sg_1368_3,CPM
sg_4297_1,KMT2A
sg_132720_2,C4orf32
sg_283849_3,EXOC3L1
sg_6540_2,SLC6A13
sg_255809_1,C19orf38
sg_55867_1,SLC22A11
sg_3702_4,ITK
sg_26492_4,OR8G2
sg_278_3,AMY1C
sg_6691_3,SPINK2
sg_137902_4,PXDNL
sg_4046_3,LSP1
sg_22865_4,SLITRK3
sg_20_1,ABCA2
sg_100130311_1,C17orf107
sg_10142_4,AKAP9
sg_57636_4,ARHGAP23
sg_374739_4,TEPP
sg_23057_2,NMNAT2
sg_1200_3,TPP1
sg_162239_1,ZFP1
sg_23641_4,LDOC1
sg_7305_3,TYROBP
sg_9853_3,RUSC2
sg_2495_1,FTH1
sg_22954_1,TRIM32
sg_29993_4,PACSIN1
sg_51013_3,EXOSC1
sg_11022_3,TDRKH
sg_80270_1,HSD3B7
sg_401535_1,C9orf170
sg_387837_4,CLEC12B
sg_2023_4,ENO1
sg_55266_2,TMEM19
sg_11344_4,TWF2
sg_213_3,ALB
sg_131583_1,FAM43A
sg_8665_4,EIF3F
sg_64431_1,ACTR6
sg_644414_2,DEFB131
sg_348327_2,ZNF530
sg_9771_1,RAPGEF5
sg_9743_4,ARHGAP32
sg_55421_2,C17orf85
sg_345611_1,IRGM
sg_5555_3,PRH2
sg_54059_1,YBEY
sg_11280_4,SCN11A
sg_8893_3,EIF2B5
sg_1687_2,DFNA5
sg_283093_2,OR4C12
sg_80148_2,PQLC1
sg_79080_4,CCDC86
sg_51729_1,WBP11
sg_10425_1,ARIH2
sg_222229_1,LRWD1
sg_4000_2,LMNA
sg_23647_2,ARFIP2
sg_26261_3,FBXO24
sg_114876_2,OSBPL1A
sg_51534_3,VTA1
sg_729759_1,OR4F29
sg_54881_1,TEX10
sg_55298_3,RNF121
sg_134526_3,ACOT12
sg_375287_3,RBM43
sg_55009_3,C19orf24
sg_509_2,ATP5C1
sg_5209_3,PFKFB3
sg_6125_1,RPL5
sg_79501_2,OR4F5
sg_345930_2,ECT2L
sg_3207_4,HOXA11
sg_113791_3,PIK3IP1
sg_56888_4,KCMF1
sg_54879_4,ST7L
sg_9180_2,OSMR
sg_64983_2,MRPL32
sg_3881_1,KRT31
sg_8239_1,USP9X
sg_128497_4,SPATA25
sg_375607_3,NAT16
sg_8643_2,PTCH2
sg_6827_3,SUPT4H1
sg_80019_1,UBTD1
sg_128646_4,SIRPD
sg_54984_1,PINX1
sg_51248_2,PDZD11
sg_8560_4,DEGS1
sg_728568_4,C12orf73
sg_4990_3,SIX6
sg_5127_1,CDK16
sg_283160_3,OR8D2
sg_421_3,ARVCF
sg_51270_2,TFDP3
sg_84926_3,SPRYD3
sg_84665_3,MYPN
sg_64802_1,NMNAT1
sg_3009_3,HIST1H1B
sg_5863_4,RGL2
sg_10587_1,TXNRD2
sg_83884_1,SLC25A2
sg_84272_2,YIPF4
sg_26259_1,FBXW8
sg_2125_2,EVPL
sg_7171_3,TPM4
sg_200894_4,ARL13B
sg_11123_3,RCAN3
sg_10467_1,ZNHIT1
sg_9087_4,TMSB4Y
sg_91694_1,LONRF1
sg_55023_4,PHIP
sg_10633_1,RASL10A
sg_81_4,ACTN4
sg_25987_3,TSKU
sg_5204_2,PFDN5
sg_1427_1,CRYGS
sg_103_2,ADAR
sg_84262_1,PSMG3
sg_23169_4,SLC35D1
sg_200942_4,KLHDC8B
sg_8867_2,SYNJ1
sg_875_2,CBS
sg_9589_1,WTAP
sg_4729_4,NDUFV2
sg_100287513_2,USP17L22
sg_87769_3,GGACT
sg_401720_3,FIGNL2
sg_56101_4,PCDHGB5
sg_10735_1,STAG2
sg_152503_2,SH3D19
sg_131890_3,GRK7
sg_11065_4,UBE2C
sg_11235_3,PDCD10
sg_143162_2,FRMPD2
sg_55005_3,RMND1
sg_4820_1,NKTR
sg_51329_1,ARL6IP4
sg_199990_4,C1orf86
sg_10076_3,PTPRU
sg_169355_3,IDO2
sg_27032_1,ATP2C1
sg_2494_4,NR5A2
sg_5434_3,POLR2E
sg_440515_2,ZNF506
sg_5754_3,PTK7
sg_1397_4,CRIP2
sg_387338_3,NSUN4
sg_9685_2,CLINT1
sg_2885_4,GRB2
sg_8809_4,IL18R1
sg_3358_3,HTR2C
sg_29107_4,NXT1
sg_7711_3,ZNF155
sg_55967_4,NDUFA12
sg_84239_3,ATP13A4
sg_65997_2,RASL11B
sg_653550_4,TP53TG3C
sg_85280_2,KRTAP9-4
sg_286053_3,NSMCE2
sg_55357_3,TBC1D2
sg_93349_1,SP140L
sg_79711_2,IPO4
sg_3716_3,JAK1
sg_6894_3,TARBP1
sg_130813_1,C2orf50
sg_653509_4,SFTPA1
sg_84287_3,ZDHHC16
sg_219995_2,MS4A15
sg_3356_2,HTR2A
sg_2100_3,ESR2
sg_4893_1,NRAS
sg_277_2,AMY1B
sg_55471_4,NDUFAF7
sg_51747_1,LUC7L3
sg_401494_3,HACD4
sg_7289_3,TULP3
sg_3746_1,KCNC1
sg_6498_4,SKIL
sg_150165_2,XKR3
sg_8570_2,KHSRP
sg_1620_2,BRINP1
sg_131873_2,COL6A6
sg_284349_2,ZNF283
sg_80864_3,EGFL8
sg_1657_2,DMXL1
sg_4826_3,NNAT
sg_273_3,AMPH
sg_4335_3,MNT
sg_10417_3,SPON2
sg_83692_3,CD99L2
sg_1262_3,CNGA4
sg_1759_4,DNM1
sg_10726_3,NUDC
sg_83855_2,KLF16
sg_57565_1,KLHL14
sg_50807_4,ASAP1
sg_8708_4,B3GALT1
sg_219464_4,OR5T2
sg_142689_3,ASB12
sg_3811_3,KIR3DL1
sg_220359_3,TIGD3
sg_50636_4,ANO7
sg_10261_1,IGSF6
sg_282996_2,RBM20
sg_1010_2,CDH12
sg_7222_1,TRPC3
sg_34_1,ACADM
sg_64283_2,ARHGEF28
sg_168975_2,CNBD1
sg_120586_4,OR8I2
sg_92815_1,HIST3H2A
sg_167681_2,PRSS35
sg_170825_4,GSX2
sg_64805_2,P2RY12
sg_57231_4,SNX14
sg_220388_1,CCDC89
sg_388697_3,HRNR
sg_83595_3,SOX7
sg_401562_2,LCNL1
sg_23484_2,LEPROTL1
sg_84645_2,C22orf23
sg_79780_4,CCDC82
sg_7932_2,OR2H2
sg_374946_3,DRAXIN
sg_91947_2,ARRDC4
sg_220869_3,CBWD5
sg_643161_3,FAM25A
sg_84901_1,NFATC2IP
sg_4259_4,MGST3
sg_285636_1,C5orf51
sg_10409_4,BASP1
sg_440699_3,LRRC52
sg_51734_3,MSRB1
sg_27286_3,SRPX2
sg_340900_1,EBLN1
sg_728661_4,SLC35E2B
sg_84964_1,ALKBH6
sg_1846_2,DUSP4
sg_54623_4,PAF1
sg_7301_4,TYRO3
sg_433_1,ASGR2
sg_130399_1,ACVR1C
sg_140873_2,C20orf173
sg_84465_3,MEGF11
sg_1527_1,TEX28
sg_728393_4,USP17L27
sg_56606_4,SLC2A9
sg_2166_3,FAAH
sg_7180_2,CRISP2
sg_8427_3,ZNF282
sg_6358_2,CCL14
sg_390992_4,HES3
sg_399818_1,METTL10
sg_2181_2,ACSL3
sg_7508_2,XPC
sg_83666_3,PARP9
sg_10081_2,PDCD7
sg_10207_3,INADL
sg_10732_4,TCFL5
sg_5255_4,PHKA1
sg_23335_2,WDR7
sg_54932_1,EXD3
sg_26585_2,GREM1
sg_728833_1,FAM72D
sg_89_2,ACTN3
sg_3083_4,HGFAC
sg_10773_4,ZBTB6
sg_128486_2,FITM2
sg_441054_3,C4orf47
sg_81579_1,PLA2G12A
sg_5154_2,PDGFA
sg_10924_3,SMPDL3A
sg_6288_4,SAA1
sg_8471_3,IRS4
sg_132884_3,EVC2
sg_9397_2,NMT2
sg_23457_3,ABCB9
sg_3397_1,ID1
sg_8329_4,HIST1H2AI
sg_79364_3,ZXDC
sg_120237_3,DBX1
sg_5257_3,PHKB
sg_23741_4,EID1
sg_54848_4,ARHGEF38
sg_259296_3,TAS2R50
sg_8701_3,DNAH11
sg_80216_4,ALPK1
sg_57176_3,VARS2
sg_81033_3,KCNH6
sg_79772_2,MCTP1
sg_140689_2,CBLN4
sg_1285_2,COL4A3
sg_51523_3,CXXC5
sg_26173_4,INTS1
sg_3301_1,DNAJA1
sg_3827_1,KNG1
sg_8884_1,SLC5A6
sg_140838_1,NANP
sg_6457_4,SH3GL3
sg_26030_2,PLEKHG3
sg_8436_4,SDPR
sg_7462_1,LAT2
sg_6619_3,SNAPC3
sg_96459_1,FNIP1
sg_83931_1,STK40
sg_729447_3,GAGE2A
sg_4543_3,MTNR1A
sg_342850_4,ANKRD62
sg_51596_4,CUTA
sg_9837_2,GINS1
sg_57459_3,GATAD2B
sg_5816_2,PVALB
sg_284361_4,EMC10
sg_11343_2,MGLL
sg_56658_2,TRIM39
sg_1593_2,CYP27A1
sg_80150_1,ASRGL1
sg_23230_4,VPS13A
sg_7227_4,TRPS1
sg_81856_2,ZNF611
sg_3232_4,HOXD3
sg_134_1,ADORA1
sg_170961_1,ANKRD24
sg_1258_2,CNGB1
sg_57045_2,TWSG1
sg_5936_1,RBM4
sg_10124_3,ARL4A
sg_27244_4,SESN1
sg_1791_4,DNTT
sg_22872_3,SEC31A
sg_51768_3,TM7SF3
sg_83892_1,KCTD10
sg_79706_3,PRKRIP1
sg_4150_2,MAZ
sg_5931_2,RBBP7
sg_7314_1,UBB
sg_54842_1,MFSD6
sg_5201_3,PFDN1
sg_60598_1,KCNK15
sg_284309_2,ZNF776
sg_64225_1,ATL2
sg_25828_4,TXN2
sg_8553_1,BHLHE40
sg_50964_3,SOST
sg_8647_1,ABCB11
sg_149647_1,FAM71A
sg_6132_3,RPL8
sg_646962_2,HRCT1
sg_56474_2,CTPS2
sg_55786_1,ZNF415
sg_5224_1,PGAM2
sg_134728_1,IRAK1BP1
sg_1906_4,EDN1
sg_10383_3,TUBB4B
sg_138474_2,TAF1L
sg_10629_4,TAF6L
sg_57172_3,CAMK1G
sg_400120_4,SERTM1
sg_25778_1,DSTYK
sg_50848_1,F11R
sg_254170_4,FBXO33
sg_3910_2,LAMA4
sg_54760_3,PCSK4
sg_2641_4,GCG
sg_2063_1,NR2F6
sg_8507_3,ENC1
sg_11163_3,NUDT4
sg_121793_1,TEX29
sg_56884_1,FSTL5
sg_54619_3,CCNJ
sg_54212_1,SNTG1
sg_201161_4,CENPV
sg_84230_3,LRRC8C
sg_388407_4,C17orf82
sg_503618_4,DEFB104B
sg_26750_4,RPS6KC1
sg_64219_4,PJA1
sg_55248_1,TMEM206
sg_6363_4,CCL19
