sgrna,U2OS
sg_80115_3,-0.13306651352561621
sg_8335_1,0.14571078903727544
sg_374407_1,-0.10723441784213451
sg_22866_2,0.09920502082908345
sg_2537_1,-0.20569230003013267
sg_5149_1,-0.09186057640989663
sg_208_3,0.23221053797389177
sg_57677_4,-0.06825578667814934
sg_10549_2,-0.01940906004171602
sg_65265_1,0.22514726103778201
sg_10910_1,-0.28470537797232814
sg_145282_3,0.12589359445548187
sg_27159_1,-0.20459142915614165
sg_51287_1,-0.0954146257039188
sg_27329_2,0.17467032799005222
sg_163126_3,-0.2490373865236899
sg_799_2,0.12494585254036121
sg_56850_2,-0.058327718761438115
sg_3237_2,-0.21948019002526076
sg_56098_4,0.16549862649270547
sg_2060_2,0.2044498256868202
sg_116985_3,-0.17268989357037867
sg_9546_2,0.0021176956172345857
sg_122553_1,0.16999654689989807
sg_339766_1,0.20227787415082224
sg_4286_1,-0.09869139699545618
sg_90019_1,0.0507506533231576
sg_9313_4,0.1595078691274376
sg_2787_4,-0.1222130202885374
sg_147670_4,-0.20357430058140435
sg_57178_2,0.12967318305969386
sg_1495_1,-0.005230008241552288
sg_57215_3,0.04880221245352051
sg_8648_1,0.07851965274838604
sg_6049_1,0.12012932841971054
sg_54543_3,-0.15517639590110552
sg_55007_1,0.050108139372472014
sg_440854_3,-0.28114022400189614
sg_337963_1,0.11813533641105992
sg_133619_4,0.36140767267384766
sg_57834_2,0.23331304402886732
sg_165324_1,0.005941073642588758
sg_3167_1,-0.2493052581533317
sg_117177_3,-0.07376118842313345
sg_2907_4,-0.062397766364664826
sg_57799_3,-0.24003503743456933
sg_54622_1,0.11281236562027384
sg_57582_2,-0.024075080109270626
sg_5420_1,0.1958153967643595
sg_7625_3,0.024136367758014136
sg_8505_1,-0.08671982572879108
sg_5874_2,0.0786978077443679
sg_219743_3,0.17957355659459526
sg_81853_2,0.0055569162556399244
sg_8295_1,0.05043536109688282
sg_1812_2,0.06878554237281079
sg_3233_1,-0.01954503454698131
sg_23169_1,0.11632877914701899
sg_55173_1,0.18161121179509251
sg_84220_2,-0.3606654543688662
sg_8325_2,0.06352319196658604
sg_4629_1,-0.0007569356022545312
sg_729873_3,-0.32165297469337045
sg_10863_2,0.013033676702797122
sg_NTC_342,0.006934260086798644
sg_5831_4,0.18297184217406764
sg_65082_2,-0.21802918824257123
sg_131578_1,0.02875503089276072
sg_8876_4,0.29996761139966505
sg_729420_4,0.03890988826883188
sg_11070_3,-0.011347093961630797
sg_148479_1,-0.030357184145481185
sg_624_4,0.10952588622835074
sg_2729_3,-0.11427716436549278
sg_27299_1,-0.008802674276141011
sg_6988_3,0.08428626984097964
sg_57501_4,-0.0607197862951381
sg_7053_1,-0.07580523038612687
sg_54657_1,0.10595422326152158
sg_100462983_4,-0.12351831540753472
sg_284098_3,-0.10060683826894501
sg_7414_3,0.030748406336856583
sg_115584_1,0.15081937089685574
sg_169693_2,0.018323399334112433
sg_169270_4,0.1355538564074571
sg_132160_4,0.06930125050204657
sg_54939_3,0.07107612165651604
sg_51304_3,0.0829732001277841
sg_146923_1,-0.005583499107126357
sg_64901_2,0.10747241311309853
sg_29984_1,-0.08335259342538019
sg_1571_2,0.45604927869710954
sg_3809_3,-0.17368512723052584
sg_59082_4,0.09553870458634686
sg_89122_1,0.08714786947963718
sg_9682_2,-0.0741682951640753
sg_2733_4,0.17758480941925472
sg_9839_4,0.14390541085558464
sg_10234_3,-0.010617033121561295
sg_1949_2,-0.07123304314284892
sg_79310_3,0.06604052583470645
sg_271_4,0.08097902919817106
sg_6780_2,0.10076077008782683
sg_375519_3,0.03434646733435615
sg_5817_4,0.07624269940581363
sg_54504_1,-0.16829709435475368
sg_51088_4,0.24623937693706804
sg_23029_3,-0.11143795114436474
sg_95681_1,0.047316116583051
sg_8409_1,0.053531927573173495
sg_27129_2,0.19588546040464383
sg_8303_3,0.009034157832714005
sg_91074_2,0.07429122619223763
sg_84871_1,0.08579760432123046
sg_2309_3,-0.03682370851460975
sg_10651_3,-0.1550713976224386
sg_7716_4,0.03451123081724075
sg_56996_3,-0.14932484818457573
sg_4723_4,-0.11686913402114518
sg_80228_2,0.09929068176949356
sg_375686_4,-0.09583362691858813
sg_254863_2,0.11935955922294662
sg_54544_1,0.09514121322484248
sg_4604_2,0.021002679395341832
sg_387695_3,0.0067333265135426
sg_123099_3,-0.21949121492199772
sg_92105_3,-0.2982447493288208
sg_9915_2,0.17353034655284402
sg_79442_3,0.1223810246146866
sg_55054_1,-0.09672099696537634
sg_56996_4,-0.05542001868149684
sg_10861_2,0.12095726912875059
sg_7068_2,0.047198960684309815
sg_23478_1,0.09247909638806952
sg_3351_4,-0.13451505720598875
sg_10600_1,-0.08522270794632839
sg_5569_4,-0.14769395759451645
sg_85456_1,0.15231289747122537
sg_653192_1,0.07399637018389794
sg_51286_2,0.16344539644007852
sg_29991_4,-0.07964922506760203
sg_134285_1,-0.007673938510554932
sg_155038_4,0.10059121510606357
sg_83475_1,0.07919919349005249
sg_26538_1,-0.03630163242944471
sg_11043_3,-0.12496917402473942
sg_1478_4,-0.06364018906372322
sg_NTC_569,0.006934260086798644
sg_283298_3,-0.07010095862504499
sg_56916_1,-0.2418409241966069
sg_145864_4,-0.002368766488177113
sg_374918_2,0.11277115420713336
sg_3376_1,0.3575202767709887
sg_646892_2,-0.2146817316032094
sg_389421_3,-0.10000271390116586
sg_56180_2,0.1084418781029466
sg_57415_3,-0.0609659302236527
sg_7319_4,-0.21570696901658512
sg_441376_4,0.0536369334896032
sg_431705_4,-0.44504847125298624
sg_688_4,0.0447246339058727
sg_284805_4,-0.1348300837157526
sg_126308_3,0.06142944219868509
sg_132204_1,0.005957919497238024
sg_64768_1,-0.12157425711844067
sg_79632_3,0.29816538618112576
sg_25814_4,-0.215324931834465
sg_388381_4,-0.036770862154519496
sg_55160_3,-0.09325749615554005
sg_4093_2,0.010512996768975706
sg_10055_1,0.15506883758491707
sg_83658_4,-0.0777790540036242
sg_3423_1,0.048249237693305906
sg_124402_1,0.03411546681573658
sg_9238_4,0.21241488052439567
sg_27233_1,-0.09741358273608186
sg_346528_3,0.09344205859378438
sg_4501_3,0.39687049072873326
sg_3696_3,0.09491220880986073
sg_8835_3,-0.03141363284120458
sg_26229_3,-0.04845148958719583
sg_3381_4,-0.14665416551787508
sg_79719_1,-0.13553614178887854
sg_5094_3,0.18532408852682764
sg_421_2,0.05553760105035036
sg_9184_4,0.07437393864289599
sg_3338_3,0.062115155225283845
sg_29970_2,-0.02758687096585883
sg_81628_1,0.13569452904858031
sg_219477_4,0.0953072155977476
sg_116085_1,0.04655294100980936
sg_3933_2,-0.0060239645741444695
sg_3817_2,-0.0032894161845876436
sg_4923_3,0.06717484309202168
sg_9084_4,0.018721684574654417
sg_56903_2,-0.10950409998311883
sg_10149_3,0.1271916092632526
sg_182_4,-0.04872222631317232
sg_4718_1,-0.0365465978447012
sg_1361_2,0.06531485802443139
sg_84966_3,0.07217987789080707
sg_116372_2,-0.07497199225290922
sg_3868_3,0.13195495616534203
sg_23529_2,0.21954678432843025
sg_84324_1,0.1178523491706654
sg_23462_2,-0.1744135608671404
sg_55110_1,0.23700115908756328
sg_108_2,0.13100814376582373
sg_7200_1,-0.07070449129086905
sg_4004_3,-0.07094145834194046
sg_283189_3,0.06188643325291429
sg_140688_2,0.17746628772242987
sg_57628_3,0.09466059525671702
sg_286464_2,-0.11926107271484318
sg_54968_3,0.15207367655367304
sg_24147_4,-0.11641406058558733
sg_23635_2,0.12567490359397265
sg_5966_1,0.012018288516047736
sg_79768_2,0.013806110161138202
sg_728358_2,0.0042097088442776005
sg_64174_4,0.06937909327536315
sg_339829_4,-0.15474437898580706
sg_646_4,-0.01731407941010884
sg_486_3,-0.06462970295985072
sg_6614_3,0.05724779856558494
sg_79003_2,0.10415325641690852
sg_283130_4,-0.09602045984272041
sg_23742_3,-0.0443816404207357
sg_441478_2,0.026240183798967705
sg_4522_1,0.024704067279371696
sg_198437_1,0.11272050207445135
sg_1737_3,0.03638117051839338
sg_341346_1,0.09306603814489822
sg_58476_2,0.1993912471260964
sg_8742_4,-0.08293778031823466
sg_57593_1,0.013407361534819588
sg_1473_2,-0.057667043670908115
sg_166968_2,-0.027842498676560606
sg_9512_2,0.09195824445704805
sg_170482_4,0.07385686632784516
sg_149281_3,-0.030987677222091427
sg_338809_2,-0.04143755089826725
sg_10164_4,0.09953317214347554
sg_374355_4,0.15090916647825564
sg_79736_3,-0.2378621141828872
sg_10154_3,-0.03592061773466695
sg_139425_2,0.47021545969835205
sg_7385_1,0.06352299650726659
sg_119559_2,-0.01970098749677645
sg_51605_1,0.20439715753526513
sg_79720_4,0.20444419072422723
sg_9973_4,0.11776404712077528
sg_83690_1,0.0012550087217861553
sg_55140_4,-0.15756978634998323
sg_5321_4,0.1528597965931599
sg_8832_3,0.05673342803189223
sg_55054_4,0.1618099438070275
sg_219988_2,0.030264125608233515
sg_254552_2,0.01263778471011073
sg_1622_3,-0.12663137575678432
sg_392490_3,-0.004363351193748281
sg_10551_3,0.046830150692774054
sg_22981_4,-0.06313249841311605
sg_646643_1,0.019162912729454216
sg_9136_3,-0.04582479707904047
sg_219869_2,0.20729728449525314
sg_100506084_2,0.1021192211435955
sg_2328_3,0.22609820739167455
sg_9722_1,0.0050492106384396026
sg_2220_2,0.07885595144596023
sg_64108_4,-0.09316540581836363
sg_122416_2,-0.003551363634966293
sg_157753_3,-0.008807105135181728
sg_57176_4,0.040489687353167665
sg_5095_2,-0.041957360952500106
sg_3009_4,-0.1381051899539879
sg_55336_4,0.0242658045847332
sg_23581_4,-0.004075630046144953
sg_8720_2,0.07362317843127694
sg_8227_4,-0.11739691010626015
sg_341418_3,0.18158550015567868
sg_646851_1,-0.08617013089671066
sg_NTC_937,0.006934260086798644
sg_256710_4,0.33353519915549446
sg_143503_3,0.11655159908574081
sg_90678_2,0.29474607274511944
sg_317772_2,-0.07481056776893638
sg_157777_3,0.2745655636891335
sg_3884_3,-0.34958187486212067
sg_26240_1,-0.11995138111632489
sg_10021_1,-0.11096559944817587
sg_4353_1,0.002117378862177789
sg_NTC_150,0.006934260086798644
sg_55658_1,0.07036899488314687
sg_51234_1,0.1083174537852247
sg_2244_2,-0.09488632321070714
sg_5906_4,0.0755001595168155
sg_10804_4,0.03302700471093758
sg_58531_1,-0.05716845019649731
sg_11086_2,-0.06193458330202873
sg_28956_1,-0.19415862927430202
sg_6018_1,0.05348594611067193
sg_388695_3,-0.06987693357919994
sg_6677_4,-0.017751628419186892
sg_84859_1,-0.02160157603687561
sg_NTC_404,0.006934260086798644
sg_375686_3,-0.011693264826886573
sg_23185_1,0.06509271567755193
sg_953_3,0.15626640527490823
sg_10694_1,-0.2396505882132269
sg_93432_1,0.08347184136606202
sg_54962_3,-0.08618029929255878
sg_23098_2,-0.13488916862998687
sg_346689_1,0.026834737891561142
sg_390883_2,0.1527180356751956
sg_148932_3,0.05380925402385557
sg_79576_3,0.4715981942599576
sg_1025_2,-0.02622201267099921
sg_3087_4,0.03861758612657464
sg_7311_2,-0.39860489383889064
sg_4948_4,0.1564529222283706
sg_1134_3,0.04982041093113697
sg_25836_1,0.15892943664642945
sg_10369_4,-0.0637586312243837
sg_NTC_145,0.006934260086798644
sg_29920_1,-0.19224947209403845
sg_84333_3,-0.016706966283425363
sg_259287_3,0.06875553096652313
sg_144717_1,0.10595403900160641
sg_404552_1,-0.04480475263542976
sg_120776_1,0.21001093090025927
sg_219493_1,0.040594158564537505
sg_2838_4,0.08131534565381512
sg_6414_4,-0.22331078542804073
sg_NTC_187,0.006934260086798644
sg_5829_2,-0.04110367120253055
sg_141_4,-0.28461173714110866
sg_27293_1,0.02998374758559623
sg_9955_2,-0.032460400282025736
sg_84905_3,-0.047692145642464476
sg_124923_2,0.034978029172142246
sg_151056_2,-0.16476014257146093
sg_26052_4,0.12600149840402342
sg_4705_4,0.07860988513493895
sg_100132396_2,0.11014936932716743
sg_160065_3,-0.0374920366554364
sg_54514_4,0.11971804864756733
sg_51399_1,0.02546478057967491
sg_10983_4,-0.025661854487954473
sg_85319_3,0.127895404719837
sg_51340_4,-0.16978236307160263
sg_10447_1,-0.0600649512700368
sg_100506144_4,0.23071377260323708
sg_4051_3,0.105136080703704
sg_4837_2,0.16046465361279588
sg_219986_3,-0.0119200936617726
sg_151649_1,0.010244800524151658
sg_343068_1,-0.22607707403769178
sg_7871_1,0.08895838775250763
sg_63910_4,0.20676266473659527
sg_163033_4,-0.1262345612990715
sg_137868_2,0.1713653177751985
sg_23316_4,-0.08703745509790213
sg_4891_2,0.23681713883708042
sg_9338_4,0.10604661864790883
sg_55063_2,-0.32592180999530285
sg_57583_2,-0.028030564496770174
sg_10896_2,0.03458591725734375
sg_100289561_1,0.26888056305651425
sg_3026_4,-0.009780863630750041
sg_114609_4,0.12912948933066526
sg_53829_1,0.10604627265673469
sg_3489_1,-0.15581409589672426
sg_6013_2,-0.01199026080400003
sg_5266_2,0.10622581323138827
sg_221823_3,0.12083445229179919
sg_84141_3,0.023800020921622186
sg_64146_4,-0.23832840716739703
sg_6224_3,-0.2388273412169015
sg_9841_3,-0.0053934066717688574
sg_158399_4,-0.09799859853865871
sg_5822_3,0.3379346380649227
sg_79034_2,0.2173909769076297
sg_121391_2,0.021043877769060398
sg_201266_2,-0.12142358894997277
sg_286204_1,-0.06433845530902106
sg_10859_2,0.135676115165993
sg_64062_2,0.07835890786814477
sg_2846_1,0.13222920673787752
sg_1906_2,0.07498838581394071
sg_60673_4,-0.119747081662163
sg_3423_3,0.09205244547872746
sg_57599_2,0.16504299738641917
sg_NTC_223,0.006934260086798644
sg_158131_2,0.05903339622542079
sg_125150_3,0.17875717127972093
sg_1440_1,-0.005045659554485403
sg_5459_3,0.03304950066538513
sg_147040_2,0.1120719122285875
sg_140456_1,0.12650419817670222
sg_84518_3,0.03957856785099705
sg_399947_1,0.019663640133276525
sg_4123_3,0.04909404345026685
sg_27185_2,0.20662138125053722
sg_26579_3,-0.08573846805430833
sg_728042_1,-0.1555453983744562
sg_653437_1,0.15251665646028528
sg_83464_4,0.16235748190826965
sg_60484_1,-0.13028542116089034
sg_55954_3,-0.06862476166645116
sg_3608_4,-0.17992634573615643
sg_26092_4,-0.15550287468745172
sg_10420_3,0.26283225920882886
sg_11147_2,0.02242630789219395
sg_162972_1,0.09078486955435257
sg_9862_3,0.020860872873759602
sg_10314_4,-0.04701734623395119
sg_84366_4,0.25705152209880716
sg_25940_2,-0.033926086856399536
sg_728343_4,0.18455732575531386
sg_57453_2,0.11448044293100608
sg_6557_4,0.12493436314911287
sg_79172_2,0.03654753540708519
sg_54931_4,0.2541060439894174
sg_59345_3,-0.042820733293074675
sg_308_4,8.914119917732485e-06
sg_54491_4,-0.1816618943720812
sg_83897_2,0.07358171276370346
sg_6855_3,-0.030211920715050154
sg_91607_1,0.0806406944141242
sg_5413_3,-0.1806968705020219
sg_219578_1,0.042319056398528544
sg_22899_3,-0.059006614611393275
sg_220202_4,0.016629112140357963
sg_100507462_1,0.8486728090123731
sg_337975_1,0.08407269657285188
sg_79016_3,-0.07832576850363515
sg_2642_1,-0.10343415896757271
sg_1131_4,0.008364350806977556
sg_8675_2,0.06521072419277076
sg_619279_3,-0.192148597361546
sg_347541_1,-0.07051299586538258
sg_10876_1,0.09744168032148146
sg_284355_4,0.13503786684826558
sg_9560_1,0.03936704753017854
sg_6832_2,-0.3193022164360862
sg_197335_2,-0.1033214397590755
sg_2738_1,-0.1405720318812724
sg_257106_3,-0.04497970032697683
sg_125061_2,0.04024377579473932
sg_863_3,0.11365860220657988
sg_118426_3,0.0858281858934545
sg_29099_2,-0.13886239443788853
sg_79719_4,0.09523886727636602
sg_23765_1,-0.05768028223200972
sg_65009_1,-0.03743177086790422
sg_119765_2,-0.005959056618962412
sg_91012_2,-0.058618691377853714
sg_NTC_453,0.006934260086798644
sg_57110_1,-0.0017668687667756217
sg_196051_4,0.1217909690597026
sg_NTC_216,0.006934260086798644
sg_534_4,-0.04064701092558771
sg_202134_4,-0.24328767052629463
sg_6621_2,-0.3911796978532158
sg_56918_1,-0.185355657686216
sg_90933_4,-0.011180962443644428
sg_56270_2,-0.13661962360258767
sg_200909_3,-0.06541423324212674
sg_10840_3,-0.019140623652899043
sg_6839_2,0.09712670585020956
sg_9991_4,-0.010863743056337858
sg_25_4,0.018849378289373876
sg_390079_3,0.061474321501816476
sg_220988_1,-0.08135474092461387
sg_22899_4,0.0452783076507412
sg_9665_4,0.03536051877910357
sg_55755_1,-0.25921999503475424
sg_2624_1,-0.1322551396401894
sg_5554_4,-0.16011725459390713
sg_203054_1,-0.10817633190981213
sg_727684_3,-0.2190961518406898
sg_79822_1,-0.11470103424289878
sg_401_4,0.15448504694023246
sg_80818_3,-0.06309225816670067
sg_10659_3,0.15263044749888
sg_162073_1,-0.15056418915560768
sg_83641_3,0.01438316533423763
sg_84298_2,0.2439973441087499
sg_340990_4,0.08478762406572607
sg_23300_3,0.08833794400795128
sg_9859_2,0.1775202825263625
sg_257044_1,-0.026330711771354334
sg_51101_4,-0.0781245488073449
sg_63027_3,0.0311812973902882
sg_3620_1,-0.18672076559572592
sg_57463_2,0.0011808788800419046
sg_8718_3,-0.0122936538889126
sg_84530_1,-0.1273007111043917
sg_8975_4,0.13660087321664588
sg_7222_4,0.08657781149267028
sg_8721_4,0.12711416560653485
sg_29115_4,-0.09843941131022935
sg_5108_1,-0.045213855814334486
sg_6863_2,0.09365657569531041
sg_51657_1,0.08297868747778239
sg_284309_3,-0.09018611848625097
sg_1128_1,0.1266695453956246
sg_92292_2,0.08061841677489372
sg_202865_2,-0.12160027539027263
sg_1174_2,-0.11755921386773915
sg_51513_3,-0.1174572998023414
sg_79630_2,-0.3303426098373521
sg_114804_3,0.029580723394964814
sg_93664_3,-0.031801917326402626
sg_65987_1,0.09511850822057609
sg_10635_2,0.04647440324966903
sg_9815_3,0.10867093929951505
sg_91408_1,0.059873444385764064
sg_7916_2,-0.13089574438972598
sg_80207_1,0.005366801083467371
sg_57713_4,0.11013716023067022
sg_22900_4,-0.08016765857233873
sg_84890_4,0.0516700918181514
sg_101060389_1,0.3881719252518278
sg_140738_1,-0.01579883241098224
sg_340980_1,0.02873025985260165
sg_9717_1,0.15955271107563707
sg_3787_2,0.001203204182313902
sg_59344_2,-0.13551259174640898
sg_80856_1,-0.10193688160755832
sg_4709_3,0.021700148940828532
sg_2706_1,-0.06507203389092411
sg_23389_1,-0.041698781558175343
sg_347734_3,-0.15960792374363483
sg_7574_3,0.1647023195705845
sg_8681_1,0.19605436069268709
sg_7316_4,0.18332758942911417
sg_1359_1,-0.1487753309482729
sg_148418_3,-0.028903854048399985
sg_285175_2,-0.036904476796578815
sg_148213_2,0.21481554794964725
sg_408050_3,-0.019206519791109558
sg_134187_3,0.08898247115253796
sg_126133_3,-0.1822429010432602
sg_257397_3,-0.05682064824005637
sg_155368_4,0.05852026758105069
sg_5162_4,0.08870918270319494
sg_1636_3,0.06997015558202778
sg_286097_1,-0.1646080289335587
sg_6323_4,0.040409583116155924
sg_9836_4,-0.0654197232672189
sg_124997_4,-0.15295065571260996
sg_8560_4,-0.23166166110660527
sg_27129_1,0.09870108175442366
sg_58503_3,0.07322947823014657
sg_NTC_755,0.006934260086798644
sg_28987_2,0.16998986995667828
sg_5980_1,0.045121335010645476
sg_345275_1,-0.06828997603798405
sg_5739_3,-0.11034995462812683
sg_90113_4,-0.016753878276172744
sg_57593_3,0.07419669513491725
sg_81872_4,0.04234667855854619
sg_1154_3,-0.11027007847760034
sg_51690_2,0.09347095825110932
sg_1947_2,0.01679079727515185
sg_9169_2,-0.013269663853855756
sg_390327_4,0.1068049853210257
sg_57544_1,-0.12671382311359344
sg_58512_4,-0.10595258545595222
sg_746_2,-0.0025635085553272745
sg_6712_1,-0.21776272715799566
sg_54904_3,0.22256726229252705
sg_80271_4,0.33344760088509456
sg_63948_2,-0.10973016653794032
sg_3149_3,0.07038381173905921
sg_162494_4,0.18665058411397964
sg_2273_1,-0.04507216455719696
sg_729025_2,0.12504782208084583
sg_9807_4,-0.26561722526438875
sg_81502_4,0.07173710597648253
sg_92799_3,0.2255993668107958
sg_137868_1,0.03835846953122787
sg_64837_4,-0.009123236795232354
sg_84140_2,0.16893671977819855
sg_57519_4,0.1336066320314576
sg_4176_1,-0.01544770390724525
sg_26061_3,0.039613367212435587
sg_3115_4,0.02482912216159698
sg_9083_3,0.06753158689613858
sg_728498_3,-0.14492449796195758
sg_220869_4,-0.38770191080130345
sg_645414_3,0.11127861070725162
sg_25844_1,0.057756949650618866
sg_22930_1,0.28141544752792386
sg_51460_1,0.1009892565529307
sg_258_3,0.07127000291931862
sg_3266_1,-0.08701308493875143
sg_5001_3,-0.2884745997638575
sg_87_4,-0.012498743495322732
sg_56100_4,0.24782852125862664
sg_5196_1,-0.16340510289692553
sg_23371_3,0.12298725771971536
sg_222008_2,-0.012472868800766554
sg_10238_2,0.08268071124684477
sg_81697_3,-0.047920292587793546
sg_5566_2,0.3319760631138293
sg_55207_2,0.06434063498474821
sg_3822_1,-0.10053718925909719
sg_286380_1,-0.013694160187208053
sg_4710_4,0.02065587941984974
sg_25921_1,0.03144739174991995
sg_388536_2,0.032303750022332045
sg_64224_2,-0.17458495861561382
sg_2622_3,0.1320963891344416
sg_9913_2,-0.06709975273395488
sg_55765_1,0.12638558484340429
sg_56181_2,0.05098123095555888
sg_467_2,0.20126103920773983
sg_91050_1,0.01273478861947876
sg_9085_2,0.05451298282211354
sg_5928_2,-0.17543392474941444
sg_10988_4,-0.11241812071207617
sg_64802_1,0.34813701119470114
sg_23012_3,0.023007588746927994
sg_277_4,0.04573899361978562
sg_5196_2,0.12739050221093023
sg_2566_4,0.05118785518844865
sg_NTC_949,0.006934260086798644
sg_27301_2,0.2468173879656932
sg_55315_3,0.13879080687676298
sg_1668_3,0.17797368214042186
sg_100529097_1,0.1008046645381087
sg_912_1,0.07424494079678536
sg_NTC_393,0.006934260086798644
sg_6434_1,-0.1275083703533489
sg_283710_4,-0.13517729214920646
sg_390191_1,0.02761829738220417
sg_26130_1,-0.03876846899714093
sg_728358_3,0.0672443483594087
sg_60314_3,0.09787207088148718
sg_59274_4,-0.030575270889618957
sg_255631_3,-0.3153202950079237
sg_64506_2,-0.005051091727865423
sg_3822_2,0.15146042050366398
sg_NTC_126,0.006934260086798644
sg_389123_3,-0.0905200970675824
sg_11019_2,-0.1217777851077411
sg_9101_1,-0.09941295667799988
sg_4905_3,-0.4056505777330397
sg_64762_4,0.007319878038515873
sg_55700_1,0.13253813226065933
sg_140803_3,0.06584957025128782
sg_55846_1,-0.021692511604421802
sg_100507679_2,0.11726310775955825
sg_54993_4,0.17054239823446485
sg_56937_2,0.05915904577725167
sg_10245_1,-0.18956307197885067
sg_731220_4,0.10081641647989112
sg_5510_1,-0.06799079447406141
sg_29119_3,0.05907234149402612
sg_5605_3,-0.031228898761969485
sg_54828_4,-0.2212074337109413
sg_1182_4,0.25211012445221814
sg_388335_4,0.015610748189286032
sg_26063_3,0.10730019041539696
sg_55818_4,0.030255614282635505
sg_135228_1,0.019905743954141034
sg_219487_1,0.13462428800624884
sg_245940_1,0.11564317452431322
sg_27443_2,-0.09076353460686425
sg_57463_4,0.038775327750232465
sg_276_1,0.036942483810831685
sg_79877_1,0.027437749100161335
sg_51270_4,0.06927510901745129
sg_10327_2,0.20126521619698387
sg_253152_4,0.028586057030553655
sg_84182_2,0.08027602641457715
sg_2243_1,0.10402803641853606
sg_79776_3,-0.21127888326664968
sg_83549_4,-0.0011331783810640192
sg_390595_3,-0.02004157532769358
sg_4352_2,0.12562171091976276
sg_22927_2,0.08102851480838968
sg_6737_2,0.04785809281657361
sg_100287144_1,0.10063077345891713
sg_55299_3,0.1735096896846925
sg_9900_4,-0.07572872700066303
sg_1050_3,0.0539150777059102
sg_401145_1,-0.060475849830801086
sg_442194_1,-0.01273024186320055
sg_51542_1,0.12633064751370915
sg_10154_1,-0.10911206958838239
sg_6332_1,-0.10821959880940159
sg_57600_1,-0.07828572521230164
sg_738_3,-0.39829196443676107
sg_144193_1,0.08565768804307394
sg_79740_3,-0.1606757034099588
sg_7225_1,0.06542765116865062
sg_29929_4,-0.04439481096534119
sg_360030_4,0.16306518247848353
sg_NTC_16,0.006934260086798644
sg_23_1,-0.20674141336177737
sg_401427_3,0.08951242486364265
sg_100132247_2,-0.3926124202178077
sg_5110_1,-0.0455892655913234
sg_30846_3,-0.18934663833464013
sg_1816_2,0.30261145695873987
sg_3681_3,0.05140657571082027
sg_7386_2,0.19753106650534474
sg_4176_2,0.0029492596231001176
sg_5449_3,-0.16158565299168803
sg_391112_2,-0.03562656932269342
sg_5408_1,0.14738090562195438
sg_51006_3,-0.0575520198034895
