sgrna,MDAMB231
sg_3418_3,0.13880994498401417
sg_201254_1,0.20848298023549375
sg_132946_1,0.10516611875680919
sg_1401_4,0.1992044635879531
sg_29994_3,0.05727417654490907
sg_80308_4,0.09639042512902021
sg_55765_2,-0.054245335049706786
sg_79634_4,0.22695944462253723
sg_5293_3,0.0031755899313302503
sg_3688_1,-0.03828897798046542
sg_9092_4,-0.06098580705789747
sg_10491_2,0.015748006112506506
sg_79613_2,-0.1420319160959721
sg_64377_3,0.1637309507405333
sg_51504_4,-0.5713536290022994
sg_3741_4,-0.04478371851164932
sg_391123_4,0.33411634894152675
sg_51701_3,0.010767605943304323
sg_11183_4,-0.28418587159421205
sg_79696_3,0.22296855098195975
sg_100873985_1,0.0028348952753337216
sg_NTC_767,0.016980681008330934
sg_5356_2,-0.10719486182529744
sg_27179_3,-0.241253929695257
sg_136263_4,0.03518087128835076
sg_8029_3,-0.055726841303345695
sg_79109_3,0.33999281614444526
sg_79865_1,-0.03804063791017985
sg_896_4,0.07075174487682499
sg_119559_1,0.07999096491899066
sg_8930_1,0.027052376740502575
sg_131405_2,0.03961979662801789
sg_79092_4,-0.07928356032112316
sg_338809_4,-0.09177895442765699
sg_1591_1,-0.02989574362853604
sg_79803_1,-0.15267937933529635
sg_80099_1,-0.044777827955933436
sg_5828_1,-0.3540975660822506
sg_5437_1,0.2034033045094271
sg_57479_1,0.0524117438454611
sg_349149_1,-0.021524295125027442
sg_92675_1,0.11704368893982363
sg_57674_4,0.09357046047459253
sg_5105_3,0.04524331574408724
sg_26284_1,-0.09148337920298749
sg_25833_3,0.1642943644483458
sg_8243_2,0.147614096860074
sg_117154_3,0.02839441520757243
sg_395_4,-0.16391182920021843
sg_3888_2,-0.1324802463366834
sg_64342_3,-0.20580659211750776
sg_2307_3,0.053826251958485435
sg_57677_4,0.03261595243252695
sg_132203_2,0.07523857026867371
sg_123745_1,0.18295076051952683
sg_442186_2,0.0877151601191555
sg_729515_3,-0.13826476130632873
sg_64518_3,-0.03549843710213034
sg_51764_3,0.04338518478730498
sg_5207_4,0.0476499429771412
sg_100287178_1,-0.0006932681001190037
sg_5881_1,0.20085684900373033
sg_10436_1,-0.12292165308345622
sg_55168_3,-0.28336842460959616
sg_284615_2,0.20358696070741175
sg_5082_4,0.12069980312276417
sg_388960_1,-0.06252743714684783
sg_222662_1,-0.15822117961666668
sg_8027_3,0.02192336276074732
sg_2981_3,0.08165754857161339
sg_85458_4,-0.07437191481112072
sg_79002_4,-0.0011484304282948603
sg_9637_3,0.1123439027652099
sg_5298_2,-0.0800525258771316
sg_22955_2,0.11038984666949785
sg_30000_2,-0.2773972756233236
sg_57549_2,0.3273707386927721
sg_5824_2,-0.046779452249108
sg_81790_1,0.009502638872577393
sg_673_3,-0.025621589125291052
sg_126731_4,-0.10427239247910274
sg_9238_2,-0.04475587573185691
sg_403312_4,-0.2891423369778668
sg_9972_1,-0.24968754973559348
sg_83461_1,-0.07810815551086853
sg_389072_4,0.03599511814680832
sg_386617_3,-0.05893932359960234
sg_65009_3,0.0012726315276659766
sg_84245_4,-0.189645012519817
sg_23175_2,0.057375453468774304
sg_55510_2,0.19579055949395496
sg_349136_3,0.1645072628946669
sg_222659_3,-0.12241002152506737
sg_100288413_3,0.1656975349130882
sg_353333_1,-0.29672494814362355
sg_5122_2,0.12078732467049769
sg_161253_2,-0.25035095259685625
sg_10047_1,-0.04669021426588163
sg_10672_2,0.1895420434800301
sg_1201_1,0.03734317441973267
sg_4939_1,-0.19377884634170991
sg_137814_1,-0.06744918216846844
sg_9560_1,0.0361135003308021
sg_8807_1,0.12785670590718426
sg_8826_3,0.07774246728725702
sg_348262_4,-0.08229290125574347
sg_2769_3,-0.09403616954393319
sg_64328_1,0.01436506070706428
sg_55722_2,0.13492618674144252
sg_899_4,0.08973865056813952
sg_386681_4,-0.11604470157245951
sg_843_4,-0.30427646186792123
sg_84440_4,0.24121207285117105
sg_480_1,-0.01707314565143919
sg_113278_2,-0.08824327330438758
sg_339487_2,-0.132607304065273
sg_728395_1,0.002289110620265364
sg_80055_4,-0.23660834984353374
sg_10240_1,0.1458910564724269
sg_258010_1,0.2747520582504431
sg_100533183_3,0.15398836426530216
sg_9581_2,-0.14283580650419314
sg_93664_3,0.0055613318180693615
sg_147040_1,-0.08558226483260725
sg_84695_2,0.08797008439253631
sg_25806_4,0.05326649999897122
sg_389114_2,0.04010853084921089
sg_56062_4,-0.017487120682151826
sg_25903_1,-0.12994094620909782
sg_55278_1,-0.06645503092762783
sg_255027_3,-0.1335373486957095
sg_4071_1,-0.03562254552227288
sg_8760_2,-0.10747107656818096
sg_100529239_1,0.22056568435978183
sg_117531_1,-0.28395987404384726
sg_59285_1,-0.033016520754974216
sg_5150_2,0.19565245112275806
sg_284217_1,0.10728215144509826
sg_348932_3,-0.030364062252887073
sg_3800_2,0.02950447464320207
sg_9894_4,-0.20303578101199057
sg_10505_1,-0.11909702109103111
sg_NTC_268,0.016980681008330934
sg_55361_4,0.18410759362851015
sg_1408_3,-0.15147936487976163
sg_387338_2,-0.4256251703202572
sg_79001_1,0.15173113699684174
sg_352954_1,0.07724518549515018
sg_282617_4,0.020154093910086004
sg_51175_1,0.09902269012812567
sg_2735_1,-0.11232941639536446
sg_10869_4,0.122654619165768
sg_9794_1,-0.06639280016257766
sg_80714_4,-0.2672968646989775
sg_91689_2,-0.13369547877383428
sg_27334_3,0.07820236442043262
sg_97_4,-0.055094799735089725
sg_644041_2,0.24522223882790692
sg_51295_1,-0.07758976162296093
sg_7518_4,-0.1652082193749575
sg_284486_2,-0.1157303149162635
sg_64976_2,-0.07813235441127868
sg_23197_4,0.051701238923285486
sg_8832_1,-0.09610171890386354
sg_11336_1,-0.05012618819756606
sg_79577_4,0.029767682802881015
sg_23504_4,0.27631257824361893
sg_66004_3,0.1982516346628436
sg_27436_1,0.10487130318944685
sg_203611_3,0.094894322258179
sg_283554_2,-0.047688824764863996
sg_79631_3,-0.028070225105693455
sg_6608_4,0.09615736988967298
sg_5068_4,-0.13271599493599145
sg_26149_4,-0.40257016458750067
sg_714_2,0.05093499543938747
sg_9780_4,0.0923287329227154
